gene_symbol,cbio_sample_uid,study_id,sample_id,sample_list_id,molecular_profile_id,profile_gene_panel,study_label,sample_rank,is_gene_profiled,human_symbols_mutated,mutation_classes,mutation_class,n_cell_mutations,gene_label,candidate_group,human_symbols,has_human_orthologue,n_profiled_samples,n_altered_samples,occurrence_pct,human_gene_length_bp,human_gene_lengths_bp,human_gene_length_source,human_gene_assembly,candidate_group_plot,cbio_human_label,cbio_row_label,mutation_class_plot
Aatk,cscc_dfarber_2015::S00-28455-TP-NT,cscc_dfarber_2015,S00-28455-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,1,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S00-35182-TP-NT,cscc_dfarber_2015,S00-35182-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,2,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S01-27743-TP-NT,cscc_dfarber_2015,S01-27743-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,3,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S02-14875,cscc_dfarber_2015,S02-14875,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,4,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S02-15015-TP-S00-35182-NT,cscc_dfarber_2015,S02-15015-TP-S00-35182-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,5,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S03-09436-TP-S03-26121-NT,cscc_dfarber_2015,S03-09436-TP-S03-26121-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,6,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S03-26121-TP-NT,cscc_dfarber_2015,S03-26121-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,7,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S03-45671-TP-S05-31806-NT,cscc_dfarber_2015,S03-45671-TP-S05-31806-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,8,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S04-22711-TP-S05-46290-NT,cscc_dfarber_2015,S04-22711-TP-S05-46290-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,9,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S04-32572-TP-S06-19548-NT,cscc_dfarber_2015,S04-32572-TP-S06-19548-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,10,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S04-45633-TP-S07-16280-NT,cscc_dfarber_2015,S04-45633-TP-S07-16280-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,11,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S04-6933-TP-S08-41239-NT,cscc_dfarber_2015,S04-6933-TP-S08-41239-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,12,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S05-31806-TP-NT,cscc_dfarber_2015,S05-31806-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,13,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S05-45028-TP-S08-7608-NT,cscc_dfarber_2015,S05-45028-TP-S08-7608-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,14,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S05-46290-TP-NT,cscc_dfarber_2015,S05-46290-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,15,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S06-19548-TP-NT,cscc_dfarber_2015,S06-19548-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,16,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S06-38853-TP-S09-31237-NT,cscc_dfarber_2015,S06-38853-TP-S09-31237-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,17,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S07-16280-TP-NT,cscc_dfarber_2015,S07-16280-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,18,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S08-41239-TP-NT,cscc_dfarber_2015,S08-41239-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,19,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S08-7608-TP-NT,cscc_dfarber_2015,S08-7608-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,20,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S09-2518-TP-S12-11594-NT,cscc_dfarber_2015,S09-2518-TP-S12-11594-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,21,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S09-31237-TP-NT,cscc_dfarber_2015,S09-31237-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,22,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S10-24679-TP-NT,cscc_dfarber_2015,S10-24679-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,23,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S10-44607-TP-S12-17796-NT,cscc_dfarber_2015,S10-44607-TP-S12-17796-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,24,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S10-47754-TP-S12-22512-NT,cscc_dfarber_2015,S10-47754-TP-S12-22512-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,25,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S12-11594-TP-NT,cscc_dfarber_2015,S12-11594-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,26,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S12-17796-TP-NT,cscc_dfarber_2015,S12-17796-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,27,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S12-22512-TP-NT,cscc_dfarber_2015,S12-22512-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,28,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_dfarber_2015::S12-23181-TP-NT,cscc_dfarber_2015,S12-23181-TP-NT,cscc_dfarber_2015_sequenced,cscc_dfarber_2015_mutations,NA,cscc_dfarber_2015,29,FALSE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not profiled
Aatk,cscc_hgsc_bcm_2014::CSCC-1-T,cscc_hgsc_bcm_2014,CSCC-1-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,30,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-10-T,cscc_hgsc_bcm_2014,CSCC-10-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,31,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-11-T,cscc_hgsc_bcm_2014,CSCC-11-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,32,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-15-T,cscc_hgsc_bcm_2014,CSCC-15-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,33,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-16-T,cscc_hgsc_bcm_2014,CSCC-16-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,34,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-17-T,cscc_hgsc_bcm_2014,CSCC-17-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,35,TRUE,AATK,Truncating/splice,Truncating/splice,1,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Truncating/splice
Aatk,cscc_hgsc_bcm_2014::CSCC-18-T,cscc_hgsc_bcm_2014,CSCC-18-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,36,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-19-T,cscc_hgsc_bcm_2014,CSCC-19-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,37,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-2-T,cscc_hgsc_bcm_2014,CSCC-2-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,38,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-20-T,cscc_hgsc_bcm_2014,CSCC-20-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,39,TRUE,AATK,Missense,Missense,1,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Missense
Aatk,cscc_hgsc_bcm_2014::CSCC-27-T,cscc_hgsc_bcm_2014,CSCC-27-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,40,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-29-T,cscc_hgsc_bcm_2014,CSCC-29-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,41,TRUE,AATK,Missense,Missense,2,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Missense
Aatk,cscc_hgsc_bcm_2014::CSCC-30-T,cscc_hgsc_bcm_2014,CSCC-30-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,42,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-31-T,cscc_hgsc_bcm_2014,CSCC-31-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,43,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-32-T,cscc_hgsc_bcm_2014,CSCC-32-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,44,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-35-T,cscc_hgsc_bcm_2014,CSCC-35-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,45,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-37-T,cscc_hgsc_bcm_2014,CSCC-37-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,46,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-38-T,cscc_hgsc_bcm_2014,CSCC-38-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,47,TRUE,AATK,Missense,Missense,1,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Missense
Aatk,cscc_hgsc_bcm_2014::CSCC-4-T,cscc_hgsc_bcm_2014,CSCC-4-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,48,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-40-T,cscc_hgsc_bcm_2014,CSCC-40-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,49,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-41-T,cscc_hgsc_bcm_2014,CSCC-41-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,50,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-42-T,cscc_hgsc_bcm_2014,CSCC-42-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,51,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-44-T,cscc_hgsc_bcm_2014,CSCC-44-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,52,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-45-T,cscc_hgsc_bcm_2014,CSCC-45-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,53,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-46-T,cscc_hgsc_bcm_2014,CSCC-46-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,54,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-47-T,cscc_hgsc_bcm_2014,CSCC-47-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,55,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-49-T,cscc_hgsc_bcm_2014,CSCC-49-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,56,TRUE,AATK,Missense,Missense,1,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Missense
Aatk,cscc_hgsc_bcm_2014::CSCC-5-T,cscc_hgsc_bcm_2014,CSCC-5-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,57,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-52-T,cscc_hgsc_bcm_2014,CSCC-52-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,58,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-54-T,cscc_hgsc_bcm_2014,CSCC-54-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,59,TRUE,NA,NA,NA,0,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Not altered
Aatk,cscc_hgsc_bcm_2014::CSCC-55-T,cscc_hgsc_bcm_2014,CSCC-55-T,cscc_hgsc_bcm_2014_sequenced,cscc_hgsc_bcm_2014_mutations,NA,cscc_hgsc_bcm_2014,60,TRUE,AATK,Missense,Missense,1,Aatk / AATK,Initiation (I),AATK,TRUE,147,17,11.564625850340136,55742,AATK=55742,Ensembl REST lookup/symbol,GRCh38,Initiation (I),AATK,Aatk / AATK (11.6%),Missense
