human_symbol,incidence_n_mutations,incidence_n_altered_samples,incidence_n_profiled_samples,incidence_pct,is_cancer_gene,n_reference_profiled,n_case_profiled,n_reference_mutated,n_case_mutated,is_candidate,candidate_gene_symbols,candidate_gene_labels,candidate_groups,candidate_group,n_total_profiled,n_total_mutated,profile_denominator_matches_incidence,test_status,reference_prevalence_pct,case_prevalence_pct,prevalence_difference_pct,corrected_odds_ratio,corrected_log2_odds_ratio,odds_ratio,p_value,q_value_all_mutated_genes,n_fdr_tests,association_direction,is_significant_candidate,volcano_category,candidate_group_plot
CCDC187,46,18,147,12.2,No,115,32,0,18,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,0,56.25,56.25,294.7241379310345,8.203221411917434,Inf,8.692786851570663e-15,1.303741800900778e-10,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
HMCN2,80,24,147,16.3,No,115,32,3,21,FALSE,NA,NA,NA,NA,147,24,TRUE,tested,2.608695652173913,65.625,63.016304347826086,60.09316770186335,5.909129067804518,67.1070854648382,1.408536949979233e-14,1.303741800900778e-10,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MGAM2,66,17,147,11.6,No,115,32,0,17,FALSE,NA,NA,NA,NA,147,17,TRUE,tested,0,53.125,53.125,260.80645161290323,8.026835747974149,Inf,7.533748604694579e-14,4.648825139003535e-10,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC5AC,64,23,147,15.6,No,115,32,3,20,FALSE,NA,NA,NA,NA,147,23,TRUE,tested,2.608695652173913,62.5,59.891304347826086,52.714285714285715,5.720122084002792,58.858688667754926,1.275975571431821e-13,5.905214944586468e-10,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC12,123,35,147,23.8,No,115,32,11,24,FALSE,NA,NA,NA,NA,147,35,TRUE,tested,9.565217391304348,75,65.43478260869566,26.191815856777495,4.711044178888739,27.216912777064195,9.14441412573334e-13,3.385627885911512e-9,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FRG2C,30,19,147,12.9,No,115,32,2,17,FALSE,NA,NA,NA,NA,147,19,TRUE,tested,1.7391304347826086,53.125,51.38586956521739,51.25806451612903,5.679707098961644,60.83333700320856,1.0219280654273253e-11,3.152988724531775e-8,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC3A,73,27,147,18.4,No,115,32,7,20,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,6.086956521739131,62.5,56.41304347826087,23.72533333333333,4.568356451679319,24.713199532797514,4.32935050274686e-11,1.1449276643835696e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AHNAK2,169,51,147,34.7,No,115,32,24,27,FALSE,NA,NA,NA,NA,147,51,TRUE,tested,20.869565217391305,84.375,63.505434782608695,18.6734693877551,4.222918089056196,19.93603578976542,6.555030770792248e-11,1.516834120361326e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
COL6A5,147,62,147,42.2,No,115,32,33,29,FALSE,NA,NA,NA,NA,147,62,TRUE,tested,28.695652173913043,90.625,61.92934782608695,20.756929637526653,4.375521151092281,23.47902363236447,1.8775849536954252e-10,3.8502583883181536e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
C4ORF54,30,13,147,8.8,No,115,32,0,13,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,0,40.625,40.625,159.92307692307693,7.3212343247172775,Inf,2.4958459734128047e-10,3.8502583883181536e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PRR36,18,13,147,8.8,No,115,32,0,13,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,0,40.625,40.625,159.92307692307693,7.3212343247172775,Inf,2.4958459734128047e-10,3.8502583883181536e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TEX13C,36,13,147,8.8,No,115,32,0,13,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,0,40.625,40.625,159.92307692307693,7.3212343247172775,Inf,2.4958459734128047e-10,3.8502583883181536e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADPRHL1,37,21,147,14.3,No,115,32,4,17,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,3.4782608695652173,53.125,49.64673913043478,27.974910394265233,4.806061605036084,30.161557801062706,2.8275662522435374e-10,4.0264543431947973e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ABCA13,233,74,147,50.3,No,115,32,43,31,FALSE,NA,NA,NA,NA,147,74,TRUE,tested,37.391304347826086,96.875,59.483695652173914,35,5.129283016944966,50.82136611221306,3.5043936372733144e-10,4.633809643800257e-7,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PKD1L3,15,12,147,8.2,No,115,32,0,12,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,0,37.5,37.5,140.85365853658536,7.138053226572699,Inf,1.6846960320536453e-9,2.0791395296918055e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FGD2,26,20,147,13.6,No,115,32,4,16,FALSE,NA,NA,NA,NA,147,20,TRUE,tested,3.4782608695652173,50,46.52173913043478,24.77777777777778,4.630974898477993,26.685975958521848,1.8239612593651773e-9,2.11032317708551e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TNXB,107,44,147,29.9,No,115,32,20,24,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,17.391304347826086,75,57.608695652173914,13.42754662840746,3.7471238262825337,13.890566283853767,1.9970399964040953e-9,2.174659083143095e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TNRC18,72,38,147,25.9,No,115,32,16,22,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,13.91304347826087,68.75,54.83695652173913,12.922077922077921,3.69176617473611,13.260010987932079,4.536268331743269e-9,4.665299964290633e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF469,126,58,147,39.5,No,115,32,31,27,FALSE,NA,NA,NA,NA,147,58,TRUE,tested,26.956521739130434,84.375,57.41847826086956,13.412698412698413,3.7455276076696302,14.321031480062098,5.187673153600884e-9,5.054431864182082e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KSR2,40,29,147,19.7,Yes,115,32,10,19,FALSE,NA,NA,NA,NA,147,29,TRUE,tested,8.695652173913043,59.375,50.67934782608695,14.513227513227513,3.8592964826272045,14.891266839417774,6.608998233816191e-9,6.117288765220266e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CROCC2,20,11,147,7.5,No,115,32,0,11,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0,34.375,34.375,123.55813953488372,6.949046242770972,Inf,1.091041239806172e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CSNK2A2IP,24,11,147,7.5,No,115,32,0,11,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0,34.375,34.375,123.55813953488372,6.949046242770972,Inf,1.091041239806172e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KLF18,17,11,147,7.5,No,115,32,0,11,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0,34.375,34.375,123.55813953488372,6.949046242770972,Inf,1.091041239806172e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PECAM1,12,11,147,7.5,No,115,32,0,11,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0,34.375,34.375,123.55813953488372,6.949046242770972,Inf,1.091041239806172e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPON1,15,11,147,7.5,No,115,32,0,11,FALSE,NA,NA,NA,NA,147,11,TRUE,tested,0,34.375,34.375,123.55813953488372,6.949046242770972,Inf,1.091041239806172e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RAB44,20,19,147,12.9,No,115,32,4,15,FALSE,NA,NA,NA,NA,147,19,TRUE,tested,3.4782608695652173,46.875,43.39673913043478,21.946031746031746,4.455888191919901,23.60592822281819,1.1034925425759839e-8,7.856866903141006e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ITPRID1,50,36,147,24.5,No,115,32,15,21,FALSE,NA,NA,NA,NA,147,36,TRUE,tested,13.043478260869565,65.625,52.58152173913044,12.12201963534362,3.5995581794371385,12.401155831105713,1.2668175043148068e-8,8.685676162916928e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
WDFY4,110,47,147,32,No,115,32,23,24,FALSE,NA,NA,NA,NA,147,47,TRUE,tested,20,75,55,11.345431789737171,3.5040396117035435,11.730300272337564,1.4498556421423434e-8,9.585617016906806e-6,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EPDR1,21,17,147,11.6,No,115,32,3,14,FALSE,NA,NA,NA,NA,147,17,TRUE,tested,2.608695652173913,43.75,41.141304347826086,25.193050193050194,4.654953898658055,27.971897247267986,1.6004119517951052e-8,1.0216146914355513e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC16,676,91,147,61.9,No,115,32,59,32,FALSE,NA,NA,NA,NA,147,91,TRUE,tested,51.30434782608695,100,48.69565217391305,61.72268907563025,5.9477290121356985,Inf,1.8135295266813573e-8,1.1074325280267027e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYO15B,29,13,147,8.8,No,115,32,1,12,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,0.8695652173913043,37.5,36.630434782608695,46.54471544715447,5.540545472532429,65.57669271321669,1.8906033248601918e-8,1.1074325280267027e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FER1L5,27,15,147,10.2,No,115,32,2,13,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,1.7391304347826086,40.625,38.88586956521739,31.43076923076923,4.974105675704773,37.145214778264034,1.974139662104645e-8,1.1074325280267027e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TTC34,25,15,147,10.2,No,115,32,2,13,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,1.7391304347826086,40.625,38.88586956521739,31.43076923076923,4.974105675704773,37.145214778264034,1.974139662104645e-8,1.1074325280267027e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF729,47,22,147,15,No,115,32,6,16,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,5.217391304347826,50,44.78260869565217,16.846153846153847,4.074347341460081,17.58275817401641,2.1825372511326276e-8,1.1883273409696236e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZFHX2,51,31,147,21.1,No,115,32,12,19,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,10.434782608695652,59.375,48.940217391304344,11.96,3.5801454844233804,12.216610725258771,3.7360227608110934e-8,1.9489631850079036e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GRM3,69,41,147,27.9,Yes,115,32,19,22,FALSE,NA,NA,NA,NA,147,41,TRUE,tested,16.52173913043478,68.75,52.22826086956522,10.604395604395604,3.4065904919567465,10.862579228931194,3.7901185533861566e-8,1.9489631850079036e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MUC5B,160,62,147,42.2,No,115,32,35,27,FALSE,NA,NA,NA,NA,147,62,TRUE,tested,30.434782608695652,84.375,53.940217391304344,11.338028169014084,3.503097853497297,12.111391151633908,4.5340243129540364e-8,2.1825423364683926e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RYR3,170,62,147,42.2,No,115,32,35,27,FALSE,NA,NA,NA,NA,147,62,TRUE,tested,30.434782608695652,84.375,53.940217391304344,11.338028169014084,3.503097853497297,12.111391151633908,4.5340243129540364e-8,2.1825423364683926e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PTPRQ,92,45,147,30.6,No,115,32,22,23,FALSE,NA,NA,NA,NA,147,45,TRUE,tested,19.130434782608695,71.875,52.744565217391305,10.27953216374269,3.361702701792014,10.570831379543696,4.598052675144085e-8,2.1825423364683926e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
WIZ,31,18,147,12.2,No,115,32,4,14,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,3.4782608695652173,43.75,40.27173913043478,19.42042042042042,4.279502527976614,20.857190784409454,6.274560144762447e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF628,24,18,147,12.2,No,115,32,4,14,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,3.4782608695652173,43.75,40.27173913043478,19.42042042042042,4.279502527976614,20.857190784409454,6.274560144762447e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CDH22,30,23,147,15.6,No,115,32,7,16,FALSE,NA,NA,NA,NA,147,23,TRUE,tested,6.086956521739131,50,43.91304347826087,14.466666666666667,3.854660636835961,14.970951705929291,6.312456828465158e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AQP7B,10,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
C20ORF144,10,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DGKK,22,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPEM3,20,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TEX13D,17,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TLE7,11,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRIM51G,14,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
UHRF1,11,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF518A,12,10,147,6.8,No,115,32,0,10,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,0,31.25,31.25,107.8,6.752213367865143,Inf,6.794211356974808e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
HELZ2,58,35,147,23.8,No,115,32,15,20,FALSE,NA,NA,NA,NA,147,35,TRUE,tested,13.043478260869565,62.5,49.45652173913044,10.633548387096774,3.410551195635412,10.846716076943798,6.974578583593476e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SCAND3,53,35,147,23.8,No,115,32,15,20,FALSE,NA,NA,NA,NA,147,35,TRUE,tested,13.043478260869565,62.5,49.45652173913044,10.633548387096774,3.410551195635412,10.846716076943798,6.974578583593476e-8,2.4361018630091023e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FSHR,43,26,147,17.7,No,115,32,9,17,FALSE,NA,NA,NA,NA,147,26,TRUE,tested,7.826086956521739,53.125,45.29891304347826,12.65704584040747,3.661868813340344,12.98146176595633,8.07554365838308e-8,2.7180811673452287e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRANK1,37,26,147,17.7,No,115,32,9,17,FALSE,NA,NA,NA,NA,147,26,TRUE,tested,7.826086956521739,53.125,45.29891304347826,12.65704584040747,3.661868813340344,12.98146176595633,8.07554365838308e-8,2.7180811673452287e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KIF26A,48,32,147,21.8,No,115,32,13,19,FALSE,NA,NA,NA,NA,147,32,TRUE,tested,11.304347826086957,59.375,48.07065217391305,10.96707818930041,3.4551073140407573,11.1844773322888,8.22649543034938e-8,2.7194443465469236e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PLEC,99,50,147,34,No,115,32,26,24,FALSE,NA,NA,NA,NA,147,50,TRUE,tested,22.608695652173914,75,52.391304347826086,9.734739178690344,3.283142325565926,10.065571732875252,8.608132954664589e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EPPK1,50,29,147,19.7,No,115,32,11,18,FALSE,NA,NA,NA,NA,147,29,TRUE,tested,9.565217391304348,56.25,46.684782608695656,11.593703148425787,3.5352695465252477,11.841444188668202,8.704694305032134e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LRRC9,31,16,147,10.9,No,115,32,3,13,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,2.608695652173913,40.625,38.016304347826086,22.252747252747252,4.475911552460653,24.658965888976784,9.125356411061403e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SKOR2,27,16,147,10.9,No,115,32,3,13,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,2.608695652173913,40.625,38.016304347826086,22.252747252747252,4.475911552460653,24.658965888976784,9.125356411061403e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TNNI3K,22,16,147,10.9,No,115,32,3,13,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,2.608695652173913,40.625,38.016304347826086,22.252747252747252,4.475911552460653,24.658965888976784,9.125356411061403e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF728,23,16,147,10.9,No,115,32,3,13,FALSE,NA,NA,NA,NA,147,16,TRUE,tested,2.608695652173913,40.625,38.016304347826086,22.252747252747252,4.475911552460653,24.658965888976784,9.125356411061403e-8,2.7246548045414304e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PRAMEF19,12,12,147,8.2,No,115,32,1,11,FALSE,NA,NA,NA,NA,147,12,TRUE,tested,0.8695652173913043,34.375,33.505434782608695,40.82945736434109,5.351538488730703,57.38119500109898,1.1239329242415005e-7,3.301425964182967e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
C1ORF167,23,14,147,9.5,No,115,32,2,12,FALSE,NA,NA,NA,NA,147,14,TRUE,tested,1.7391304347826086,37.5,35.76086956521739,27.682926829268293,4.790924577560194,32.64892560378658,1.141374577072763e-7,3.301425964182967e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LRRC53,34,21,147,14.3,No,115,32,6,15,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,5.217391304347826,46.875,41.65760869565217,14.920879120879121,3.89926063490199,15.548512401437804,1.1844782251576317e-7,3.373393985248935e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYH2,78,47,147,32,No,115,32,21,22,FALSE,NA,NA,NA,NA,147,43,TRUE,tested,18.26086956521739,68.75,50.48913043478261,9.418604651162791,3.2355133430698895,9.642862247402718,1.3510271243622324e-7,3.789426382756613e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EPHA6,71,33,147,22.4,No,115,32,14,19,FALSE,NA,NA,NA,NA,147,33,TRUE,tested,12.173913043478262,59.375,47.201086956521735,10.11111111111111,3.3378696387563838,10.300221037244205,1.733016176163695e-7,4.717881684285636e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KNDC1,47,33,147,22.4,No,115,32,14,19,TRUE,Kndc1,Kndc1 / KNDC1,Initiation (I),Initiation (I),147,33,TRUE,tested,12.173913043478262,59.375,47.201086956521735,10.11111111111111,3.3378696387563838,10.300221037244205,1.733016176163695e-7,4.717881684285636e-5,18512,Metastatic-associated,TRUE,Candidate: metastatic-associated,Initiation (I)
BICRA,42,27,147,18.4,No,115,32,10,17,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,8.695652173913043,53.125,44.42934782608695,11.344086021505376,3.503868472486516,11.594680906668328,1.9272576020579862e-7,5.114300529338286e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PRRC2A,43,30,147,20.4,No,115,32,12,18,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,10.434782608695652,56.25,45.815217391304344,10.564137931034482,3.401103138225978,10.76866267246679,1.9338863280773554e-7,5.114300529338286e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KIAA1671,29,19,147,12.9,No,115,32,5,14,FALSE,NA,NA,NA,NA,147,19,TRUE,tested,4.3478260869565215,43.75,39.40217391304348,15.746928746928747,3.9769985702527566,16.58795080997988,2.0753549430884627e-7,5.411122634711778e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
C6,88,56,147,38.1,No,115,32,31,25,FALSE,NA,NA,NA,NA,147,56,TRUE,tested,26.956521739130434,78.125,51.16847826086956,9.12063492063492,3.189134259145245,9.503227910385123,2.389351723977653e-7,6.0645342504621025e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DST,82,44,147,29.9,No,115,32,22,22,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,19.130434782608695,68.75,49.619565217391305,8.904761904761905,3.1545770371088766,9.114799191493917,2.457001235872179e-7,6.0645342504621025e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PLCH1,83,44,147,29.9,No,115,32,22,22,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,19.130434782608695,68.75,49.619565217391305,8.904761904761905,3.1545770371088766,9.114799191493917,2.457001235872179e-7,6.0645342504621025e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SHANK1,70,44,147,29.9,No,115,32,22,22,FALSE,NA,NA,NA,NA,147,44,TRUE,tested,19.130434782608695,68.75,49.619565217391305,8.904761904761905,3.1545770371088766,9.114799191493917,2.457001235872179e-7,6.0645342504621025e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ATP10A,88,48,147,32.7,No,115,32,25,23,FALSE,NA,NA,NA,NA,147,48,TRUE,tested,21.73913043478261,71.875,50.13586956521739,8.779153766769866,3.1340818833457615,9.024340110467945,2.6559738629059254e-7,6.469393177646643e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DENND4B,25,22,147,15,No,115,32,7,15,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.086956521739131,46.875,40.78804347826087,12.813333333333333,3.6795739302778694,13.234520647663855,3.2549592966812895e-7,7.531975812520504e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NLRC3,31,22,147,15,No,115,32,7,15,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.086956521739131,46.875,40.78804347826087,12.813333333333333,3.6795739302778694,13.234520647663855,3.2549592966812895e-7,7.531975812520504e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PRX,29,22,147,15,No,115,32,7,15,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.086956521739131,46.875,40.78804347826087,12.813333333333333,3.6795739302778694,13.234520647663855,3.2549592966812895e-7,7.531975812520504e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SGSM1,29,22,147,15,No,115,32,7,15,FALSE,NA,NA,NA,NA,147,22,TRUE,tested,6.086956521739131,46.875,40.78804347826087,12.813333333333333,3.6795739302778694,13.234520647663855,3.2549592966812895e-7,7.531975812520504e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ROBO3,24,17,147,11.6,No,115,32,4,13,FALSE,NA,NA,NA,NA,147,17,TRUE,tested,3.4782608695652173,40.625,37.14673913043478,17.153846153846153,4.100460181779212,18.389693272901454,3.358142590367702e-7,7.581211662547182e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TNRC6B,21,17,147,11.6,No,115,32,4,13,FALSE,NA,NA,NA,NA,147,17,TRUE,tested,3.4782608695652173,40.625,37.14673913043478,17.153846153846153,4.100460181779212,18.389693272901454,3.358142590367702e-7,7.581211662547182e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF804B,107,57,147,38.8,No,115,32,32,25,FALSE,NA,NA,NA,NA,147,57,TRUE,tested,27.82608695652174,78.125,50.298913043478265,8.735384615384616,3.126871225808575,9.102033707372778,3.781233022506038e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
C20ORF203,10,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CDC14C,13,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DRC11L,12,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GRIP2,9,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
IQCM,14,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PADI6,12,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PCDHGB5,10,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PPP4R3C,15,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPANXB1,9,9,147,6.1,No,115,32,0,9,FALSE,NA,NA,NA,NA,147,9,TRUE,tested,0,28.125,28.125,93.38297872340425,6.545087703182006,Inf,4.0765268141848744e-7,7.7340106659322e-5,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
