human_symbol,incidence_n_mutations,incidence_n_altered_samples,incidence_n_profiled_samples,incidence_pct,is_cancer_gene,n_reference_profiled,n_case_profiled,n_reference_mutated,n_case_mutated,is_candidate,candidate_gene_symbols,candidate_gene_labels,candidate_groups,candidate_group,n_total_profiled,n_total_mutated,profile_denominator_matches_incidence,test_status,reference_prevalence_pct,case_prevalence_pct,prevalence_difference_pct,corrected_odds_ratio,corrected_log2_odds_ratio,odds_ratio,p_value,q_value_all_mutated_genes,n_fdr_tests,association_direction,is_significant_candidate,volcano_category,candidate_group_plot
CRNKL1,14,13,147,8.8,No,115,32,12,1,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,10.434782608695652,3.125,-7.309782608695652,0.3942857142857143,-1.3426866550541596,0.2785908472808409,0.29910542025789744,0.4646336779234872,18512,Not significant,FALSE,Not significant,NA
ZNF547,15,13,147,8.8,No,115,32,12,1,FALSE,NA,NA,NA,NA,147,13,TRUE,tested,10.434782608695652,3.125,-7.309782608695652,0.3942857142857143,-1.3426866550541596,0.2785908472808409,0.29910542025789744,0.4646336779234872,18512,Not significant,FALSE,Not significant,NA
PIK3CG,84,54,176,30.7,Yes,115,61,32,22,FALSE,NA,NA,NA,NA,176,54,TRUE,tested,27.82608695652174,36.0655737704918,8.239486813970064,1.4634858812074,0.5494088275981694,1.4598377089877983,0.3036336634143349,0.471628324981219,18512,Not significant,FALSE,Not significant,NA
APPL2,14,14,147,9.5,No,115,32,13,1,FALSE,NA,NA,NA,NA,147,14,TRUE,tested,11.304347826086957,3.125,-8.179347826086957,0.36155202821869487,-1.467724825436783,0.2547415143946885,0.30427052048386766,0.47253824456353677,18512,Not significant,FALSE,Not significant,NA
OR5AR1,15,14,147,9.5,No,115,32,13,1,FALSE,NA,NA,NA,NA,147,14,TRUE,tested,11.304347826086957,3.125,-8.179347826086957,0.36155202821869487,-1.467724825436783,0.2547415143946885,0.30427052048386766,0.47253824456353677,18512,Not significant,FALSE,Not significant,NA
CLCN1,34,27,147,18.4,No,115,32,19,8,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,16.52173913043478,25,8.478260869565219,1.716902145473574,0.7798078155409632,1.6776375280446596,0.30457093750227127,0.4728064733787879,18512,Not significant,FALSE,Not significant,NA
DOCK9,41,27,147,18.4,No,115,32,19,8,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,16.52173913043478,25,8.478260869565219,1.716902145473574,0.7798078155409632,1.6776375280446596,0.30457093750227127,0.4728064733787879,18512,Not significant,FALSE,Not significant,NA
IGSF22,30,27,147,18.4,No,115,32,19,8,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,16.52173913043478,25,8.478260869565219,1.716902145473574,0.7798078155409632,1.6776375280446596,0.30457093750227127,0.4728064733787879,18512,Not significant,FALSE,Not significant,NA
LCOR,38,27,147,18.4,No,115,32,19,8,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,16.52173913043478,25,8.478260869565219,1.716902145473574,0.7798078155409632,1.6776375280446596,0.30457093750227127,0.4728064733787879,18512,Not significant,FALSE,Not significant,NA
NEO1,31,27,147,18.4,No,115,32,19,8,FALSE,NA,NA,NA,NA,147,27,TRUE,tested,16.52173913043478,25,8.478260869565219,1.716902145473574,0.7798078155409632,1.6776375280446596,0.30457093750227127,0.4728064733787879,18512,Not significant,FALSE,Not significant,NA
NRP2,25,19,176,10.8,No,115,61,10,9,FALSE,NA,NA,NA,NA,176,19,TRUE,tested,8.695652173913043,14.754098360655737,6.058446186742694,1.818140589569161,0.8624637617058877,1.810836914881559,0.30669586412886884,0.4760652219313785,18512,Not significant,FALSE,Not significant,NA
ARHGAP26,10,10,176,5.7,Yes,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CTNNA1,10,10,176,5.7,Yes,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
GMPS,10,10,176,5.7,Yes,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
MAN1B1,10,10,176,5.7,No,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
RABEP1,10,10,176,5.7,Yes,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ZBED4,14,10,176,5.7,No,115,61,5,5,FALSE,NA,NA,NA,NA,176,10,TRUE,tested,4.3478260869565215,8.19672131147541,3.8488952245188877,1.9557522123893805,0.9677235969762438,1.9562929385474663,0.3185523911056653,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
AGPS,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
AMOTL1,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ANGPT4,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ATP7A,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
BOC,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
BTBD7,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CA10,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CATSPERT,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CCDC186,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CCR6,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CDCA2,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CEP97,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CHD1L,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CHRNA1,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
COG5,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CPSF2,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
CYP4F22,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
DZIP1,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
E2F7,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ESRRG,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
FOXN1,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
GRIA3,21,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
HAVCR2,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
HIC2,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
HJURP,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
HUNK,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
KCNA2,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
KCNJ4,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
KCNK5,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
KDM3A,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
KDM4A,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
LILRA6,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
LMNTD1,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
MON2,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
MTMR4,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
MUSK,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
MYO1B,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
NFRKB,20,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
NKAIN3,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ODF2,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR10C1,20,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR13A1,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR4K13,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR51Q1,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR5T2,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OR6C1,18,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
OSBPL6,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PGR,19,15,147,10.2,Yes,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PHF2,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PIF1,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PIK3R4,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PLA2G3,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PLA2G4A,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PRDM11,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PRICKLE2,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
PUM1,18,15,147,10.2,Yes,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
QRFPR,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
RAP1GAP,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
RASGRF1,21,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
RB1CC1,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
RBM27,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
SLC13A2,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
SMC4,15,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
SMC6,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ST8SIA3,19,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
SWT1,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
TELO2,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
TINAG,16,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
TPH2,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ZFP64,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
ZNF468,17,15,147,10.2,No,115,32,10,5,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,8.695652173913043,15.625,6.929347826086957,2.0095238095238095,1.0068536710410625,1.9344373233734211,0.31927599477605134,0.49241333127503645,18512,Not significant,FALSE,Not significant,NA
NSD1,45,35,176,19.9,Yes,115,61,20,15,FALSE,NA,NA,NA,NA,176,35,TRUE,tested,17.391304347826086,24.59016393442623,7.198859586600143,1.5528455284552845,0.6349143226965087,1.5449688022326937,0.3211332065554513,0.49523641450804023,18512,Not significant,FALSE,Not significant,NA
ABCA10,33,28,147,19,No,115,32,20,8,FALSE,NA,NA,NA,NA,147,28,TRUE,tested,17.391304347826086,25,7.608695652173914,1.6162269785963166,0.6926298205527962,1.5779897178592643,0.321362506312383,0.4954249431091634,18512,Not significant,FALSE,Not significant,NA
ABCD2,31,28,147,19,No,115,32,20,8,FALSE,NA,NA,NA,NA,147,28,TRUE,tested,17.391304347826086,25,7.608695652173914,1.6162269785963166,0.6926298205527962,1.5779897178592643,0.321362506312383,0.4954249431091634,18512,Not significant,FALSE,Not significant,NA
DISP2,36,28,147,19,No,115,32,20,8,FALSE,NA,NA,NA,NA,147,28,TRUE,tested,17.391304347826086,25,7.608695652173914,1.6162269785963166,0.6926298205527962,1.5779897178592643,0.321362506312383,0.4954249431091634,18512,Not significant,FALSE,Not significant,NA
NUP98,31,28,147,19,Yes,115,32,20,8,FALSE,NA,NA,NA,NA,147,28,TRUE,tested,17.391304347826086,25,7.608695652173914,1.6162269785963166,0.6926298205527962,1.5779897178592643,0.321362506312383,0.4954249431091634,18512,Not significant,FALSE,Not significant,NA
CLTCL1,27,20,176,11.4,Yes,115,61,11,9,FALSE,NA,NA,NA,NA,176,20,TRUE,tested,9.565217391304348,14.754098360655737,5.1888809693513895,1.6443064182194618,0.7174791718013328,1.6316077297408023,0.3249527912021529,0.500834740715532,18512,Not significant,FALSE,Not significant,NA
MMP8,25,20,176,11.4,No,115,61,11,9,FALSE,NA,NA,NA,NA,176,20,TRUE,tested,9.565217391304348,14.754098360655737,5.1888809693513895,1.6443064182194618,0.7174791718013328,1.6316077297408023,0.3249527912021529,0.500834740715532,18512,Not significant,FALSE,Not significant,NA
TNFAIP3,24,20,176,11.4,Yes,115,61,11,9,FALSE,NA,NA,NA,NA,176,20,TRUE,tested,9.565217391304348,14.754098360655737,5.1888809693513895,1.6443064182194618,0.7174791718013328,1.6316077297408023,0.3249527912021529,0.500834740715532,18512,Not significant,FALSE,Not significant,NA
