iteration,n_candidate_genes,median_incidence_pct
656,30,6.1
657,30,4.449999999999999
658,30,8.2
659,30,6.1
660,30,6.1
661,30,4.8
662,30,4.1
663,30,3.75
664,30,4.8
665,30,4.1
666,30,5.1
667,30,6.8
668,30,5.1
669,30,4.8
670,30,3.75
671,30,4.449999999999999
672,30,5.4
673,30,5.75
674,30,5.4
675,30,5.9
676,30,4.449999999999999
677,30,3.4
678,30,7.15
679,30,6.8
680,30,4.449999999999999
681,30,5.75
682,30,4.05
683,30,5.1
684,30,4.449999999999999
685,30,7.85
686,30,4.449999999999999
687,30,5.449999999999999
688,30,4.1
689,30,5.4
690,30,7.5
691,30,5.1
692,30,4.8
693,30,4.1
694,30,5.4
695,30,6.8
696,30,5.75
697,30,4.449999999999999
698,30,3.4
699,30,4.8
700,30,7.85
701,30,3.4
702,30,6.1
703,30,6.449999999999999
704,30,3.75
705,30,4.1
706,30,3.05
707,30,4.449999999999999
708,30,5.4
709,30,6.1
710,30,4.1
711,30,4.8
712,30,5.4
713,30,3.7
714,30,3.4
715,30,5.1
716,30,4.1
717,30,5.75
718,30,4.1
719,30,6.1
720,30,5.75
721,30,3.05
722,30,3.05
723,30,6.449999999999999
724,30,5.1
725,30,6.449999999999999
726,30,6.449999999999999
727,30,4.449999999999999
728,30,4.449999999999999
729,30,4.449999999999999
730,30,5.1
731,30,3.4
732,30,4.1
733,30,6.1
734,30,4.449999999999999
735,30,4.1
736,30,4.8
737,30,4.8
738,30,7.5
739,30,4.1
740,30,3.75
741,30,4.449999999999999
742,30,6.1
743,30,4.1
744,30,5.4
745,30,5.449999999999999
746,30,5.75
747,30,3.4
748,30,5.1
749,30,3.4
750,30,7.5
751,30,4.8
752,30,5.1
753,30,5.4
754,30,6.8
755,30,6.449999999999999
756,30,5.1
757,30,4.1
758,30,4.449999999999999
759,30,5.1
760,30,4.1
761,30,5.449999999999999
762,30,4.75
763,30,4.3
764,30,4.8
765,30,4.449999999999999
766,30,4.449999999999999
767,30,5.75
768,30,5.1
769,30,3.75
770,30,6.1
771,30,4.8
772,30,5.4
773,30,8.5
774,30,2.7
775,30,5.1
776,30,5.1
777,30,5.1
778,30,6.8
779,30,3.7
780,30,6.449999999999999
781,30,3.75
782,30,6.8
783,30,4.8
784,30,5.1
785,30,5.9
786,30,3.75
787,30,5.4
788,30,5.1
789,30,2.7
790,30,6.1
791,30,4.449999999999999
792,30,4.449999999999999
793,30,4.1
794,30,7.15
795,30,3.4
796,30,4.449999999999999
797,30,4.449999999999999
798,30,5.1
799,30,6.1
800,30,5.4
801,30,4.75
802,30,4.1
803,30,4.8
804,30,5.75
805,30,6.449999999999999
806,30,4.1
807,30,5.1
808,30,3.75
809,30,4.8
810,30,4.65
811,30,7.15
812,30,5.4
813,30,5.8
814,30,4.8
815,30,4.449999999999999
816,30,3.4
817,30,4.449999999999999
818,30,6.8
819,30,6.1
820,30,4.75
821,30,4.8
822,30,5.75
823,30,6.8
824,30,5.449999999999999
825,30,4.8
826,30,3.4
827,30,3.75
828,30,4.949999999999999
829,30,4.449999999999999
830,30,4.1
831,30,3.75
832,30,5.1
833,30,4.8
834,30,4.8
835,30,6.1
836,30,4.8
837,30,4.449999999999999
838,30,6.1
839,30,4.8
840,30,4.8
841,30,6.449999999999999
842,30,4.8
843,30,3.75
844,30,4.8
845,30,4.1
846,30,7.5
847,30,5.75
848,30,6.1
849,30,4.449999999999999
850,30,4.1
851,30,4.449999999999999
852,30,5.4
853,30,4.449999999999999
854,30,4.1
855,30,4.1
856,30,5.1
857,30,6.1
858,30,4.8
859,30,4.449999999999999
860,30,6.449999999999999
861,30,4.1
862,30,6.8
863,30,5.75
864,30,5.75
865,30,3.75
866,30,5.75
867,30,5.8
868,30,4.1
869,30,6.1
870,30,3.4
871,30,5.75
872,30,4.449999999999999
873,30,4.8
874,30,5.4
875,30,6.8
876,30,6.1
877,30,3.75
878,30,6.1
879,30,5.75
880,30,6.449999999999999
881,30,4.75
882,30,6.8
883,30,3.05
884,30,6.8
885,30,6.8
886,30,5.8
887,30,6.1
888,30,5.8
889,30,4.8
890,30,4.949999999999999
891,30,7.5
892,30,6.1
893,30,5.75
894,30,6.449999999999999
895,30,3.75
896,30,3.75
897,30,3.75
898,30,6.1
899,30,4.1
900,30,5.1
901,30,5.75
902,30,6.8
903,30,6.8
904,30,7.15
905,30,4.1
906,30,6.449999999999999
907,30,3.4
908,30,4.1
909,30,3.05
910,30,4.449999999999999
911,30,4.1
912,30,4.8
913,30,7.15
914,30,4.1
915,30,2
916,30,4.449999999999999
917,30,6.8
918,30,3.75
919,30,4.8
920,30,3.05
921,30,4.05
922,30,3.75
923,30,5.4
924,30,7.5
925,30,4.449999999999999
926,30,4.1
927,30,4.1
928,30,6.1
929,30,4.05
930,30,4.8
931,30,6.449999999999999
932,30,5.4
933,30,5.4
934,30,4.1
935,30,5.75
936,30,4.3
937,30,3.05
938,30,4.8
939,30,6.1
940,30,4.1
941,30,4.8
942,30,4.449999999999999
943,30,5.1
944,30,4.1
945,30,4.05
946,30,5.75
947,30,4.1
948,30,4.1
949,30,5.1
950,30,4.1
951,30,6.449999999999999
952,30,4.8
953,30,6.449999999999999
954,30,3.75
955,30,5.1
956,30,5.4
957,30,6.1
958,30,5.4
959,30,4.1
960,30,3.4
961,30,6.1
962,30,4.449999999999999
963,30,6.1
964,30,4.449999999999999
965,30,4.1
966,30,4.449999999999999
967,30,4.449999999999999
968,30,5.4
969,30,3.4
970,30,4.449999999999999
971,30,4.449999999999999
972,30,5.75
973,30,6.1
974,30,5.449999999999999
975,30,5.4
976,30,6.1
977,30,4.1
978,30,4.1
979,30,6.1
980,30,6.45
981,30,2
982,30,5.1
983,30,5.75
984,30,5.1
985,30,5.4
986,30,6.1
987,30,4.8
988,30,4.75
989,30,3.75
990,30,4.8
991,30,5.550000000000001
992,30,4.75
993,30,6.1
994,30,4.8
995,30,4.8
996,30,5.4
997,30,6.8
998,30,4.449999999999999
999,30,4.8
1000,30,5.4
1001,30,4.8
1002,30,6.1
1003,30,5.25
1004,30,7.5
1005,30,4.1
1006,30,4.1
1007,30,7.15
1008,30,4.75
1009,30,4.1
1010,30,5.550000000000001
1011,30,7.15
1012,30,5.4
1013,30,4.8
1014,30,5.75
1015,30,3.4
1016,30,3.75
1017,30,4.8
1018,30,3.75
1019,30,5.75
1020,30,5.75
1021,30,3.75
1022,30,6.1
1023,30,5.75
1024,30,4.1
1025,30,4.1
1026,30,5.1
1027,30,5.4
1028,30,4.8
1029,30,6.449999999999999
1030,30,5.1
1031,30,5.4
1032,30,5.75
1033,30,5.4
1034,30,4.1
1035,30,4.1
1036,30,5.4
1037,30,8.2
1038,30,7.4
1039,30,6.8
1040,30,5.1
1041,30,4.449999999999999
1042,30,7.15
1043,30,3.05
1044,30,3.75
1045,30,5.449999999999999
1046,30,6.1
1047,30,6.449999999999999
1048,30,3.75
1049,30,3.05
1050,30,5.1
1051,30,5.4
1052,30,5.75
1053,30,5.1
1054,30,5.449999999999999
1055,30,6.449999999999999
1056,30,4.8
1057,30,4.8
1058,30,4.1
1059,30,4.449999999999999
1060,30,5.1
1061,30,5.1
1062,30,4.1
1063,30,4.8
1064,30,5.449999999999999
1065,30,5.449999999999999
1066,30,4.8
1067,30,7.85
1068,30,4.8
1069,30,5.449999999999999
1070,30,5.4
1071,30,6.8
1072,30,7.15
1073,30,5.1
1074,30,4.449999999999999
1075,30,6.1
1076,30,4.949999999999999
1077,30,5.4
1078,30,6.449999999999999
1079,30,4.1
1080,30,4.449999999999999
1081,30,4.3
1082,30,4.449999999999999
1083,30,4.449999999999999
1084,30,4.1
1085,30,5.4
1086,30,5.449999999999999
1087,30,7.15
1088,30,4.1
1089,30,4.449999999999999
1090,30,4.449999999999999
1091,30,4.8
1092,30,4.1
1093,30,6.25
1094,30,4.8
1095,30,4.1
1096,30,4.1
1097,30,5.1
1098,30,4.8
1099,30,5.75
1100,30,3.75
1101,30,5.1
1102,30,6.449999999999999
1103,30,4.449999999999999
1104,30,5.4
1105,30,4.8
1106,30,4.8
1107,30,4.8
1108,30,4.1
1109,30,3.4
1110,30,5.9
1111,30,4.949999999999999
1112,30,4.449999999999999
1113,30,3.4
1114,30,3.4
1115,30,2.7
1116,30,4.449999999999999
1117,30,6.8
1118,30,5.75
1119,30,3.4
1120,30,4.4
1121,30,5.1
1122,30,5.4
1123,30,4.8
1124,30,4.75
1125,30,4.1
1126,30,5.4
1127,30,6.1
1128,30,5.449999999999999
1129,30,2.7
1130,30,5.75
1131,30,4.8
1132,30,3.05
1133,30,6.1
1134,30,4.1
1135,30,5.4
1136,30,4.449999999999999
1137,30,4.1
1138,30,6.8
1139,30,5.4
1140,30,7.15
1141,30,4.449999999999999
1142,30,5.4
1143,30,4.1
1144,30,4.449999999999999
1145,30,5.1
1146,30,4.65
1147,30,4.449999999999999
1148,30,5.75
1149,30,5.1
1150,30,5.75
1151,30,6.1
1152,30,7.5
1153,30,6.8
1154,30,6.449999999999999
1155,30,4.8
1156,30,4.8
1157,30,4.05
1158,30,5.4
1159,30,4.449999999999999
1160,30,4.1
1161,30,5.1
1162,30,4.75
1163,30,5.4
1164,30,5.75
1165,30,4.8
1166,30,5.1
1167,30,3.4
1168,30,4.8
1169,30,6.1
1170,30,5.75
1171,30,5.75
1172,30,5.75
1173,30,6.8
1174,30,6.1
1175,30,5.449999999999999
1176,30,6.1
1177,30,7.5
1178,30,3.75
1179,30,6.1
1180,30,7.5
1181,30,4.8
1182,30,3.4
1183,30,5.4
1184,30,6.8
1185,30,5.9
1186,30,5.75
1187,30,4.1
1188,30,4.8
1189,30,5.4
1190,30,3.75
1191,30,5.1
1192,30,6.1
1193,30,5.1
1194,30,3.4
1195,30,4.1
1196,30,4.449999999999999
1197,30,5.75
1198,30,3.4
1199,30,4.1
1200,30,4.1
1201,30,4.449999999999999
1202,30,3.75
1203,30,5.75
1204,30,3.4
1205,30,4.1
1206,30,6.1
1207,30,5.75
1208,30,4.8
1209,30,4.8
1210,30,3.4
1211,30,4.8
1212,30,3.75
1213,30,5.75
1214,30,4.1
1215,30,5.4
1216,30,4.449999999999999
1217,30,4.1
1218,30,6.449999999999999
1219,30,6.1
1220,30,7.15
1221,30,4.1
1222,30,6.449999999999999
1223,30,7.15
1224,30,5.1
1225,30,6.449999999999999
1226,30,6.1
1227,30,5.1
1228,30,3.75
1229,30,6.1
1230,30,4.8
1231,30,5.4
1232,30,4.449999999999999
1233,30,4.449999999999999
1234,30,5.1
1235,30,6.449999999999999
1236,30,5.75
1237,30,4.4
1238,30,4.1
1239,30,5.75
1240,30,4.1
1241,30,4.8
1242,30,4.949999999999999
1243,30,8.8
1244,30,6.1
1245,30,4.1
1246,30,4.1
1247,30,5.1
1248,30,3.75
1249,30,4.449999999999999
1250,30,3.4
1251,30,6.1
1252,30,7.15
1253,30,5.4
1254,30,6.1
1255,30,4.1
1256,30,5.4
1257,30,4.1
1258,30,5.1
1259,30,4.1
1260,30,3.4
1261,30,5.4
1262,30,5.1
1263,30,5.4
1264,30,8.2
1265,30,7.5
1266,30,5.75
1267,30,6.449999999999999
1268,30,5.1
1269,30,7.15
1270,30,5.75
1271,30,6.1
1272,30,5.4
1273,30,5.4
1274,30,4.1
1275,30,5.1
1276,30,5.75
1277,30,6.1
1278,30,3.75
1279,30,6.449999999999999
1280,30,5.75
1281,30,4.449999999999999
1282,30,4.75
1283,30,5.1
1284,30,4.8
1285,30,4.1
1286,30,5.1
1287,30,6.1
1288,30,4.8
1289,30,7.5
1290,30,3.4
1291,30,5.75
1292,30,5.4
1293,30,3.75
1294,30,5.1
1295,30,5.449999999999999
1296,30,5.4
1297,30,4.8
1298,30,3.75
1299,30,4.1
1300,30,4.1
1301,30,3.4
1302,30,4.449999999999999
1303,30,5.1
1304,30,5.75
1305,30,4.449999999999999
1306,30,5.4
1307,30,7.15
1308,30,5.4
1309,30,6.1
1310,30,4.8
1311,30,4.449999999999999
1312,30,4.449999999999999
1313,30,4.65
1314,30,4.8
1315,30,4.8
1316,30,6.8
1317,30,4.8
1318,30,7.15
1319,30,4.449999999999999
1320,30,6.449999999999999
1321,30,5.4
1322,30,5.1
1323,30,2.7
1324,30,7.15
1325,30,4.1
1326,30,6.449999999999999
1327,30,6.1
1328,30,7.85
1329,30,5.1
1330,30,4.8
1331,30,6.8
1332,30,5.75
1333,30,5.1
1334,30,6.449999999999999
1335,30,6.8
1336,30,6.1
1337,30,4.1
1338,30,4.8
1339,30,5.1
1340,30,4.75
1341,30,5.1
1342,30,3.05
1343,30,4.8
1344,30,4.8
1345,30,4.75
1346,30,4.449999999999999
1347,30,4.8
1348,30,5.1
1349,30,4.1
1350,30,3.75
1351,30,5.4
1352,30,3.75
1353,30,7.15
1354,30,5.4
1355,30,2.7
1356,30,4.8
1357,30,4.449999999999999
1358,30,4.1
1359,30,4.1
1360,30,5.4
1361,30,3.75
1362,30,4.8
1363,30,4.8
1364,30,5.4
1365,30,6.1
1366,30,4.449999999999999
1367,30,6.55
1368,30,4.1
1369,30,6.1
1370,30,5.75
1371,30,4.1
1372,30,4.8
1373,30,3.75
1374,30,4.449999999999999
1375,30,6.8
1376,30,4.8
1377,30,4.449999999999999
1378,30,4.75
1379,30,4.8
1380,30,4.8
1381,30,6.8
1382,30,6.449999999999999
1383,30,4.8
1384,30,6.449999999999999
1385,30,5.449999999999999
1386,30,5.1
1387,30,4.449999999999999
1388,30,5.4
1389,30,5.75
1390,30,4.8
1391,30,5.75
1392,30,6.8
1393,30,4.1
1394,30,5.1
1395,30,3.75
1396,30,4.1
1397,30,4.449999999999999
1398,30,7.15
1399,30,5.4
1400,30,6.1
1401,30,4.8
1402,30,5.75
1403,30,4.75
1404,30,3.4
1405,30,4.1
1406,30,4.449999999999999
1407,30,4.8
1408,30,3.75
1409,30,5.4
1410,30,6.1
1411,30,4.1
1412,30,3.4
1413,30,4.8
1414,30,5.1
1415,30,4.449999999999999
1416,30,5.4
1417,30,4.75
1418,30,6.1
1419,30,5.4
1420,30,5.75
1421,30,4.8
1422,30,5.75
1423,30,4.8
1424,30,6.449999999999999
1425,30,4.1
1426,30,6.449999999999999
1427,30,4.8
1428,30,7.15
1429,30,4.8
1430,30,4.8
1431,30,6.1
1432,30,3.75
1433,30,3.75
1434,30,4.449999999999999
1435,30,4.449999999999999
1436,30,4.8
1437,30,7.85
1438,30,4.449999999999999
1439,30,5.4
1440,30,4.1
1441,30,4.449999999999999
1442,30,5.4
1443,30,4.449999999999999
1444,30,7.5
1445,30,4.1
1446,30,4.8
1447,30,5.949999999999999
1448,30,5.1
1449,30,5.4
1450,30,6.8
1451,30,4.1
1452,30,5.1
1453,30,6.449999999999999
1454,30,5.4
1455,30,4.449999999999999
1456,30,5.75
1457,30,4.8
1458,30,4.1
1459,30,4.449999999999999
1460,30,4.1
1461,30,4.8
1462,30,5.4
1463,30,4.1
1464,30,3.4
1465,30,5.1
1466,30,8.2
1467,30,6.8
1468,30,5.4
1469,30,6.8
1470,30,4.05
1471,30,4.8
1472,30,4.449999999999999
1473,30,6.8
1474,30,7.5
1475,30,6.449999999999999
1476,30,4.1
1477,30,5.75
1478,30,5.1
1479,30,4.8
1480,30,6.8
1481,30,8.2
1482,30,3.75
1483,30,5.75
1484,30,4.8
1485,30,5.1
1486,30,5.75
1487,30,6.449999999999999
1488,30,5.75
1489,30,6.1
1490,30,6.45
1491,30,5.1
1492,30,6.8
1493,30,3.75
1494,30,6.1
1495,30,4.1
1496,30,6.1
1497,30,4.8
1498,30,6.449999999999999
1499,30,5.1
1500,30,4.8
1501,30,3.05
1502,30,8.2
1503,30,4.449999999999999
1504,30,5.1
1505,30,5.75
1506,30,4.449999999999999
1507,30,6.8
1508,30,6.8
1509,30,5.1
1510,30,4.75
1511,30,4.449999999999999
1512,30,4.8
1513,30,4.8
1514,30,4.1
1515,30,4.4
1516,30,6.449999999999999
1517,30,5.1
1518,30,6.449999999999999
1519,30,6.8
1520,30,4.8
1521,30,5.1
1522,30,6.199999999999999
1523,30,4.4
1524,30,4.75
1525,30,4.449999999999999
1526,30,4.8
1527,30,4.8
1528,30,5.1
1529,30,5.1
1530,30,7.5
1531,30,6.449999999999999
1532,30,6.1
1533,30,3.4
1534,30,3.4
1535,30,4.8
1536,30,3.4
1537,30,5.8
1538,30,5.1
1539,30,6.1
1540,30,3.7
1541,30,6.8
1542,30,5.1
1543,30,4.449999999999999
1544,30,5.4
