iteration,n_candidate_genes,median_incidence_pct
1545,30,5.75
1546,30,4.8
1547,30,4.449999999999999
1548,30,4.8
1549,30,7.5
1550,30,6.45
1551,30,4.1
1552,30,5.9
1553,30,5.75
1554,30,6.449999999999999
1555,30,5.4
1556,30,4.1
1557,30,4.75
1558,30,5.4
1559,30,4.8
1560,30,6.449999999999999
1561,30,4.1
1562,30,4.75
1563,30,3.75
1564,30,6.8
1565,30,5.75
1566,30,4.449999999999999
1567,30,5.4
1568,30,3.75
1569,30,5.1
1570,30,5.1
1571,30,5.1
1572,30,5.4
1573,30,5.1
1574,30,3.75
1575,30,4.8
1576,30,4.449999999999999
1577,30,5.449999999999999
1578,30,3.75
1579,30,6.1
1580,30,5.1
1581,30,4.1
1582,30,4.1
1583,30,3.4
1584,30,7.15
1585,30,5.4
1586,30,6.1
1587,30,4.8
1588,30,5.1
1589,30,6.8
1590,30,4.8
1591,30,4.8
1592,30,6.8
1593,30,5.4
1594,30,5.4
1595,30,4.75
1596,30,6.8
1597,30,4.8
1598,30,5.4
1599,30,6.1
1600,30,4.449999999999999
1601,30,4.449999999999999
1602,30,4.8
1603,30,4.8
1604,30,4.8
1605,30,4.8
1606,30,4.8
1607,30,5.4
1608,30,4.449999999999999
1609,30,6.449999999999999
1610,30,4.75
1611,30,4.1
1612,30,4.75
1613,30,4.1
1614,30,5.1
1615,30,5.449999999999999
1616,30,4.1
1617,30,6.8
1618,30,5.1
1619,30,4.1
1620,30,4.1
1621,30,5.75
1622,30,4.8
1623,30,4.1
1624,30,8.2
1625,30,6.8
1626,30,5.4
1627,30,5.550000000000001
1628,30,8.2
1629,30,4.8
1630,30,5.75
1631,30,5.75
1632,30,3.75
1633,30,3.4
1634,30,3.75
1635,30,4.449999999999999
1636,30,6.55
1637,30,4.8
1638,30,7.85
1639,30,3.75
1640,30,5.75
1641,30,4.449999999999999
1642,30,5.4
1643,30,6.8
1644,30,4.75
1645,30,3.4
1646,30,4.449999999999999
1647,30,4.8
1648,30,4.8
1649,30,4.449999999999999
1650,30,6.1
1651,30,4.8
1652,30,4.1
1653,30,4.8
1654,30,5.1
1655,30,6.1
1656,30,7.15
1657,30,4.449999999999999
1658,30,5.4
1659,30,5.75
1660,30,4.1
1661,30,5.4
1662,30,3.05
1663,30,5.1
1664,30,4.8
1665,30,5.1
1666,30,3.75
1667,30,5.4
1668,30,6.1
1669,30,4.8
1670,30,5.75
1671,30,5.75
1672,30,3.4
1673,30,3.4
1674,30,4.1
1675,30,4.8
1676,30,5.75
1677,30,4.1
1678,30,6.449999999999999
1679,30,5.1
1680,30,6.449999999999999
1681,30,3.4
1682,30,6.8
1683,30,4.8
1684,30,6.449999999999999
1685,30,4.8
1686,30,4.449999999999999
1687,30,4.1
1688,30,4.449999999999999
1689,30,4.8
1690,30,4.8
1691,30,4.1
1692,30,6.1
1693,30,4.449999999999999
1694,30,4.8
1695,30,4.449999999999999
1696,30,3.75
1697,30,4.8
1698,30,3.4
1699,30,5.75
1700,30,4.449999999999999
1701,30,4.1
1702,30,4.1
1703,30,3.75
1704,30,4.8
1705,30,4.1
1706,30,4.8
1707,30,6.1
1708,30,4.1
1709,30,6.1
1710,30,6.1
1711,30,5.4
1712,30,4.8
1713,30,4.1
1714,30,3.75
1715,30,5.4
1716,30,5.75
1717,30,5.75
1718,30,4.8
1719,30,4.449999999999999
1720,30,6.1
1721,30,5.1
1722,30,7.5
1723,30,5.4
1724,30,4.1
1725,30,5.1
1726,30,4.8
1727,30,6.1
1728,30,4.449999999999999
1729,30,6.1
1730,30,4.8
1731,30,5.1
1732,30,5.4
1733,30,4.1
1734,30,4.1
1735,30,3.4
1736,30,6.1
1737,30,5.75
1738,30,4.449999999999999
1739,30,7.85
1740,30,4.1
1741,30,3.05
1742,30,4.449999999999999
1743,30,4.8
1744,30,2.7
1745,30,5.4
1746,30,4.8
1747,30,4.449999999999999
1748,30,4.449999999999999
1749,30,4.449999999999999
1750,30,4.1
1751,30,3.4
1752,30,4.449999999999999
1753,30,4.1
1754,30,4.449999999999999
1755,30,4.449999999999999
1756,30,4.1
1757,30,3.4
1758,30,5.75
1759,30,5.449999999999999
1760,30,5.1
1761,30,5.550000000000001
1762,30,5.25
1763,30,3.75
1764,30,3.75
1765,30,4.1
1766,30,6.8
1767,30,7.5
1768,30,7.1499999999999995
1769,30,5.4
1770,30,6.1
1771,30,3.4
1772,30,5.4
1773,30,3.05
1774,30,6.1
1775,30,6.1
1776,30,5.25
1777,30,4.449999999999999
1778,30,4.1
1779,30,3.4
1780,30,4.449999999999999
1781,30,4.449999999999999
1782,30,2.7
1783,30,5.1
1784,30,4.1
1785,30,7.800000000000001
1786,30,4.8
1787,30,5.75
1788,30,5.1
1789,30,4.8
1790,30,7.15
1791,30,5.1
1792,30,4.8
1793,30,6.449999999999999
1794,30,4.8
1795,30,5.1
1796,30,6.8
1797,30,4.1
1798,30,5.1
1799,30,4.1
1800,30,4.8
1801,30,2.7
1802,30,8.15
1803,30,6.449999999999999
1804,30,5.1
1805,30,5.75
1806,30,4.8
1807,30,6.449999999999999
1808,30,6.8
1809,30,3.4
1810,30,5.1
1811,30,3.4
1812,30,4.449999999999999
1813,30,4.1
1814,30,6.449999999999999
1815,30,5.4
1816,30,3.75
1817,30,6.1
1818,30,3.75
1819,30,3.05
1820,30,4.1
1821,30,7.5
1822,30,4.1
1823,30,4.8
1824,30,6.449999999999999
1825,30,5.4
1826,30,5.75
1827,30,6.1
1828,30,5.9
1829,30,4.8
1830,30,3.4
1831,30,6.1
1832,30,4.1
1833,30,6.8
1834,30,5.75
1835,30,4.449999999999999
1836,30,5.1
1837,30,5.4
1838,30,4.1
1839,30,5.4
1840,30,5.4
1841,30,4.1
1842,30,3.4
1843,30,4.8
1844,30,3.4
1845,30,7.5
1846,30,4.449999999999999
1847,30,3.75
1848,30,6.1
1849,30,4.449999999999999
1850,30,4.1
1851,30,7.85
1852,30,4.449999999999999
1853,30,5.75
1854,30,6.1
1855,30,4.449999999999999
1856,30,7.85
1857,30,5.4
1858,30,7.5
1859,30,5.4
1860,30,7.45
1861,30,6.8
1862,30,5.550000000000001
1863,30,6.1
1864,30,3.05
1865,30,4.8
1866,30,5.4
1867,30,4.449999999999999
1868,30,4.8
1869,30,4.449999999999999
1870,30,5.449999999999999
1871,30,4.1
1872,30,5.75
1873,30,4.8
1874,30,4.1
1875,30,4.1
1876,30,5.1
1877,30,4.449999999999999
1878,30,3.05
1879,30,3.75
1880,30,4.1
1881,30,4.8
1882,30,4.8
1883,30,5.75
1884,30,3.75
1885,30,4.449999999999999
1886,30,6.1
1887,30,5.1
1888,30,4.1
1889,30,4.1
1890,30,6.8
1891,30,5.4
1892,30,5.4
1893,30,5.4
1894,30,7.85
1895,30,6.1
1896,30,5.75
1897,30,5.1
1898,30,4.75
1899,30,3.4
1900,30,5.75
1901,30,3.4
1902,30,6.1
1903,30,4.1
1904,30,5.1
1905,30,4.8
1906,30,4.8
1907,30,5.1
1908,30,5.1
1909,30,5.550000000000001
1910,30,5.75
1911,30,3.05
1912,30,6.1
1913,30,3.4
1914,30,6.1
1915,30,3.75
1916,30,5.4
1917,30,5.75
1918,30,6.1
1919,30,4.1
1920,30,4.75
1921,30,5.4
1922,30,6.8
1923,30,5.4
1924,30,4.449999999999999
1925,30,4.1
1926,30,4.8
1927,30,4.8
1928,30,4.8
1929,30,6.1
1930,30,3.4
1931,30,4.949999999999999
1932,30,5.4
1933,30,4.8
1934,30,4.8
1935,30,5.1
1936,30,4.75
1937,30,5.75
1938,30,5.4
1939,30,7.15
1940,30,4.449999999999999
1941,30,6.8
1942,30,6.1
1943,30,4.8
1944,30,6.8
1945,30,5.1
1946,30,6.1
1947,30,4.8
1948,30,4.1
1949,30,6.8
1950,30,3.75
1951,30,6.8
1952,30,4.8
1953,30,3.4
1954,30,4.1
1955,30,5.1
1956,30,3.75
1957,30,6.8
1958,30,4.1
1959,30,6.449999999999999
1960,30,4.65
1961,30,3.75
1962,30,4.8
1963,30,5.4
1964,30,6.1
1965,30,4.1
1966,30,7.1499999999999995
1967,30,3.05
1968,30,6.1
1969,30,5.1
1970,30,5.4
1971,30,4.1
1972,30,5.75
1973,30,5.85
1974,30,6.1
1975,30,5.75
1976,30,3.4
1977,30,5.75
1978,30,6.449999999999999
1979,30,4.8
1980,30,4.449999999999999
1981,30,5.449999999999999
1982,30,4.8
1983,30,5.4
1984,30,5.4
1985,30,4.8
1986,30,5.4
1987,30,5.75
1988,30,5.4
1989,30,5.449999999999999
1990,30,4.8
1991,30,6.1
1992,30,4.1
1993,30,5.1
1994,30,4.1
1995,30,4.8
1996,30,5.4
1997,30,4.1
1998,30,5.1
1999,30,5.4
2000,30,6.1
2001,30,6.449999999999999
2002,30,5.1
2003,30,6.8
2004,30,6.449999999999999
2005,30,4.8
2006,30,3.75
2007,30,4.449999999999999
2008,30,5.1
2009,30,5.4
2010,30,6.449999999999999
2011,30,4.449999999999999
2012,30,5.75
2013,30,4.1
2014,30,3.75
2015,30,3.75
2016,30,5.4
2017,30,6.8
2018,30,4.449999999999999
2019,30,5.1
2020,30,6.1
2021,30,4.8
2022,30,4.1
2023,30,5.4
2024,30,4.1
2025,30,5.4
2026,30,4.8
2027,30,4.1
2028,30,5.4
2029,30,4.449999999999999
2030,30,4.1
2031,30,6.8
2032,30,3.05
2033,30,5.4
2034,30,6.1
2035,30,5.75
2036,30,5.75
2037,30,5.449999999999999
2038,30,3.75
2039,30,5.1
2040,30,4.1
2041,30,5.75
2042,30,5.4
2043,30,7.5
2044,30,4.8
2045,30,4.8
2046,30,5.75
2047,30,5.75
2048,30,5.1
2049,30,4.449999999999999
2050,30,5.4
2051,30,4.1
2052,30,4.1
2053,30,4.1
2054,30,6.449999999999999
2055,30,4.949999999999999
2056,30,5.4
2057,30,7.15
2058,30,4.449999999999999
2059,30,4.8
2060,30,4.1
2061,30,5.4
2062,30,4.8
2063,30,6.1
2064,30,6.449999999999999
2065,30,5.75
2066,30,4.8
2067,30,5.25
2068,30,4.8
2069,30,4.1
2070,30,4.8
2071,30,5.75
2072,30,4.8
2073,30,4.1
2074,30,5.4
2075,30,5.1
2076,30,6.1
2077,30,6.1
2078,30,4.1
2079,30,4.449999999999999
2080,30,3.75
2081,30,4.1
2082,30,4.449999999999999
2083,30,7.5
2084,30,3.05
2085,30,4.449999999999999
2086,30,4.8
2087,30,3.75
2088,30,5.4
2089,30,3.75
2090,30,6.449999999999999
2091,30,7.5
2092,30,4.1
2093,30,4.1
2094,30,4.449999999999999
2095,30,4.1
2096,30,4.1
2097,30,5.1
2098,30,4.1
2099,30,2.7
2100,30,4.1
2101,30,6.1
2102,30,5.75
2103,30,4.8
2104,30,3.75
2105,30,5.75
2106,30,6.449999999999999
2107,30,3.4
2108,30,6.449999999999999
2109,30,4.8
2110,30,4.1
2111,30,5.1
2112,30,4.1
2113,30,4.1
2114,30,6.1
2115,30,4.449999999999999
2116,30,3.4
2117,30,6.8
2118,30,4.1
2119,30,5.4
2120,30,4.75
2121,30,4.1
2122,30,4.8
2123,30,6.1
2124,30,5.1
2125,30,5.1
2126,30,3.4
2127,30,5.1
2128,30,5.1
2129,30,4.449999999999999
2130,30,4.449999999999999
2131,30,4.449999999999999
2132,30,3.4
2133,30,5.1
2134,30,3.75
2135,30,4.1
2136,30,4.449999999999999
2137,30,4.8
2138,30,5.4
2139,30,5.1
2140,30,3.75
2141,30,5.4
2142,30,4.8
2143,30,4.8
2144,30,5.1
2145,30,5.1
2146,30,6.1
2147,30,6.449999999999999
2148,30,3.05
2149,30,5.4
2150,30,5.4
2151,30,6.1
2152,30,5.75
2153,30,5.1
2154,30,6.1
2155,30,4.8
2156,30,3.75
2157,30,5.4
2158,30,4.449999999999999
2159,30,5.75
2160,30,4.449999999999999
2161,30,6.1
2162,30,6.1
2163,30,6.1
2164,30,4.449999999999999
2165,30,6.8
2166,30,6.1
2167,30,4.1
2168,30,8.15
2169,30,6.1
2170,30,3.75
2171,30,7.15
2172,30,4.1
2173,30,4.1
2174,30,5.75
2175,30,4.8
2176,30,5.75
2177,30,4.1
2178,30,4.1
2179,30,5.75
2180,30,4.8
2181,30,7.5
2182,30,4.949999999999999
2183,30,5.1
2184,30,5.4
2185,30,6.449999999999999
2186,30,4.1
2187,30,4.95
2188,30,4.1
2189,30,5.4
2190,30,5.1
2191,30,4.1
2192,30,5.1
2193,30,4.3
2194,30,5.75
2195,30,5.1
2196,30,3.05
2197,30,4.8
2198,30,5.449999999999999
2199,30,6.8
2200,30,4.1
2201,30,5.4
2202,30,4.1
2203,30,6.8
2204,30,5.1
2205,30,5.4
2206,30,6.1
2207,30,4.449999999999999
2208,30,4.8
2209,30,5.75
2210,30,4.449999999999999
2211,30,3.4
2212,30,5.4
2213,30,5.4
2214,30,4.1
2215,30,6.1
2216,30,4.8
2217,30,6.8
2218,30,3.75
2219,30,4.8
2220,30,2.35
2221,30,4.8
2222,30,6.1
2223,30,4.449999999999999
2224,30,5.75
2225,30,5.25
2226,30,5.4
2227,30,4.449999999999999
2228,30,3.75
2229,30,3.05
2230,30,4.1
2231,30,6.8
2232,30,5.1
2233,30,7.5
2234,30,6.1
2235,30,5.75
2236,30,5.4
2237,30,4.449999999999999
2238,30,4.8
2239,30,6.8
2240,30,5.4
2241,30,7.5
2242,30,5.1
2243,30,3.75
2244,30,4.449999999999999
2245,30,5.75
2246,30,5.1
2247,30,7.15
2248,30,5.4
2249,30,7.5
2250,30,3.75
2251,30,7.85
2252,30,4.1
2253,30,7.85
2254,30,6.449999999999999
2255,30,4.1
2256,30,6.449999999999999
2257,30,5.75
2258,30,2.7
2259,30,3.4
2260,30,5.1
2261,30,4.449999999999999
2262,30,5.4
2263,30,4.949999999999999
2264,30,5.75
2265,30,5.449999999999999
2266,30,4.1
2267,30,4.8
2268,30,4.449999999999999
2269,30,6.8
2270,30,4.1
2271,30,4.449999999999999
2272,30,7.15
2273,30,5.8
2274,30,9.15
2275,30,4.8
2276,30,3.75
2277,30,5.1
2278,30,5.1
2279,30,4.1
2280,30,5.75
2281,30,5.1
2282,30,5.1
2283,30,3.75
2284,30,4.1
2285,30,5.75
2286,30,3.4
2287,30,5.8
2288,30,5.75
2289,30,6.1
2290,30,7.5
2291,30,4.8
2292,30,4.8
2293,30,4.8
2294,30,6.1
2295,30,4.8
2296,30,4.1
2297,30,5.1
2298,30,5.449999999999999
2299,30,3.75
2300,30,7.15
2301,30,3.05
2302,30,5.1
2303,30,4.449999999999999
2304,30,6.1
2305,30,4.1
2306,30,3.05
2307,30,6.1
2308,30,4.449999999999999
2309,30,6.8
2310,30,6.449999999999999
2311,30,7.5
2312,30,4.1
2313,30,5.4
2314,30,5.4
2315,30,4.1
2316,30,6.8
2317,30,4.8
2318,30,2.35
2319,30,9.85
2320,30,5.4
2321,30,6.1
2322,30,4.8
2323,30,4.449999999999999
2324,30,7.5
2325,30,5.4
2326,30,4.1
2327,30,5.1
2328,30,5.25
2329,30,4.449999999999999
2330,30,3.75
2331,30,4.8
2332,30,6.1
2333,30,4.8
2334,30,4.8
2335,30,6.1
2336,30,4.449999999999999
2337,30,4.1
2338,30,6.1
2339,30,7.5
2340,30,4.449999999999999
2341,30,4.1
2342,30,4.8
2343,30,6.449999999999999
2344,30,4.1
2345,30,3.4
2346,30,6.1
2347,30,4.1
2348,30,4.449999999999999
2349,30,5.1
2350,30,5.75
2351,30,6.8
2352,30,4.8
2353,30,3.4
2354,30,5.449999999999999
2355,30,3.75
2356,30,6.1
2357,30,4.8
2358,30,4.8
2359,30,5.4
2360,30,5.4
2361,30,5.1
2362,30,4.8
2363,30,6.1
2364,30,5.4
2365,30,3.4
2366,30,4.8
2367,30,6.1
2368,30,5.4
2369,30,4.8
2370,30,4.1
2371,30,4.449999999999999
2372,30,5.75
2373,30,3.4
2374,30,4.1
2375,30,4.8
2376,30,2.7
2377,30,4.8
2378,30,5.449999999999999
2379,30,6.1
2380,30,4.1
2381,30,5.1
2382,30,7.1499999999999995
2383,30,5.4
2384,30,4.1
2385,30,3.05
2386,30,6.8
2387,30,5.4
2388,30,6.449999999999999
2389,30,6.1
2390,30,7.85
2391,30,5.1
2392,30,4.8
2393,30,5.75
2394,30,4.449999999999999
2395,30,5.550000000000001
2396,30,5.1
2397,30,4.75
2398,30,4.1
2399,30,4.1
2400,30,4.8
2401,30,4.8
2402,30,5.4
2403,30,4.8
2404,30,4.1
2405,30,7.4
2406,30,4.8
2407,30,5.1
2408,30,5.1
2409,30,4.449999999999999
2410,30,4.8
2411,30,4.8
2412,30,4.1
2413,30,5.4
2414,30,4.449999999999999
2415,30,6.1
2416,30,3.75
2417,30,4.8
2418,30,6.1
2419,30,5.4
2420,30,5.4
2421,30,4.1
2422,30,5.1
2423,30,5.75
2424,30,4.8
2425,30,3.75
2426,30,3.4
2427,30,4.1
2428,30,5.4
2429,30,4.449999999999999
2430,30,3.4
2431,30,4.449999999999999
2432,30,4.1
2433,30,4.1
2434,30,5.1
2435,30,5.449999999999999
2436,30,6.449999999999999
2437,30,5.75
2438,30,3.75
2439,30,4.449999999999999
2440,30,5.4
2441,30,4.75
2442,30,6.8
2443,30,4.8
2444,30,4.8
2445,30,4.1
2446,30,5.1
2447,30,5.1
2448,30,4.449999999999999
2449,30,6.1
2450,30,6.449999999999999
2451,30,3.7
2452,30,4.1
2453,30,5.1
2454,30,5.4
2455,30,5.4
2456,30,6.1
2457,30,4.449999999999999
2458,30,5.4
2459,30,3.75
2460,30,4.449999999999999
2461,30,3.4
2462,30,5.75
2463,30,3.05
2464,30,4.8
2465,30,5.4
2466,30,4.65
2467,30,5.8
2468,30,5.75
2469,30,5.1
2470,30,5.1
2471,30,3.75
2472,30,4.8
2473,30,5.4
2474,30,4.449999999999999
2475,30,4.1
2476,30,6.1
2477,30,6.449999999999999
2478,30,4.8
2479,30,4.449999999999999
2480,30,5.75
2481,30,4.449999999999999
2482,30,4.1
2483,30,4.75
2484,30,5.1
2485,30,4.1
2486,30,4.1
2487,30,3.75
2488,30,5.4
2489,30,4.449999999999999
2490,30,5.1
2491,30,4.8
2492,30,4.8
2493,30,6.1
2494,30,4.8
2495,30,4.8
2496,30,4.449999999999999
2497,30,5.449999999999999
2498,30,4.1
2499,30,7.1000000000000005
2500,30,5.4
2501,30,3.75
2502,30,4.1
2503,30,5.4
2504,30,6.449999999999999
2505,30,4.8
2506,30,7.15
2507,30,4.1
2508,30,4.8
2509,30,5.1
2510,30,6.1
2511,30,6.1
2512,30,6.1
2513,30,4.1
2514,30,3.75
2515,30,4.8
2516,30,6.15
2517,30,6.8
2518,30,6.8
2519,30,4.75
2520,30,4.8
2521,30,4.1
2522,30,5.550000000000001
2523,30,4.449999999999999
2524,30,4.1
2525,30,4.449999999999999
2526,30,3.4
2527,30,5.75
2528,30,4.8
2529,30,4.1
2530,30,4.8
2531,30,3.05
2532,30,4.449999999999999
2533,30,4.1
2534,30,4.8
2535,30,3.75
2536,30,7.15
2537,30,5.1
2538,30,4.1
2539,30,4.1
2540,30,7.15
2541,30,4.1
2542,30,3.4
2543,30,5.550000000000001
2544,30,5.1
2545,30,6.449999999999999
2546,30,6.1
2547,30,5.75
2548,30,4.8
2549,30,4.449999999999999
2550,30,4.8
2551,30,5.4
2552,30,4.1
2553,30,4.8
2554,30,4.1
2555,30,7.45
2556,30,5.75
2557,30,3.4
2558,30,5.1
2559,30,3.75
2560,30,3.75
2561,30,4.65
2562,30,6.8
2563,30,5.4
2564,30,5.1
2565,30,5.4
2566,30,5.1
2567,30,5.4
2568,30,4.1
2569,30,4.449999999999999
2570,30,5.4
2571,30,6.449999999999999
2572,30,4.1
2573,30,7.5
2574,30,6.45
2575,30,5.1
2576,30,5.4
2577,30,6.1
2578,30,5.75
2579,30,5.4
2580,30,4.65
2581,30,5.75
2582,30,4.449999999999999
2583,30,6.1
2584,30,4.1
2585,30,4.449999999999999
2586,30,3.75
2587,30,4.449999999999999
2588,30,6.8
2589,30,4.1
2590,30,6.1
2591,30,3.75
2592,30,5.1
2593,30,5.4
2594,30,4.8
2595,30,4.8
2596,30,5.4
2597,30,6.1
2598,30,4.1
2599,30,7.15
2600,30,4.1
2601,30,5.4
2602,30,4.449999999999999
2603,30,5.75
2604,30,4.449999999999999
2605,30,4.449999999999999
2606,30,7.5
2607,30,3.75
2608,30,4.8
2609,30,5.4
2610,30,5.4
2611,30,3.75
2612,30,3.75
2613,30,6.1
2614,30,5.75
2615,30,5.1
2616,30,4.1
2617,30,7.85
2618,30,6.8
2619,30,6.449999999999999
2620,30,5.1
2621,30,3.4
2622,30,4.8
2623,30,3.75
2624,30,5.1
2625,30,5.1
2626,30,5.449999999999999
2627,30,4.8
2628,30,5.1
2629,30,3.4
2630,30,5.75
2631,30,7.15
2632,30,5.1
2633,30,4.1
2634,30,5.1
2635,30,5.1
2636,30,5.1
2637,30,4.75
2638,30,4.1
2639,30,6.8
2640,30,5.75
2641,30,4.1
2642,30,5.449999999999999
2643,30,7.5
2644,30,4.449999999999999
2645,30,3.4
2646,30,4.449999999999999
2647,30,4.75
2648,30,3.75
2649,30,7.85
2650,30,5.1
2651,30,5.8
2652,30,4.8
2653,30,4.8
2654,30,6.1
2655,30,6.449999999999999
2656,30,4.449999999999999
2657,30,7.1499999999999995
2658,30,5.4
2659,30,5.75
2660,30,5.1
2661,30,6.1
2662,30,3.4
2663,30,3.4
2664,30,6.449999999999999
2665,30,4.8
2666,30,2.7
2667,30,5.550000000000001
2668,30,5.75
2669,30,5.75
2670,30,6.1
2671,30,5.1
2672,30,5.75
2673,30,5.4
2674,30,5.1
2675,30,6.1
2676,30,3.75
2677,30,4.1
2678,30,5.4
2679,30,3.75
2680,30,4.1
2681,30,6.1
2682,30,5.75
2683,30,5.1
2684,30,4.449999999999999
2685,30,6.8
2686,30,5.4
2687,30,4.8
2688,30,5.75
2689,30,6.8
2690,30,4.8
2691,30,4.1
2692,30,5.1
2693,30,4.449999999999999
2694,30,5.75
2695,30,4.8
2696,30,3.4
2697,30,5.75
2698,30,4.1
2699,30,6.449999999999999
2700,30,4.8
2701,30,4.8
2702,30,5.1
2703,30,6.1
2704,30,5.4
2705,30,5.1
2706,30,4.449999999999999
2707,30,6.8
2708,30,4.449999999999999
2709,30,5.75
2710,30,6.1
2711,30,4.1
2712,30,4.449999999999999
2713,30,6.1
2714,30,4.8
2715,30,5.4
2716,30,3.75
2717,30,6.8
2718,30,5.449999999999999
2719,30,3.75
2720,30,4.1
2721,30,7.15
2722,30,4.1
2723,30,6.199999999999999
2724,30,5.1
2725,30,5.4
2726,30,4.449999999999999
2727,30,4.8
2728,30,5.1
2729,30,5.550000000000001
2730,30,5.4
2731,30,4.449999999999999
2732,30,5.4
2733,30,5.75
2734,30,4.8
2735,30,5.4
2736,30,6.449999999999999
2737,30,4.1
2738,30,4.8
2739,30,3.75
2740,30,3.05
2741,30,2.7
2742,30,5.1
2743,30,7.15
2744,30,4.8
2745,30,5.4
2746,30,5.1
2747,30,7.1
2748,30,4.1
2749,30,4.449999999999999
2750,30,4.1
2751,30,6.1
2752,30,4.449999999999999
2753,30,4.1
2754,30,4.95
2755,30,4.8
2756,30,6.1
2757,30,5.25
2758,30,7.15
2759,30,5.1
2760,30,3.4
2761,30,5.75
2762,30,4.1
2763,30,5.75
2764,30,4.449999999999999
2765,30,6.1
2766,30,4.8
2767,30,5.4
2768,30,5.75
2769,30,4.8
2770,30,4.75
2771,30,5.1
2772,30,5.1
2773,30,6.1
2774,30,4.8
2775,30,4.1
2776,30,4.1
2777,30,6.449999999999999
2778,30,6.449999999999999
2779,30,4.8
2780,30,4.8
2781,30,4.1
2782,30,4.1
2783,30,6.1
2784,30,6.449999999999999
2785,30,4.1
2786,30,3.05
2787,30,4.1
2788,30,4.8
2789,30,4.8
2790,30,6.1
2791,30,4.8
2792,30,4.1
2793,30,5.4
2794,30,5.4
2795,30,7.85
2796,30,3.05
2797,30,5.4
2798,30,5.4
2799,30,6.8
2800,30,4.1
2801,30,3.4
2802,30,4.449999999999999
2803,30,4.1
2804,30,3.4
2805,30,4.449999999999999
2806,30,5.4
2807,30,6.8
2808,30,5.1
2809,30,5.4
2810,30,4.8
2811,30,4.449999999999999
2812,30,4.8
2813,30,4.8
2814,30,5.4
2815,30,4.8
2816,30,6.1
2817,30,5.449999999999999
2818,30,5.75
2819,30,5.4
2820,30,7.5
2821,30,4.65
2822,30,5.1
2823,30,4.449999999999999
2824,30,5.75
2825,30,4.8
2826,30,5.75
2827,30,5.4
2828,30,4.8
2829,30,8.8
2830,30,4.8
2831,30,3.75
2832,30,3.4
2833,30,4.65
2834,30,5.8
2835,30,6.1
2836,30,5.1
2837,30,5.4
2838,30,4.1
2839,30,4.8
2840,30,3.05
2841,30,7.15
2842,30,4.1
2843,30,3.75
2844,30,5.4
2845,30,6.1
2846,30,7.5
2847,30,6.1
2848,30,5.1
2849,30,3.75
2850,30,6.8
2851,30,4.8
2852,30,4.1
2853,30,3.05
2854,30,5.1
2855,30,3.4
2856,30,4.8
2857,30,4.449999999999999
2858,30,5.75
2859,30,4.8
2860,30,5.4
2861,30,5.4
2862,30,4.8
2863,30,3.75
2864,30,5.4
2865,30,5.1
2866,30,5.4
2867,30,3.75
2868,30,5.75
2869,30,6.8
2870,30,4.8
2871,30,4.1
2872,30,4.449999999999999
2873,30,4.449999999999999
2874,30,5.4
2875,30,6.8
2876,30,3.4
2877,30,5.75
2878,30,5.75
2879,30,4.8
2880,30,6.1
2881,30,5.1
2882,30,4.8
2883,30,5.449999999999999
2884,30,3.75
2885,30,5.1
2886,30,5.4
2887,30,4.8
2888,30,6.1
2889,30,5.1
2890,30,5.75
2891,30,4.449999999999999
2892,30,5.75
2893,30,5.449999999999999
2894,30,4.1
2895,30,4.8
2896,30,7.15
2897,30,6.1
2898,30,3.4
2899,30,4.1
2900,30,5.75
2901,30,5.75
2902,30,4.449999999999999
2903,30,3.4
2904,30,4.1
2905,30,7.5
2906,30,4.1
2907,30,5.9
2908,30,4.8
2909,30,5.1
2910,30,4.1
2911,30,6.449999999999999
2912,30,6.8
2913,30,3.75
2914,30,6.449999999999999
2915,30,6.8
2916,30,4.1
2917,30,4.8
2918,30,5.25
2919,30,6.449999999999999
2920,30,5.1
2921,30,4.1
2922,30,4.8
2923,30,6.449999999999999
2924,30,7.5
2925,30,4.1
2926,30,5.1
2927,30,4.449999999999999
2928,30,5.75
2929,30,3.4
2930,30,4.8
2931,30,3.75
2932,30,5.75
2933,30,5.1
2934,30,6.449999999999999
2935,30,3.4
2936,30,4.449999999999999
2937,30,5.4
2938,30,5.1
2939,30,4.1
2940,30,6.8
2941,30,3.4
2942,30,8.2
2943,30,5.1
2944,30,5.4
2945,30,3.4
2946,30,4.8
2947,30,5.1
2948,30,4.8
2949,30,7.5
2950,30,3.75
2951,30,6.449999999999999
2952,30,3.4
2953,30,4.1
2954,30,5.1
2955,30,5.449999999999999
2956,30,5.4
2957,30,4.8
2958,30,7.800000000000001
2959,30,4.449999999999999
2960,30,4.1
2961,30,4.8
2962,30,4.8
2963,30,5.550000000000001
2964,30,5.75
2965,30,5.75
2966,30,4.8
2967,30,4.8
2968,30,4.65
2969,30,4.8
2970,30,3.05
2971,30,6.449999999999999
2972,30,6.449999999999999
2973,30,4.449999999999999
2974,30,2.7
2975,30,4.1
2976,30,6.1
2977,30,4.449999999999999
2978,30,4.75
2979,30,6.1
2980,30,3.05
2981,30,4.8
2982,30,4.449999999999999
2983,30,4.8
2984,30,5.4
2985,30,6.449999999999999
2986,30,3.4
2987,30,3.4
2988,30,3.4
2989,30,4.8
2990,30,4.449999999999999
2991,30,5.4
2992,30,4.1
2993,30,5.449999999999999
2994,30,4.1
2995,30,4.1
2996,30,4.1
