human_symbol,n_mutations,n_altered_samples,n_profiled_samples,incidence_pct,is_cancer_gene
GOLGA6L1,2,2,147,1.4,No
GOLGA8F,2,2,147,1.4,No
GOLGA8H,2,2,147,1.4,No
GOLGA8R,2,2,147,1.4,No
GON7,2,2,147,1.4,No
GPKOW,2,2,147,1.4,No
GPM6B,2,2,147,1.4,No
GPN1,2,2,147,1.4,No
GPN2,2,2,147,1.4,No
GPR22,2,2,147,1.4,No
GPR3,2,2,147,1.4,No
GPR42,2,2,147,1.4,No
GPR82,2,2,147,1.4,No
GPR88,2,2,147,1.4,No
GPX2,2,2,147,1.4,No
GRAP,2,2,147,1.4,No
GRP,2,2,147,1.4,No
GSC,2,2,147,1.4,No
GSPT1,2,2,147,1.4,No
GSTM2,2,2,147,1.4,No
GSTO2,2,2,147,1.4,No
GSTP1,2,2,176,1.1,Yes
GSTT4,2,2,147,1.4,No
GSX1,2,2,147,1.4,No
GTF2A1,2,2,147,1.4,No
GTPBP6,2,2,147,1.4,No
GUCA2B,2,2,147,1.4,No
GUK1,2,2,147,1.4,No
GYPB,2,2,147,1.4,No
H1-10,2,2,147,1.4,No
H1-3,2,2,147,1.4,Yes
H1-5,2,2,147,1.4,Yes
H2AC11,2,2,147,1.4,Yes
H2AC16,2,2,147,1.4,Yes
H2AC17,2,2,147,1.4,Yes
H2AC25,2,2,147,1.4,No
H2AL3,2,2,147,1.4,No
H2AP,2,2,147,1.4,No
H2AX,2,2,147,1.4,No
H2AZ1,2,2,147,1.4,No
H2BC12,2,2,147,1.4,Yes
H2BC5,2,2,147,1.4,Yes
H3-7,2,1,147,0.7,No
H3C1,2,2,147,1.4,Yes
H3C6,2,2,147,1.4,Yes
H3Y2,2,2,147,1.4,No
H4C3,2,2,147,1.4,No
HACL1,2,2,147,1.4,No
HAGHL,2,2,147,1.4,No
HAND2,2,2,147,1.4,No
HAUS2,2,2,147,1.4,No
HAUS4,2,2,147,1.4,No
HBM,2,2,147,1.4,No
HCCS,2,2,147,1.4,No
HDGFL3,2,2,147,1.4,No
HES3,2,2,147,1.4,No
HES5,2,2,147,1.4,No
HES6,2,2,147,1.4,No
HEY1,2,2,147,1.4,Yes
HGH1,2,1,147,0.7,No
HIGD2B,2,2,147,1.4,No
HIKESHI,2,2,147,1.4,No
HILPDA,2,2,147,1.4,No
HINT2,2,2,147,1.4,No
HLA-DRB5,2,2,147,1.4,No
HLA-E,2,2,147,1.4,No
HMGA2-AS1,2,1,147,0.7,No
HMGN2,2,2,147,1.4,No
HMHB1,2,2,147,1.4,No
HMOX1,2,2,147,1.4,No
HMX1,2,2,147,1.4,No
HNRNPA1L2,2,2,147,1.4,No
HNRNPA3,2,2,147,1.4,No
HNRNPAB,2,2,147,1.4,No
HNRNPDL,2,2,147,1.4,No
HNRNPH3,2,2,147,1.4,No
HNRNPR,2,2,147,1.4,No
HORMAD2,2,2,147,1.4,No
HOXA7,2,2,147,1.4,No
HOXB6,2,2,147,1.4,No
HOXC5,2,2,147,1.4,No
HOXD12,2,2,147,1.4,No
HPF1,2,2,147,1.4,No
HSCB,2,2,147,1.4,No
HSD17B7,2,2,147,1.4,No
HSD17B8,2,2,147,1.4,No
HSF2,2,2,147,1.4,No
HSF2BP,2,2,147,1.4,No
HSF4,2,2,147,1.4,No
HSFX4,2,2,147,1.4,No
HSPB1,2,2,147,1.4,No
HSPB3,2,2,147,1.4,No
HYCC2,2,2,147,1.4,No
IBA57,2,2,147,1.4,No
ICMT,2,2,147,1.4,No
ID2,2,2,147,1.4,No
ID4,2,2,147,1.4,No
IFI30,2,2,147,1.4,No
IFITM10,2,1,147,0.7,No
IFNA13,2,2,147,1.4,No
IFNA8,2,2,147,1.4,No
IFNK,2,2,147,1.4,No
IFT22,2,2,147,1.4,No
IGFBP2,2,2,147,1.4,No
IGFL2,2,2,147,1.4,No
IGFLR1,2,2,147,1.4,No
IGLL1,2,1,147,0.7,No
IL10,2,2,147,1.4,Yes
IL13RA1,2,2,147,1.4,No
IL17C,2,2,147,1.4,No
IL18,2,1,147,0.7,No
IL34,2,2,147,1.4,No
IL5,2,2,147,1.4,No
IL7,2,2,147,1.4,No
ILK,2,2,147,1.4,No
INAFM2,2,1,147,0.7,No
INCA1,2,2,147,1.4,No
INMT-MINDY4,2,2,147,1.4,No
IRAK1BP1,2,2,147,1.4,No
ISG20,2,2,147,1.4,No
ITM2B,2,2,147,1.4,No
ITPKA,2,2,147,1.4,No
IZUMO2,2,2,147,1.4,No
JAM3,2,2,147,1.4,No
JOSD2,2,2,147,1.4,No
JPT1,2,2,147,1.4,No
JRKL,2,2,147,1.4,No
KBTBD11,2,2,147,1.4,No
KCNE3,2,2,147,1.4,No
KCNJ5-AS1,2,2,147,1.4,No
KCNK12,2,2,147,1.4,No
KCNMB4,2,2,147,1.4,No
KCTD15,2,2,147,1.4,No
KDELR3,2,2,147,1.4,No
KHDC1L,2,2,147,1.4,No
KIZ,2,2,147,1.4,No
KLF2,2,2,147,1.4,Yes
KLF6,2,2,176,1.1,Yes
KLF9,2,2,147,1.4,No
KLHDC2,2,2,147,1.4,No
KLK1,2,2,147,1.4,No
KPNA4,2,2,147,1.4,No
KRABD1,2,2,147,1.4,No
KRABD4,2,2,147,1.4,No
KRT31,2,2,147,1.4,No
KRTAP10-11,2,2,147,1.4,No
KRTAP12-2,2,2,147,1.4,No
KRTAP12-3,2,2,147,1.4,No
KRTAP19-7,2,2,147,1.4,No
KRTAP2-4,2,2,147,1.4,No
KRTAP20-2,2,2,147,1.4,No
KRTAP20-3,2,2,147,1.4,No
KRTAP21-2,2,2,147,1.4,No
KRTAP25-1,2,2,147,1.4,No
KRTAP27-1,2,2,147,1.4,No
KRTAP29-1,2,2,147,1.4,No
KRTAP4-11,2,2,147,1.4,No
KRTAP4-2,2,2,147,1.4,No
KRTAP4-8,2,2,147,1.4,No
KRTAP4-9,2,2,147,1.4,No
KRTAP5-7,2,2,147,1.4,No
KRTAP7-1,2,2,147,1.4,No
KRTAP8-1,2,2,147,1.4,No
LACRT,2,2,147,1.4,No
LACTB2,2,2,147,1.4,No
LALBA,2,2,147,1.4,No
LAMTOR3,2,2,147,1.4,No
LAMTOR4,2,2,147,1.4,No
LANCL3,2,2,147,1.4,No
LAPTM4A,2,2,147,1.4,No
LAPTM4B,2,2,147,1.4,No
LBH,2,2,147,1.4,No
LBHD2,2,2,147,1.4,No
LBX1,2,2,147,1.4,No
LCE3C,2,2,147,1.4,No
LEAP2,2,2,147,1.4,No
LENG9,2,2,147,1.4,No
LEPROT,2,2,147,1.4,No
LEPROTL1,2,2,147,1.4,No
LHB,2,2,147,1.4,No
LHFPL4,2,2,147,1.4,No
LIME1,2,2,147,1.4,No
LINC01547,2,2,147,1.4,No
LINC01555,2,2,147,1.4,No
LINC01599,2,2,147,1.4,No
LINC01600,2,2,147,1.4,No
LINC02901,2,2,147,1.4,No
LINC02908,2,2,147,1.4,No
LINC03042,2,2,147,1.4,No
LIPT1,2,2,147,1.4,No
LITAF,2,2,147,1.4,No
LLCFC1,2,2,147,1.4,No
LMO2,2,2,147,1.4,Yes
LPCAT3,2,2,147,1.4,No
LRRC10B,2,2,147,1.4,No
LRRC55,2,2,147,1.4,No
LRRC73,2,2,147,1.4,No
LST1,2,2,147,1.4,No
LTAP1,2,2,147,1.4,No
LUC7L2,2,2,147,1.4,No
LY6G5B,2,2,147,1.4,No
LY6G5C,2,2,147,1.4,No
LY6G6D,2,2,147,1.4,No
LY6L,2,2,147,1.4,No
LY96,2,2,147,1.4,No
LYG1,2,2,147,1.4,No
LYL1,2,2,147,1.4,Yes
LYSMD1,2,2,147,1.4,No
LYSMD4,2,2,147,1.4,No
MACROH2A2,2,2,147,1.4,No
MAGEF1,2,2,147,1.4,No
MAGIX,2,2,147,1.4,No
MAGOHB,2,2,147,1.4,No
MAIP1,2,2,147,1.4,No
MANEA,2,2,147,1.4,No
MAPK12,2,2,147,1.4,No
MARCHF3,2,2,147,1.4,No
MARCHF8,2,2,147,1.4,No
MBD3L5,2,2,147,1.4,No
MBLAC1,2,2,147,1.4,No
MBOAT4,2,2,147,1.4,No
MCUR1,2,2,147,1.4,No
MEAF6,2,2,147,1.4,No
MED19,2,2,147,1.4,No
MED8,2,2,147,1.4,No
MED9,2,2,147,1.4,No
MEMO1,2,2,147,1.4,No
MESD,2,2,147,1.4,No
METTL1,2,2,147,1.4,No
METTL18,2,2,147,1.4,No
METTL23,2,2,147,1.4,No
METTL26,2,2,147,1.4,No
METTL5,2,2,147,1.4,No
MFAP3,2,2,147,1.4,No
MFSD12,2,2,147,1.4,No
MGP,2,2,147,1.4,No
MGST2,2,2,147,1.4,No
MGST3,2,2,147,1.4,No
MICA,2,2,147,1.4,No
MICOS13,2,2,147,1.4,No
MID1,2,2,147,1.4,No
MIF,2,2,147,1.4,No
MIF4GD,2,2,147,1.4,No
MINDY1,2,2,147,1.4,No
MIR3667HG,2,2,147,1.4,No
MIR662,2,2,147,1.4,No
MIRLET7A2,2,2,147,1.4,No
MITD1,2,2,147,1.4,No
MKRN2,2,2,147,1.4,No
MMAB,2,2,147,1.4,No
MMD,2,2,147,1.4,No
MMP23B,2,2,147,1.4,No
MOB3A,2,2,147,1.4,No
MOCS2,2,2,147,1.4,No
MORN2,2,2,147,1.4,No
MOSPD1,2,2,147,1.4,No
MPDU1,2,2,147,1.4,No
MPHOSPH6,2,2,147,1.4,No
MPV17L2,2,2,147,1.4,No
MPZL2,2,2,147,1.4,No
MPZL3,2,2,147,1.4,No
MRM2,2,2,147,1.4,No
MRPL13,2,2,147,1.4,No
MRPL2,2,2,147,1.4,No
MRPL20,2,2,147,1.4,No
MRPL24,2,2,147,1.4,No
MRPL36,2,2,147,1.4,No
MRPL38,2,2,147,1.4,No
MRPL39,2,2,147,1.4,No
MRPL40,2,2,147,1.4,No
MRPL53,2,2,147,1.4,No
MRPS10,2,2,147,1.4,No
MRPS17,2,2,147,1.4,No
MRPS21,2,2,147,1.4,No
MRPS22,2,2,147,1.4,No
MRPS23,2,2,147,1.4,No
MRPS27,2,2,147,1.4,No
MRRF,2,2,147,1.4,No
MSANTD4,2,2,147,1.4,No
MSGN1,2,2,147,1.4,No
MSMO1,2,2,147,1.4,No
MT1H,2,2,147,1.4,No
MT1HL1,2,2,147,1.4,No
MTARC2,2,1,147,0.7,No
MTCH1,2,2,147,1.4,No
MTHFS,2,2,147,1.4,No
MTPN,2,2,147,1.4,No
MTRNR2L1,2,2,147,1.4,No
MTX2,2,2,147,1.4,No
MUSTN1,2,2,147,1.4,No
MXD1,2,2,147,1.4,No
MXI1,2,2,147,1.4,No
MXRA7,2,2,147,1.4,No
MYCBP,2,2,147,1.4,No
MYL12A,2,2,147,1.4,No
MYL12B,2,2,147,1.4,No
MYL4,2,2,147,1.4,No
MYL6,2,2,147,1.4,No
MYL6B,2,2,147,1.4,No
MZT2A,2,2,147,1.4,No
NAA10,2,2,147,1.4,No
NAA16,2,2,147,1.4,No
NAA30,2,2,147,1.4,No
NAA60,2,2,147,1.4,No
NABP1,2,2,147,1.4,No
NAMPTP1,2,2,147,1.4,No
NANOGP8,2,1,147,0.7,No
NAP1L4,2,2,147,1.4,No
NAP1L5,2,2,147,1.4,No
NAPA,2,2,147,1.4,No
NAPG,2,2,147,1.4,No
NAT14,2,2,147,1.4,No
NAT8L,2,2,147,1.4,No
NAXE,2,2,147,1.4,No
NBPF14,2,2,147,1.4,No
NBPF20,2,2,147,1.4,No
NDP,2,2,147,1.4,No
NDRG1,2,2,147,1.4,Yes
NDUFAF4,2,2,147,1.4,No
NDUFAF6,2,2,147,1.4,No
NDUFB10,2,2,147,1.4,No
NDUFB9,2,2,147,1.4,No
NDUFS5,2,1,147,0.7,No
NEUROG1,2,2,147,1.4,No
NFKBIA,2,2,176,1.1,Yes
NGB,2,2,147,1.4,No
NINJ2,2,2,147,1.4,No
NIPSNAP1,2,2,147,1.4,No
NIPSNAP3A,2,2,147,1.4,No
NIT1,2,2,147,1.4,No
NKRF,2,2,147,1.4,No
NKX3-2,2,2,147,1.4,No
NLRP2B,2,2,147,1.4,No
NMRAL1,2,2,147,1.4,No
NOL3,2,2,147,1.4,No
NOL7,2,2,147,1.4,No
NOMO2,2,2,147,1.4,No
NONO,2,2,147,1.4,Yes
NPIPB11,2,2,147,1.4,No
NPW,2,2,147,1.4,No
NQO2,2,1,147,0.7,No
NR1I3,2,2,147,1.4,No
NR2C2AP,2,2,147,1.4,No
NR2F6,2,2,147,1.4,No
NRIP3,2,2,147,1.4,No
NRN1,2,2,147,1.4,No
NSDHL,2,2,147,1.4,No
NSG1,2,2,147,1.4,No
NUDCD3,2,2,147,1.4,No
NUDT10,2,2,147,1.4,No
NUDT15,2,2,147,1.4,No
NUDT18,2,2,147,1.4,No
NUDT19,2,2,147,1.4,No
NUDT22,2,2,147,1.4,No
NUDT4,2,2,147,1.4,No
NUP42,2,1,147,0.7,No
NUTF2,2,2,147,1.4,No
NXF2,2,2,147,1.4,No
NXF5,2,2,147,1.4,No
NXNL2,2,2,147,1.4,No
OAF,2,2,147,1.4,No
OAT,2,2,147,1.4,No
OCIAD1,2,2,147,1.4,No
OCIAD2,2,2,147,1.4,No
ODAD4,2,2,147,1.4,No
OLIG1,2,2,147,1.4,No
OPN1LW,2,2,147,1.4,No
OR1R1,2,2,147,1.4,No
OR2T35,2,2,147,1.4,No
OR4M2B,2,2,147,1.4,No
OR4N4,2,2,147,1.4,No
OR51C1,2,2,147,1.4,No
OSCP1,2,2,147,1.4,No
OSGEPL1,2,2,147,1.4,No
OSTN,2,2,147,1.4,No
OTC,2,2,147,1.4,No
OTOS,2,2,147,1.4,No
OTUD1,2,2,147,1.4,No
OVCA2,2,2,147,1.4,No
OVOL2,2,2,147,1.4,No
OVOL3,2,2,147,1.4,No
OXLD1,2,2,147,1.4,No
OXT,2,2,147,1.4,No
P2RX2,2,2,147,1.4,No
P2RY13,2,2,147,1.4,No
PA2G4,2,2,147,1.4,No
PACRGL,2,2,147,1.4,No
PAGE2,2,2,147,1.4,No
PAGE5,2,2,147,1.4,No
PAIP1,2,2,147,1.4,No
PAIP2B,2,2,147,1.4,No
PARD6G,2,2,147,1.4,No
PBLD,2,2,147,1.4,No
PBOV1,2,2,147,1.4,No
PCGF3,2,2,147,1.4,No
PCNA,2,2,147,1.4,No
PCNP,2,2,147,1.4,No
PCP4,2,2,147,1.4,No
PDAP1,2,2,147,1.4,No
PDCD2,2,2,147,1.4,No
PDCD6-AHRR,2,2,147,1.4,No
PDE6H,2,2,147,1.4,No
PDGFA,2,2,147,1.4,No
PDHB,2,2,147,1.4,No
PDIA3,2,2,147,1.4,No
PDK2,2,2,147,1.4,No
PDRG1,2,2,147,1.4,No
PELO,2,2,147,1.4,No
PEX11B,2,2,147,1.4,No
PFDN2,2,2,147,1.4,No
PFN2,2,2,147,1.4,No
PGAM4,2,2,147,1.4,No
PGF,2,2,147,1.4,No
PHB2,2,2,147,1.4,No
PHLDA1,2,2,147,1.4,No
PHOX2A,2,2,147,1.4,No
PHYKPL,2,2,147,1.4,No
PI4K2A,2,2,147,1.4,No
PIGB,2,2,147,1.4,No
PIGF,2,2,147,1.4,No
PIGH,2,2,147,1.4,No
PIGP,2,2,147,1.4,No
PIGZ,2,2,147,1.4,No
PIK3IP1,2,2,147,1.4,No
PIMREG,2,2,147,1.4,No
PIP,2,2,147,1.4,No
PIRT,2,2,147,1.4,No
PITX1,2,2,147,1.4,No
PITX2,2,2,147,1.4,No
PITX3,2,2,147,1.4,No
PLA2G2C,2,2,147,1.4,No
PLA2G2E,2,2,147,1.4,No
PLA2G2F,2,2,147,1.4,No
PLAC1,2,2,147,1.4,No
PLAC8L1,2,2,147,1.4,No
PLAC9,2,2,147,1.4,No
PLAU,2,2,147,1.4,No
PLPP2,2,2,147,1.4,No
PLSCR4,2,2,147,1.4,No
PMIS2,2,2,147,1.4,No
PMM1,2,2,147,1.4,No
PMP22,2,2,147,1.4,No
PMVK,2,2,147,1.4,No
PNMA8C,2,2,147,1.4,No
PNPLA4,2,1,147,0.7,No
PNRC1,2,2,176,1.1,Yes
POLE4,2,2,147,1.4,No
POLR1D,2,2,147,1.4,No
POLR2C,2,2,147,1.4,No
POLR2D,2,2,147,1.4,No
POLR2E,2,2,147,1.4,No
POLR3F,2,2,147,1.4,No
POLR3G,2,2,147,1.4,No
POLR3K,2,2,147,1.4,No
POMC,2,2,147,1.4,No
POTEI,2,2,147,1.4,No
POU3F1,2,1,147,0.7,No
POU3F3,2,2,147,1.4,No
POU4F1,2,2,147,1.4,No
PP2D1,2,2,147,1.4,No
PPAN,2,2,147,1.4,No
PPIAL4A,2,2,147,1.4,No
PPIC,2,2,147,1.4,No
PPIF,2,2,147,1.4,No
PPP1R14A,2,2,147,1.4,No
PPP1R8,2,2,147,1.4,No
PPP5D1P,2,2,147,1.4,No
PRAC2,2,2,147,1.4,No
PRADC1,2,2,147,1.4,No
PRAMEF16,2,2,147,1.4,No
PRAMEF7,2,2,147,1.4,No
PRDX1,2,2,147,1.4,No
PRDX3,2,2,147,1.4,No
PRDX5,2,2,147,1.4,No
PRELID1,2,2,147,1.4,No
PRICKLE4,2,2,147,1.4,No
PRKAB2,2,2,147,1.4,No
PROCA1,2,2,147,1.4,No
PROCR,2,2,147,1.4,No
PROK2,2,2,147,1.4,No
PRPF18,2,2,147,1.4,No
PRPH,2,2,147,1.4,No
PRPS1,2,2,147,1.4,No
PRR15,2,2,147,1.4,No
PRR5-ARHGAP8,2,2,147,1.4,No
PRRG1,2,2,147,1.4,No
PRSS42P,2,2,147,1.4,No
PRSS8,2,2,147,1.4,Yes
PRTFDC1,2,2,147,1.4,No
PSMA1,2,2,147,1.4,No
PSMA2,2,2,147,1.4,No
PSMA3,2,2,147,1.4,No
PSMB10,2,2,147,1.4,No
PSMB8,2,2,147,1.4,No
PSMB9,2,2,147,1.4,No
PSMD10,2,2,147,1.4,No
PSMD13,2,2,147,1.4,No
PSMD7,2,2,147,1.4,No
PSMD9,2,2,147,1.4,No
PSME2,2,2,147,1.4,No
PSTK,2,2,147,1.4,No
PTDSS1,2,2,147,1.4,No
PTGES3L-AARSD1,2,2,147,1.4,No
PTMA,2,2,147,1.4,No
PTP4A2,2,2,147,1.4,No
PTRH1,2,2,147,1.4,No
PTRH2,2,2,147,1.4,No
PUM3,2,2,147,1.4,No
PURA,2,2,147,1.4,No
PXMP2,2,2,147,1.4,No
PYCR2,2,2,147,1.4,No
PYGB,2,2,147,1.4,No
PYM1,2,2,147,1.4,No
QPCTL,2,2,147,1.4,No
RAB13,2,2,147,1.4,No
RAB18,2,2,147,1.4,No
RAB1B,2,2,147,1.4,No
RAB34,2,2,147,1.4,No
RAB38,2,2,147,1.4,No
RAB3D,2,2,147,1.4,No
RAB5A,2,2,147,1.4,No
RAB5B,2,2,147,1.4,No
RAB6A,2,2,147,1.4,No
RAB6C,2,2,147,1.4,No
RAB7A,2,2,147,1.4,No
RAB7B,2,2,147,1.4,No
RAB9A,2,2,147,1.4,No
RABAC1,2,1,147,0.7,No
RABL2A,2,2,147,1.4,No
RABL2B,2,2,147,1.4,No
RAD18,2,2,147,1.4,No
RAET1E,2,2,147,1.4,No
RALY,2,2,147,1.4,No
RAMAC,2,2,147,1.4,No
RAMP1,2,2,147,1.4,No
RANBP9,2,2,147,1.4,No
RAP2A,2,2,147,1.4,No
RAPGEF5,2,2,147,1.4,No
RASSF5,2,2,147,1.4,No
RBBP7,2,2,147,1.4,No
RBBP9,2,2,147,1.4,No
RBP7,2,2,147,1.4,No
RCAN1,2,2,147,1.4,No
REX1BD,2,2,147,1.4,No
RFFL,2,2,147,1.4,No
RFPL3S,2,2,147,1.4,No
RGPD2,2,2,147,1.4,No
RGS2,2,2,147,1.4,No
RHBDL2,2,2,147,1.4,No
RHEB,2,2,147,1.4,Yes
RHEX,2,2,147,1.4,No
RHNO1,2,2,147,1.4,No
RHOG,2,2,147,1.4,No
RHOQ,2,2,147,1.4,No
RHOV,2,2,147,1.4,No
RIBC1,2,2,147,1.4,No
RIOK2,2,2,147,1.4,Yes
RLIG1,2,2,147,1.4,No
RLN1,2,2,147,1.4,No
RMDN1,2,2,147,1.4,No
RMDN3,2,2,147,1.4,No
RMND5B,2,2,147,1.4,No
RNASE2,2,2,147,1.4,No
RNASE4,2,2,147,1.4,No
RNASEH2C,2,2,147,1.4,No
RND1,2,2,147,1.4,No
RNF113A,2,2,147,1.4,No
RNF114,2,2,147,1.4,No
RNF121,2,2,147,1.4,No
RNF122,2,2,147,1.4,No
RNF141,2,2,147,1.4,No
RNF166,2,2,147,1.4,No
RNF170,2,2,147,1.4,No
RNF181,2,2,147,1.4,No
RNF212B,2,2,147,1.4,No
RNF225,2,2,147,1.4,No
RNF39,2,2,147,1.4,No
RP9,2,2,147,1.4,No
RPA2,2,2,147,1.4,No
RPE,2,2,147,1.4,No
RPEL1,2,2,147,1.4,No
RPF1,2,2,147,1.4,No
RPL10A,2,2,147,1.4,No
RPL14,2,2,147,1.4,No
RPL22,2,2,147,1.4,Yes
RPL27A,2,2,147,1.4,No
RPL28,2,2,147,1.4,No
RPL34,2,2,147,1.4,No
RPL35,2,2,147,1.4,No
RPLP1,2,2,147,1.4,No
RPS14,2,2,147,1.4,No
RPS19,2,2,147,1.4,No
RPS19BP1,2,2,147,1.4,No
RPS25,2,2,147,1.4,No
RPS26,2,2,147,1.4,No
RPS27AP5,2,2,147,1.4,No
RPS3,2,1,147,0.7,No
RPS4Y2,2,2,147,1.4,No
RPS5,2,2,147,1.4,No
RPS8,2,2,147,1.4,No
RPUSD2,2,2,147,1.4,No
RRAGA,2,2,147,1.4,No
RRAGB,2,2,147,1.4,No
RRAS,2,2,147,1.4,Yes
RRAS2,2,2,147,1.4,Yes
RRP15,2,2,147,1.4,No
RRS1,2,2,147,1.4,No
RTL8A,2,2,147,1.4,No
RTL8B,2,2,147,1.4,No
RTN4R,2,2,147,1.4,No
RWDD1,2,2,147,1.4,No
RWDD4,2,2,147,1.4,No
S100A7A,2,2,147,1.4,No
S100B,2,2,147,1.4,No
S100Z,2,2,147,1.4,No
SAA1,2,1,147,0.7,No
SAA2-SAA4,2,2,147,1.4,No
SAP18,2,2,147,1.4,No
SAP30BP,2,2,147,1.4,No
SAYSD1,2,2,147,1.4,No
SCARB2,2,2,147,1.4,No
SCGB1D2,2,2,147,1.4,No
SCGB1D4,2,2,147,1.4,No
SCP2D1-AS1,2,2,147,1.4,No
SCRG1,2,2,147,1.4,No
SCYGR1,2,2,147,1.4,No
SCYGR5,2,2,147,1.4,No
SDF2,2,2,147,1.4,No
SDF2L1,2,2,147,1.4,No
SDHAF3,2,2,147,1.4,No
SDR16C5,2,2,147,1.4,No
SEC13,2,2,147,1.4,No
SELENOP,2,2,147,1.4,No
SELENOT,2,2,147,1.4,No
SEPSECS,2,2,147,1.4,No
SEPTIN11,2,2,147,1.4,No
SERHL2,2,2,147,1.4,No
SERPINB1,2,2,147,1.4,No
SERPINB13,2,2,147,1.4,No
SETD4,2,2,147,1.4,Yes
SF3B6,2,2,147,1.4,No
SFR1,2,2,147,1.4,No
SH3GL1,2,2,176,1.1,Yes
SIGMAR1,2,1,147,0.7,No
SILC1,2,2,147,1.4,No
SIX1,2,2,147,1.4,Yes
SLC16A3,2,2,147,1.4,No
SLC1A4,2,2,147,1.4,No
SLC25A35,2,2,147,1.4,No
SLC25A40,2,2,147,1.4,No
SLC25A6,2,1,147,0.7,No
SLC30A1,2,2,147,1.4,No
SLC35E4,2,2,147,1.4,No
SLC37A2,2,2,147,1.4,No
SLC39A13,2,2,147,1.4,No
SLC50A1,2,2,147,1.4,No
SLC60A2,2,2,147,1.4,No
SLCO1B3-SLCO1B7,2,2,147,1.4,No
SLIRP,2,2,147,1.4,No
SLN,2,2,147,1.4,No
SLPI,2,2,147,1.4,No
SMIM10,2,2,147,1.4,No
SMIM23,2,2,147,1.4,No
SMIM32,2,1,147,0.7,No
SMIM36,2,1,147,0.7,No
SMIM43,2,2,147,1.4,No
SMIM8,2,2,147,1.4,No
SMLR1,2,1,147,0.7,No
SMPDL3A,2,2,147,1.4,No
SMPX,2,2,147,1.4,No
SNF8,2,2,147,1.4,No
SNHG7,2,2,147,1.4,No
SNRPD1,2,2,147,1.4,No
SNRPD2,2,2,147,1.4,No
SNRPD3,2,2,147,1.4,No
SNRPG,2,2,147,1.4,No
SOCS1,2,2,176,1.1,Yes
SOCS2,2,2,147,1.4,Yes
SOWAHD,2,2,147,1.4,No
SOX1,2,2,147,1.4,No
SOX18,2,2,147,1.4,No
SPAAR,2,2,147,1.4,No
SPACA4,2,2,147,1.4,No
SPANXD,2,2,147,1.4,No
SPATA31D4,2,2,147,1.4,No
SPATA31F3,2,2,147,1.4,No
SPATA6L,2,2,147,1.4,No
SPATA8,2,2,147,1.4,No
SPDYE18,2,2,147,1.4,No
SPEF1,2,2,147,1.4,No
SPINK14,2,2,147,1.4,No
SPINK6,2,2,147,1.4,No
SPINK9,2,2,147,1.4,No
SPINT3,2,2,147,1.4,No
SPMIP11,2,2,147,1.4,No
SPMIP3,2,2,147,1.4,No
SPRTN,2,2,147,1.4,Yes
SPRY3,2,2,147,1.4,No
SPRYD4,2,1,147,0.7,No
SPRYD7,2,2,147,1.4,No
SPTSSB,2,2,147,1.4,No
SPX,2,2,147,1.4,No
SRA1,2,2,147,1.4,No
SRD5A1,2,2,147,1.4,No
SREK1IP1,2,2,147,1.4,No
SRP9,2,2,147,1.4,No
SRSF5,2,2,147,1.4,No
SRXN1,2,2,147,1.4,No
SSPN,2,2,147,1.4,No
SSU72L4,2,2,147,1.4,No
ST20-AS1,2,2,147,1.4,No
ST6GALNAC4,2,2,147,1.4,No
ST7-OT4,2,1,147,0.7,No
STARD3NL,2,2,147,1.4,No
STATH,2,2,147,1.4,No
STIMATE-MUSTN1,2,2,147,1.4,No
STK25,2,2,147,1.4,No
STOM,2,2,147,1.4,No
STPG3,2,2,147,1.4,No
STX10,2,2,147,1.4,No
STX16,2,2,147,1.4,No
STX17,2,2,147,1.4,No
STX6,2,2,147,1.4,No
STYX,2,2,147,1.4,No
SUB1,2,1,147,0.7,No
SURF4,2,2,147,1.4,No
SWSAP1,2,2,147,1.4,No
SYNJ2BP,2,2,147,1.4,No
SYP,2,2,147,1.4,No
SYPL1,2,2,147,1.4,No
SYS1,2,2,147,1.4,No
TAC1,2,2,147,1.4,No
TADA2B,2,2,147,1.4,No
TAF11,2,2,147,1.4,No
TAF13,2,2,147,1.4,No
TAFA5,2,2,147,1.4,No
TAPBPL,2,2,147,1.4,No
TAS2R30,2,2,147,1.4,No
TAS2R43,2,2,147,1.4,No
TAS2R46,2,2,147,1.4,No
TATDN1,2,2,147,1.4,No
TBC1D3B,2,2,147,1.4,No
TBC1D7,2,2,147,1.4,No
TBPL1,2,2,147,1.4,No
TBX1,2,2,147,1.4,No
TCAF2,2,2,147,1.4,No
TCF24,2,2,147,1.4,No
TCP11X1,2,1,147,0.7,No
TCP11X2,2,2,147,1.4,No
TENT4B,2,2,147,1.4,No
TEX12,2,2,147,1.4,No
TEX22,2,2,147,1.4,No
TFAP2C,2,2,147,1.4,No
TFDP2,2,2,147,1.4,No
TFF2,2,2,147,1.4,No
THAP1,2,2,147,1.4,No
THAP10,2,2,147,1.4,No
THAP3,2,2,147,1.4,No
THBD,2,2,147,1.4,No
THEM4,2,2,147,1.4,No
THG1L,2,2,147,1.4,No
THOC3,2,2,147,1.4,No
THYN1,2,2,147,1.4,No
TICAM2,2,2,147,1.4,No
TIGD1,2,2,147,1.4,No
TIGD2,2,2,147,1.4,No
TIGD6,2,2,147,1.4,No
TIMM17A,2,2,147,1.4,No
TIMM8B,2,2,147,1.4,No
