endpoint_id,gene_symbol,analysis_family,analysis_scope,endpoint_label,endpoint_order,clinical_attribute,reference_group,case_group,gene_label,candidate_group,human_symbols,mutation_definition,test_status,n_reference_profiled,n_reference_mutated,reference_prevalence_pct,n_case_profiled,n_case_mutated,case_prevalence_pct,prevalence_difference_pct,odds_ratio,odds_ratio_conf_low,odds_ratio_conf_high,corrected_odds_ratio,corrected_log2_odds_ratio,p_value,q_value_within_endpoint,q_value_analysis_family
sample_type_pooled,Ophn1,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Ophn1 / OPHN1,Initiation (I),OPHN1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,2,1.7391304347826086,32,2,6.25,4.510869565217392,3.722790521875103,0.2599730933083031,53.29752599670588,3.721311475409836,1.8958111497280288,0.20660092095411617,0.28257295020638223,0.5400283048388639
sample_type_pooled,Otog,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Otog / OTOG,Initiation (I),OTOG,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,12,10.434782608695652,32,17,53.125,42.690217391304344,9.506759332669422,3.529001326523563,26.87601738421481,9.348387096774193,3.224717474282692,9.2360156914198e-7,1.38540235371297e-5,2.6476578315403428e-5
sample_type_pooled,Pkp4,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Pkp4 / PKP4,Initiation (I),PKP4,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,13,11.304347826086957,32,9,28.125,16.820652173913043,3.0417701339300027,1.018322317115937,8.816602870991517,3.0693459416863673,1.6179312591079256,0.02578411753507911,0.06435091525057121,0.14988400677112212
sample_type_pooled,Plce1,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Plce1 / PLCE1,Initiation (I),PLCE1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,40,34.78260869565217,32,18,56.25,21.467391304347828,2.3955309236994307,1.0077491803357714,5.807646232612775,2.378458918688804,1.2500271069418318,0.04007589030732378,0.0858769078014081,0.2027368568488144
sample_type_pooled,Ppp1r14d,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Ppp1r14d / PPP1R14D,Initiation (I),PPP1R14D,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,6,5.217391304347826,32,0,0,-5.217391304347826,0,0,3.058988872969595,0.2591715976331361,-1.9480204715683733,0.3400870144069063,0.4435917579220517,0.7390016811069441
sample_type_pooled,Rad51b,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Rad51b / RAD51B,Initiation (I),RAD51B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,13,11.304347826086957,61,5,8.19672131147541,-3.107626514611548,0.7019012037305463,0.18612523302542652,2.235422261703819,0.7391019337921992,-0.436154746435913,0.6086030022526053,0.7303236027031264,0.8558974070808688
sample_type_pooled,Rasd2,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Rasd2 / RASD2,Initiation (I),RASD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,5,4.3478260869565215,32,4,12.5,8.152173913043478,3.111920041782944,0.5784059473385363,15.52757245248714,3.172248803827751,1.665505928031705,0.1040354852117271,0.15605322781759065,0.36054008731604376
sample_type_pooled,Spats2l,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Spats2l / SPATS2L,Initiation (I),SPATS2L,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,5,4.3478260869565215,32,1,3.125,-1.2228260869565215,0.7111966550469492,0.014545791505119822,6.700651839410844,0.9567099567099567,-0.06384648202462594,1,1,1
sample_type_pooled,Srgap1,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Srgap1 / SRGAP1,Initiation (I),SRGAP1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,11,9.565217391304348,32,7,21.875,12.309782608695652,2.6262755904538806,0.7808282129597461,8.331281233070689,2.6726342710997444,1.418262429660893,0.07183128305690922,0.12327150079389511,0.30289568766499936
sample_type_pooled,Tmprss9,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Tmprss9 / TMPRSS9,Initiation (I),TMPRSS9,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,11,9.565217391304348,32,9,28.125,18.559782608695652,3.657986739509336,1.1925876405273916,11.048902867769314,3.673450508788159,1.877135837789818,0.0158971264013559,0.052990421337853005,0.12428662459241886
sample_type_pooled,Ube2d2a,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Ube2d2a / UBE2D2,Initiation (I),UBE2D2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,1,0.8695652173913043,32,0,0,-0.8695652173913043,0,0,139.85216713854092,1.1743589743589744,0.2318734743473333,0.9999999999999999,1,1
sample_type_pooled,Usp3,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Usp3 / USP3,Initiation (I),USP3,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,2,1.7391304347826086,32,3,9.375,7.635869565217392,5.750438599389954,0.6286221091485563,71.98053527309955,5.386440677966101,2.4293322650993154,0.06900443731538951,0.12327150079389511,0.30289568766499936
sample_type_pooled,Xirp2,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Xirp2 / XIRP2,Initiation (I),XIRP2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,38,33.04347826086956,32,23,71.875,38.83152173913044,5.11581151413129,2.0430473767862205,13.863909551300676,4.979494190020506,2.315999202813388,1.0532252048162201e-4,7.899189036121651e-4,0.0018115473522838986
sample_type_pooled,Csmd2,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Csmd2 / CSMD2,Predisposition,CSMD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,45,39.130434782608695,32,22,68.75,29.619565217391305,3.392503826846752,1.3885789903695318,8.823364512241211,3.3202511773940344,1.7312923857510116,0.004519558745869547,0.019369537482298055,0.04454916171039694
sample_type_pooled,Erbb2,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Erbb2 / ERBB2,Predisposition,ERBB2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,9,7.826086956521739,61,12,19.672131147540984,11.846044191019246,2.865369324023442,1.0307921318918283,8.259593610880772,2.8309409888357258,1.5012816764773678,0.02788539660858086,0.06435091525057121,0.14988400677112212
sample_type_pooled,Huwe1,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Huwe1 / HUWE1,Predisposition,HUWE1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,28,24.347826086956523,32,13,40.625,16.277173913043477,2.114007227553936,0.8454673357758333,5.198731435131779,2.125506072874494,1.0878063809688074,0.07819629808783246,0.12346783908605126,0.3056764379797087
sample_type_pooled,Lrp1b,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Lrp1b / LRP1B,Predisposition,LRP1B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,64,55.65217391304348,61,43,70.49180327868852,14.839629365645045,1.896801341850827,0.939418958770392,3.9358120442710978,1.8774355751099938,0.9087634019797428,0.07396290047633707,0.12327150079389511,0.30289568766499936
sample_type_pooled,Pard3,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Pard3 / PARD3,Predisposition,PARD3,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,23,20,32,13,40.625,20.625,2.7152793238652713,1.0678644486405766,6.824349145854097,2.7250409165302782,1.4462778921398949,0.021215589686413867,0.05786069914476508,0.1403492856178148
sample_type_pooled,Psme4,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Psme4 / PSME4,Predisposition,PSME4,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,11,9.565217391304348,32,6,18.75,9.184782608695652,2.168341369453505,0.6005876713067041,7.137982403310025,2.228876127973749,1.156316439601763,0.20722016348468034,0.28257295020638223,0.5400283048388639
sample_type_pooled,Ptch1,Primary / metastatic,Pooled primary analysis,Primary vs metastatic (all cohorts),1,SAMPLE_TYPE plus study design,Primary,Metastasis,Ptch1 / PTCH1,Predisposition,PTCH1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,115,23,20,61,12,19.672131147540984,-0.32786885245901587,0.9797050691952445,0.4075147075151699,2.260561616671665,0.9939823769611004,-0.008707821466210163,0.9999999999999999,1,1
sample_type_explicit,Arid2,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Arid2 / ARID2,I+P,ARID2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,5,15.625,32,10,31.25,15.625,2.4202592921768913,0.6379659297570034,10.440505523512304,2.3333333333333335,1.222392421336448,0.23744906391412343,0.6886022853509579,0.5834462713318462
sample_type_explicit,Aatk,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Aatk / AATK,Initiation (I),AATK,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,5,15.625,32,10,31.25,15.625,2.4202592921768913,0.6379659297570034,10.440505523512304,2.3333333333333335,1.222392421336448,0.23744906391412343,0.6886022853509579,0.5834462713318462
sample_type_explicit,Bmper,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Bmper / BMPER,Initiation (I),BMPER,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,6,18.75,32,9,28.125,9.375,1.6816697544423094,0.4526774843564687,6.696246786489233,1.6481178396072014,0.7208193981880552,0.5561270670544898,0.8462510687335043,0.8558974070808688
sample_type_explicit,Cep170b,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Cep170b / CEP170B,Initiation (I),CEP170B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,5,15.625,32,14,43.75,28.125,4.103618932001988,1.1443200608940347,17.23649997075119,3.918918918918919,1.9704557243859846,0.02719225961765448,0.2628585096373266,0.14988400677112212
sample_type_explicit,Cldn18,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Cldn18 / CLDN18,Initiation (I),CLDN18,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,2,6.25,32,2,6.25,0,1,0.0683475900299918,14.631093789279001,1,0,1,1,1
sample_type_explicit,Dennd1c,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Dennd1c / DENND1C,Initiation (I),DENND1C,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,2,6.25,32,7,21.875,15.625,4.111945668127102,0.6981593009593219,44.044348061320434,3.588235294117647,1.843274496312547,0.14771647094953272,0.5354722071920561,0.42345388338866047
sample_type_explicit,Ezh1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Ezh1 / EZH1,Initiation (I),EZH1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,5,15.625,32,12,37.5,21.875,3.1801660152582296,0.8685450873111183,13.468213493799475,3.048780487804878,1.6082322800440034,0.08786551141966537,0.5354722071920561,0.3285406079170096
sample_type_explicit,Folh1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Folh1 / FOLH1,Initiation (I),FOLH1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,7,21.875,32,9,28.125,6.25,1.3902032387566652,0.3872662350411756,5.185366524778853,1.374468085106383,0.4588734081289253,0.7735342178849438,0.9308747180382121,1
sample_type_explicit,Foxp4,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Foxp4 / FOXP4,Initiation (I),FOXP4,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,6,18.75,32,3,9.375,-9.375,0.4538339508080508,0.0666557995114181,2.3864657867537153,0.48370273794002605,-1.0478073908821302,0.47412292888375435,0.8462510687335043,0.8514999379239848
sample_type_explicit,Kndc1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Kndc1 / KNDC1,Initiation (I),KNDC1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,7,21.875,32,19,59.375,37.5,5.0738173977834355,1.5544305083179089,18.352102525640024,4.911111111111111,2.296049463061757,0.004662121574343866,0.06760076282798605,0.04454916171039694
sample_type_explicit,Ophn1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Ophn1 / OPHN1,Initiation (I),OPHN1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,0,0,32,2,6.25,6.25,Inf,0.1887686575249695,Inf,5.327868852459017,2.4135585703529308,0.49206349206349204,0.8462510687335043,0.8558974070808688
sample_type_explicit,Otog,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Otog / OTOG,Initiation (I),OTOG,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,0,0,32,17,53.125,53.125,Inf,7.2394634985187185,Inf,73.38709677419355,6.197454519586546,8.20262363413386e-7,2.3787608538988194e-5,2.6476578315403428e-5
sample_type_explicit,Pkp4,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Pkp4 / PKP4,Initiation (I),PKP4,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,6,18.75,32,9,28.125,9.375,1.6816697544423094,0.4526774843564687,6.696246786489233,1.6481178396072014,0.7208193981880552,0.5561270670544898,0.8462510687335043,0.8558974070808688
sample_type_explicit,Plce1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Plce1 / PLCE1,Initiation (I),PLCE1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,16,50,32,18,56.25,6.25,1.2806485758217485,0.4305351150302119,3.851915174972711,1.2758620689655173,0.3514723705013778,0.8024782052053553,0.9308747180382121,1
sample_type_explicit,Ppp1r14d,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Ppp1r14d / PPP1R14D,Initiation (I),PPP1R14D,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,4,12.5,32,0,0,-12.5,0,0,1.4552639835215644,0.09743589743589744,-3.3594028003060252,0.11319281811085095,0.5354722071920561,0.36054008731604376
sample_type_explicit,Rad51b,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Rad51b / RAD51B,Initiation (I),RAD51B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,5,15.625,32,5,15.625,0,1,0.204223028759844,4.896607429987484,1,0,1,1,1
sample_type_explicit,Rasd2,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Rasd2 / RASD2,Initiation (I),RASD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,2,6.25,32,4,12.5,6.25,2.1181357716204468,0.278355016429263,25.151440077161695,1.9263157894736842,0.9458442299530946,0.6718665237698304,0.8856422358784127,0.9028206413157095
sample_type_explicit,Spats2l,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Spats2l / SPATS2L,Initiation (I),SPATS2L,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,4,12.5,32,1,3.125,-9.375,0.23055399231199816,0.004450090771617835,2.5128283021020206,0.30158730158730157,-1.7293524100563311,0.35467083008066624,0.8462510687335043,0.7439436923643243
sample_type_explicit,Srgap1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Srgap1 / SRGAP1,Initiation (I),SRGAP1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,2,6.25,32,7,21.875,15.625,4.111945668127102,0.6981593009593219,44.044348061320434,3.588235294117647,1.843274496312547,0.14771647094953272,0.5354722071920561,0.42345388338866047
sample_type_explicit,Tmprss9,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Tmprss9 / TMPRSS9,Initiation (I),TMPRSS9,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,3,9.375,32,9,28.125,18.75,3.7064139825087477,0.8039011598426509,23.722201684961597,3.407294832826748,1.7686267890701852,0.10685945415000943,0.5354722071920561,0.36054008731604376
sample_type_explicit,Ube2d2a,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Ube2d2a / UBE2D2,Initiation (I),UBE2D2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_no_mutation_variation,32,0,0,32,0,0,0,NA,NA,NA,1,0,NA,NA,NA
sample_type_explicit,Usp3,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Usp3 / USP3,Initiation (I),USP3,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,1,3.125,32,3,9.375,6.25,3.153199133693932,0.2376898979338941,173.51190040296797,2.4915254237288136,1.317029295474523,0.6128024980483997,0.8462510687335043,0.8558974070808688
sample_type_explicit,Xirp2,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Xirp2 / XIRP2,Initiation (I),XIRP2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,24,75,32,23,71.875,-3.125,0.8539914429643191,0.24015268311975016,2.987638513526378,0.8582169709989259,-0.22058566463081689,0.9999999999999999,1,1
sample_type_explicit,Csmd2,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Csmd2 / CSMD2,Predisposition,CSMD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,18,56.25,32,22,68.75,12.5,1.696707345016424,0.5481965289951976,5.417329149585859,1.6795366795366795,0.7480633030495367,0.4389694607398475,0.8462510687335043,0.8514999379239848
sample_type_explicit,Erbb2,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Erbb2 / ERBB2,Predisposition,ERBB2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,6,18.75,32,7,21.875,3.125,1.2096697104792555,0.30040262563906256,5.0246513037724,1.1990950226244343,0.2619459900591299,0.9999999999999999,1,1
sample_type_explicit,Huwe1,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Huwe1 / HUWE1,Predisposition,HUWE1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,10,31.25,32,13,40.625,9.375,1.4955943962967735,0.47869837302255175,4.792218501033878,1.4835164835164836,0.5690209568521347,0.6028827657029734,0.8462510687335043,0.8558974070808688
sample_type_explicit,Lrp1b,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Lrp1b / LRP1B,Predisposition,LRP1B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,27,84.375,32,29,90.625,6.25,1.7740595416732161,0.3103768474554878,12.533592447733435,1.6857142857142857,0.7533600324168748,0.7078460716020858,0.8925015685417603,0.936534802427375
sample_type_explicit,Pard3,Primary / metastatic,Explicit-field sensitivity,Primary vs metastatic (explicit field),2,SAMPLE_TYPE,Primary,Metastasis,Pard3 / PARD3,Predisposition,PARD3,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,tested,32,8,25,32,13,40.625,15.625,2.0294108310119894,0.6266747596393951,6.935781889159121,1.995475113122172,0.996732286166089,0.28690875044343817,0.7563957966236097,0.6853931260593245
