endpoint_id,gene_symbol,analysis_family,analysis_scope,endpoint_label,endpoint_order,clinical_attribute,reference_group,case_group,gene_label,candidate_group,human_symbols,mutation_definition,test_status,n_reference_profiled,n_reference_mutated,reference_prevalence_pct,n_case_profiled,n_case_mutated,case_prevalence_pct,prevalence_difference_pct,odds_ratio,odds_ratio_conf_low,odds_ratio_conf_high,corrected_odds_ratio,corrected_log2_odds_ratio,p_value,q_value_within_endpoint,q_value_analysis_family
dfci_dfs_status,Ppp1r14d,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Ppp1r14d / PPP1R14D,Initiation (I),PPP1R14D,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Rad51b,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Rad51b / RAD51B,Initiation (I),RAD51B,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_no_mutation_variation,18,0,0,11,0,0,0,NA,NA,NA,1.608695652173913,0.685891409571937,NA,NA,NA
dfci_dfs_status,Rasd2,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Rasd2 / RASD2,Initiation (I),RASD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Spats2l,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Spats2l / SPATS2L,Initiation (I),SPATS2L,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Srgap1,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Srgap1 / SRGAP1,Initiation (I),SRGAP1,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Tmprss9,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Tmprss9 / TMPRSS9,Initiation (I),TMPRSS9,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Ube2d2a,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Ube2d2a / UBE2D2,Initiation (I),UBE2D2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Usp3,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Usp3 / USP3,Initiation (I),USP3,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Xirp2,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Xirp2 / XIRP2,Initiation (I),XIRP2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
dfci_dfs_status,Csmd2,Disease aggressiveness,Within-study,DFCI disease-free status,12,DFS_STATUS,Disease free,Recurred / progressed,Csmd2 / CSMD2,Predisposition,CSMD2,Any nonsynonymous mutation in the mapped human orthologue; exact mouse variants are not matched.,not_testable_missing_endpoint_group,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
