gt_DP,gt_dp_bins,tissue,n_mutations,pct_mutations
588,500-1000,Hair follicle,1,0.004687133817670495
589,500-1000,Hair follicle,1,0.004687133817670495
598,500-1000,Hair follicle,1,0.004687133817670495
599,500-1000,Hair follicle,1,0.004687133817670495
609,500-1000,Hair follicle,1,0.004687133817670495
623,500-1000,Hair follicle,1,0.004687133817670495
626,500-1000,Hair follicle,1,0.004687133817670495
628,500-1000,Hair follicle,1,0.004687133817670495
631,500-1000,Hair follicle,1,0.004687133817670495
634,500-1000,Hair follicle,1,0.004687133817670495
636,500-1000,Hair follicle,1,0.004687133817670495
637,500-1000,Hair follicle,1,0.004687133817670495
638,500-1000,Hair follicle,1,0.004687133817670495
644,500-1000,Hair follicle,1,0.004687133817670495
646,500-1000,Hair follicle,1,0.004687133817670495
651,500-1000,Hair follicle,1,0.004687133817670495
654,500-1000,Hair follicle,1,0.004687133817670495
659,500-1000,Hair follicle,1,0.004687133817670495
666,500-1000,Hair follicle,1,0.004687133817670495
671,500-1000,Hair follicle,1,0.004687133817670495
703,500-1000,Hair follicle,1,0.004687133817670495
708,500-1000,Hair follicle,1,0.004687133817670495
710,500-1000,Hair follicle,1,0.004687133817670495
714,500-1000,Hair follicle,1,0.004687133817670495
724,500-1000,Hair follicle,2,0.00937426763534099
733,500-1000,Hair follicle,1,0.004687133817670495
735,500-1000,Hair follicle,1,0.004687133817670495
737,500-1000,Hair follicle,1,0.004687133817670495
738,500-1000,Hair follicle,1,0.004687133817670495
741,500-1000,Hair follicle,1,0.004687133817670495
748,500-1000,Hair follicle,1,0.004687133817670495
749,500-1000,Hair follicle,1,0.004687133817670495
757,500-1000,Hair follicle,1,0.004687133817670495
759,500-1000,Hair follicle,1,0.004687133817670495
760,500-1000,Hair follicle,1,0.004687133817670495
766,500-1000,Hair follicle,1,0.004687133817670495
779,500-1000,Hair follicle,2,0.00937426763534099
790,500-1000,Hair follicle,1,0.004687133817670495
794,500-1000,Hair follicle,1,0.004687133817670495
804,500-1000,Hair follicle,1,0.004687133817670495
807,500-1000,Hair follicle,1,0.004687133817670495
823,500-1000,Hair follicle,1,0.004687133817670495
825,500-1000,Hair follicle,1,0.004687133817670495
832,500-1000,Hair follicle,1,0.004687133817670495
838,500-1000,Hair follicle,1,0.004687133817670495
839,500-1000,Hair follicle,1,0.004687133817670495
846,500-1000,Hair follicle,1,0.004687133817670495
847,500-1000,Hair follicle,1,0.004687133817670495
882,500-1000,Hair follicle,1,0.004687133817670495
900,500-1000,Hair follicle,1,0.004687133817670495
943,500-1000,Hair follicle,1,0.004687133817670495
949,500-1000,Hair follicle,1,0.004687133817670495
983,500-1000,Hair follicle,1,0.004687133817670495
997,500-1000,Hair follicle,1,0.004687133817670495
1036,1000+,Hair follicle,1,0.004687133817670495
1040,1000+,Hair follicle,1,0.004687133817670495
1048,1000+,Hair follicle,1,0.004687133817670495
1079,1000+,Hair follicle,1,0.004687133817670495
1108,1000+,Hair follicle,1,0.004687133817670495
1157,1000+,Hair follicle,1,0.004687133817670495
1165,1000+,Hair follicle,1,0.004687133817670495
1212,1000+,Hair follicle,1,0.004687133817670495
1214,1000+,Hair follicle,1,0.004687133817670495
1219,1000+,Hair follicle,1,0.004687133817670495
1241,1000+,Hair follicle,1,0.004687133817670495
1295,1000+,Hair follicle,1,0.004687133817670495
1380,1000+,Hair follicle,1,0.004687133817670495
1455,1000+,Hair follicle,1,0.004687133817670495
1543,1000+,Hair follicle,1,0.004687133817670495
1569,1000+,Hair follicle,1,0.004687133817670495
3595,1000+,Hair follicle,1,0.004687133817670495
