vaf_group,x,mean,lwr,upr,n_samples
TES Acetone,0.3268101761252446,9.801154102001696e-16,6.434849050163606e-16,1.3167459153839785e-15,4
TES Acetone,0.3287671232876712,9.760473780275683e-16,6.401923502416019e-16,1.3119024058135347e-15,4
TES Acetone,0.33072407045009783,1.1504658817021239e-15,8.044536336663447e-16,1.496478129737903e-15,4
TES Acetone,0.33268101761252444,1.3382294003849473e-15,8.449356378679351e-16,1.8315231629019594e-15,4
TES Acetone,0.33463796477495106,8.41037522436372e-16,0,1.7817142938525954e-15,4
TES Acetone,0.33659491193737767,1.5895012504210146e-16,0,5.1609656979745e-16,4
TES Acetone,0.3385518590998043,4.35293581282557e-16,0,1.0891433762207411e-15,4
TES Acetone,0.3405088062622309,5.211430346359345e-16,0,1.0513336230139486e-15,4
TES Acetone,0.3424657534246575,2.0745938836686849e-16,0,6.274166448016725e-16,4
TES Acetone,0.34442270058708413,3.1648434564655037e-16,0,7.101589113498275e-16,4
TES Acetone,0.34637964774951074,6.65222365171442e-16,3.4582534527680995e-16,9.846193850660741e-16,4
TES Acetone,0.34833659491193736,8.634685960629958e-16,2.7693577472511283e-16,1.4500014174008787e-15,4
TES Acetone,0.350293542074364,5.962912123510914e-16,0,1.2250808132084464e-15,4
TES Acetone,0.3522504892367906,5.176430282765001e-16,0,1.0701070500782527e-15,4
TES Acetone,0.3542074363992172,6.343284223535939e-16,0,1.3552598744706596e-15,4
TES Acetone,0.3561643835616438,7.079486028373216e-16,2.4451912648781004e-16,1.1713780791868332e-15,4
TES Acetone,0.35812133072407043,9.2671252393106e-16,1.907139750103092e-16,1.6627110728518106e-15,4
TES Acetone,0.36007827788649704,1.0804285739003963e-15,3.186206514420275e-16,1.842236496358765e-15,4
TES Acetone,0.36203522504892366,8.77160435598383e-16,5.677525427257645e-16,1.1865683284710016e-15,4
TES Acetone,0.3639921722113503,7.23792583062725e-16,6.762433283817561e-17,1.3799608332872744e-15,4
TES Acetone,0.3659491193737769,4.2013752102731454e-16,0,1.128625619814225e-15,4
TES Acetone,0.3679060665362035,2.728226360191703e-16,0,7.84223810967639e-16,4
TES Acetone,0.3698630136986301,3.053587881534082e-16,0,6.657255346697934e-16,4
