1,time_num.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value
overall,0.08070257204618546,0.02061371234782407,Inf,0.04030043825678169,0.12110470583558923,3.9149945766418055,9.040623997979664e-5
