gene_symbol,gene_rank,gene_family,human_symbols,known_cscc_gene,gene_length_kb,n_mutated_biopsies,n_recurrent_mutations,n_nonsynonymous_mutations,n_msigdb_annotations,msigdb_versions,hallmark_annotations,reactome_annotations,kegg_annotations,wikipathways_annotations,go_bp_annotations,go_cc_annotations,go_mf_annotations,go_annotations
Sfi1,1,Cell adhesion and cytoskeleton,SFI1,FALSE,3.806,26,11,0,14,2026.1.Mm,NA,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE; REACTOME_AURKA_ACTIVATION_BY_TPX2; REACTOME_CELL_CYCLE; REACTOME_CELL_CYCLE_MITOTIC; REACTOME_M_PHASE; REACTOME_MITOTIC_G2_G2_M_PHASES; REACTOME_MITOTIC_PROMETAPHASE; REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE; REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES; REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,NA,NA,NA,GOCC_CENTRIOLE; GOCC_MICROTUBULE_CYTOSKELETON; GOCC_MICROTUBULE_ORGANIZING_CENTER,GOMF_PHOSPHATASE_BINDING,GOCC_CENTRIOLE; GOCC_MICROTUBULE_CYTOSKELETON; GOCC_MICROTUBULE_ORGANIZING_CENTER; GOMF_PHOSPHATASE_BINDING
