gene_symbol,Morphologically normal,HF papilloma,HF SCC,Skin papilloma,Skin SCC
Xirp2,0,1,0,1,0
Olfr1196,0,1,0,0,0
Olfr1197,0,1,0,1,0
Olfr1271,0,1,0,0,0
Olfr1308,0,1,0,0,0
Ryr3,1,1,0,0,0
Plcb2,0,1,0,0,0
Shf,0,1,0,0,0
Nphp1,0,1,0,0,0
Epb41l1,1,1,0,0,0
Slc12a5,0,1,0,0,0
Spo11,0,1,0,0,0
Gnas,1,1,0,0,0
Lkaaear1,0,1,0,0,0
Hey1,0,1,0,0,0
Vmn2r6,1,1,0,0,0
Veph1,0,1,0,1,0
Bche,1,1,0,0,0
Rapgef2,0,1,0,0,0
Ovgp1,1,1,0,0,0
Csf1,0,1,0,0,0
Slc44a5,0,1,0,0,0
Vmn1r2,0,1,0,0,0
Mdn1,1,1,0,0,0
Abca1,1,1,0,0,0
Rasef,0,1,0,0,0
Cyp2j11,0,1,0,0,0
4921539E11Rik,0,1,0,0,0
4930522H14Rik,0,1,0,0,0
Skint6,0,1,0,0,0
Dph2,0,1,0,0,0
Zscan20,1,1,0,1,0
Tmem39b,0,1,0,0,0
Vwa5b1,0,1,0,0,0
Pramef8,0,1,0,0,0
Zfp982,1,1,0,0,0
Plod1,0,1,0,0,0
Sema3a,0,1,0,0,0
Gm17019,1,1,0,1,0
Reln,1,1,0,0,0
Speer4a,1,1,0,0,0
Slc5a1,0,1,0,0,0
Slbp,1,1,0,0,0
Evc2,1,1,0,0,0
Kctd8,1,1,0,0,0
Ccdc158,1,1,0,0,0
Fras1,1,1,0,0,0
Ttc28,0,1,0,0,0
Ccdc63,0,1,0,0,0
Sbno1,0,1,0,0,0
Sfswap,0,1,0,0,0
Gm43495,0,1,0,0,0
Sdk1,1,1,0,0,0
Cntnap2,0,1,0,0,0
Zfp956,0,1,0,0,0
Igkv4-86,0,1,0,0,0
Igkv4-55,0,1,0,0,0
Igkv8-26,0,1,0,0,0
Aldh1l1,1,1,0,0,0
Cacna2d4,1,1,0,0,0
Vmn2r25,0,1,0,0,0
Cd4,0,1,0,0,0
Dyrk4,0,1,0,0,0
Tas2r130,0,1,0,1,0
Prb1,0,1,0,0,0
Itpr2,0,1,0,0,0
Pirb,1,1,0,0,0
Zscan4-ps3,0,1,0,0,0
Psg26,0,1,0,0,0
Nlrp4e,0,1,0,0,0
Cd177,0,1,0,0,0
Nlrp9c,0,1,0,0,0
Cyp2a22,0,1,0,0,0
Nphs1,0,1,0,0,0
Zfp619,0,1,0,0,0
Vmn2r126,0,1,0,0,0
Klk9,0,1,0,0,0
Ruvbl2,0,1,0,0,0
Otog,0,1,0,1,0
Myod1,0,1,0,0,0
Ano5,1,1,0,0,0
Olfr307,0,1,0,0,0
Folh1,0,1,0,1,0
Olfr568,0,1,0,0,0
Olfr584,0,1,0,0,0
Olfr617,0,1,0,0,0
Olfr623,0,1,0,0,0
Olfr639,0,1,0,0,0
Olfr658,0,1,0,0,0
Olfr671,0,1,0,0,0
Olfr678,1,1,0,0,0
Olfr681,0,1,0,0,0
Dennd5a,0,1,0,0,0
Gsg1l,0,1,0,0,0
9130019O22Rik,0,1,0,0,0
Mki67,1,1,0,0,0
Inpp5a,0,1,0,0,0
Kndc1,0,1,0,1,0
Prr33,1,1,0,0,0
Cttn,0,1,0,0,0
Arhgef7,1,1,0,0,0
Csmd1,1,1,0,0,0
Ckap2,0,1,0,0,0
Thsd1,1,1,0,0,0
Adam5,0,1,0,0,0
Vegfc,0,1,0,0,0
Arrdc2,0,1,0,0,0
Man2b1,0,1,0,0,0
Nlrc5,1,1,0,0,0
Adgrg5,0,1,0,0,0
Cdh8,0,1,0,0,0
Ctrl,0,1,0,0,0
Pkd1l3,1,1,0,1,0
Tat,0,1,0,0,0
Wdr59,1,1,0,0,0
Usp10,0,1,0,0,0
Alkbh8,0,1,0,0,0
Cep295,0,1,0,0,0
Fat3,1,1,0,1,0
Olfr830,1,1,0,0,0
Msantd2,0,1,0,0,0
Olfr965,1,1,0,0,0
Olfr971,0,1,0,0,0
Hyou1,0,1,0,0,0
Usp3,0,1,0,1,0
Cgnl1,1,1,0,0,0
Wdr72,0,1,0,0,0
Dnajc13,0,1,0,0,0
Col6a6,1,1,0,0,0
Col6a4,1,1,0,0,0
Rbm5,0,1,0,0,0
Actl11,1,1,0,0,0
Klhdc8b,0,1,0,0,0
Prss44,0,1,0,0,0
Trank1,1,1,0,0,0
Slc35a2,0,1,0,0,0
Ddx3x,1,1,0,0,0
Efhc2,0,1,0,0,0
Uba1,1,1,0,0,0
Gm1989,0,1,0,1,0
Rhox9,1,1,0,0,0
Fsip2l,0,1,0,0,0
Pnma5,0,1,0,0,0
Pcyt1b,0,1,0,0,0
Zmym3,0,1,0,0,0
Rtl3,1,1,0,0,0
Ube2dnl2,0,1,0,0,0
Cenpi,0,1,0,0,0
Dcx,0,1,0,0,0
Prdm14,0,1,0,0,0
Col9a1,0,1,0,0,0
Mrpl30,0,1,0,0,0
Lonrf2,0,1,0,0,0
Dnah7b,1,1,0,0,0
Spats2l,0,1,0,1,0
Tmem237,1,1,0,0,0
Ctla4,1,1,0,0,0
Adam23,1,1,0,0,0
Crygd,0,1,0,0,0
Ankar,0,1,0,0,0
Zfp142,1,1,0,0,0
Cfap65,0,1,0,0,0
Agfg1,0,1,0,0,0
Trpm8,0,1,0,0,0
Sh3bp4,0,1,0,0,0
Ramp1,0,1,0,0,0
Klhl30,0,1,0,0,0
Neu4,0,1,0,0,0
Nfasc,1,1,0,0,0
Kcnt2,0,1,0,0,0
BC034090,0,1,0,0,0
Abl2,0,1,0,0,0
F5,1,1,0,1,0
Ildr2,0,1,0,0,0
Ush2a,1,1,0,1,0
Arfgef3,1,1,0,0,0
Tcf21,0,1,0,0,0
Trdn,0,1,0,0,0
Calhm6,0,1,0,0,0
Grik2,0,1,0,0,0
Nepn,1,1,0,0,0
Slc29a3,0,1,0,0,0
Mier2,0,1,0,1,0
Atp8b3,1,1,0,0,0
Tmprss9,0,1,0,1,0
Mybpc1,1,1,0,0,0
Scyl2,0,1,0,0,0
Amdhd1,0,1,0,0,0
Acss3,0,1,0,1,0
D930020B18Rik,0,1,0,1,0
Mbd6,1,1,0,0,0
Inhbc,0,1,0,0,0
Stat2,1,1,0,0,0
Ikzf4,0,1,0,0,0
Olfr769,0,1,0,0,0
Nefh,0,1,0,0,0
Npc1l1,0,1,0,0,0
Btnl9,0,1,0,0,0
Olfr1380,1,1,0,0,0
Olfr324,0,1,0,0,0
Usp22,1,1,0,0,0
Dnah9,1,1,0,0,0
Dhrs7c,1,1,0,0,0
Neurl4,1,1,0,1,0
Chrne,0,1,0,0,0
Wscd1,0,1,0,1,0
Aipl1,0,1,0,0,0
Slc13a5,0,1,0,0,0
Olfr20,0,1,0,0,0
Olfr387-ps1,1,1,0,0,0
Rap1gap2,0,1,0,0,0
Eral1,0,1,0,0,0
Slfn9,1,1,0,0,0
Slfn2,0,1,0,0,0
Olfr464,0,1,0,0,0
Cd300c,1,1,0,0,0
Rab37,0,1,0,0,0
Grin2c,1,1,0,1,0
Slc16a5,0,1,0,0,0
Fbf1,0,1,0,0,0
Cyth1,0,1,0,0,0
Aatk,0,1,0,1,0
Slc38a10,1,1,0,0,0
Ccdc57,0,1,0,0,0
Pik3cg,1,1,0,0,0
Atxn7l1,1,1,0,0,0
Dgkb,0,1,0,0,0
Rad51b,0,1,0,1,0
Mlh3,0,1,0,0,0
Clmn,1,1,0,0,0
Dync1h1,1,1,0,0,0
Tdrd9,0,1,0,0,0
Kif26a,1,1,0,0,0
Ighv2-3,0,1,0,0,0
Ighv1-31,0,1,0,0,0
Ighv1-43,0,1,0,0,0
Ighv1-63,0,1,0,1,0
Ighv1-64,0,1,0,0,0
Ighv1-80,1,1,0,0,0
Sp8,0,1,0,0,0
Akr1c6,0,1,0,0,0
Olfr11,0,1,0,0,0
Vmn1r197,0,1,0,0,0
Vmn1r212,0,1,0,0,0
Prl3d3,0,1,0,0,0
Prl2a1,0,1,0,0,0
Bmp6,0,1,0,0,0
Syk,0,1,0,0,0
Rnf44,1,1,0,0,0
Gprin1,0,1,0,0,0
Ctla2b,0,1,0,0,0
Ctsr,0,1,0,0,0
Mfsd14b,0,1,0,0,0
Adcy2,0,1,0,0,0
Wdr41,1,1,0,1,0
F2rl1,0,1,0,0,0
Naip1,1,1,0,0,0
Marveld2,0,1,0,0,0
Dhx29,1,1,0,0,0
Flnb,1,1,0,0,0
Polr3a,0,1,0,1,0
Asb14,0,1,0,0,0
Gdf2,0,1,0,0,0
Rbp3,0,1,0,0,0
Opn4,1,1,0,0,0
Gm15217,0,1,0,0,0
Olfr732,0,1,0,0,0
Pnp,0,1,0,0,0
Vmn2r89,1,1,0,1,0
Gm17079,0,1,0,0,0
Trav7-6,0,1,0,0,0
Nfatc4,1,1,0,0,0
Sacs,1,1,0,0,0
Ints9,0,1,0,0,0
Gfra2,0,1,0,0,0
Erich6b,0,1,0,0,0
Zfp957,1,1,0,0,0
Pcdh17,0,1,0,0,0
Dzip1,0,1,0,0,0
Mroh2b,0,1,0,0,0
Npr3,0,1,0,0,0
Dnah5,1,1,0,0,0
Tg,1,1,0,0,0
Dennd3,0,1,0,0,0
Apol10b,0,1,0,1,0
Card10,0,1,0,0,0
Triobp,0,1,0,0,0
Cyp2d10,1,1,0,0,0
Cerk,0,1,0,0,0
Kif21a,0,1,0,0,0
Gpd1,0,1,0,0,0
Krt86,0,1,0,0,0
Pde1b,0,1,0,0,0
Adcy9,1,1,0,0,0
Mettl22,0,1,0,0,0
Tnp2,0,1,0,0,0
Bfar,0,1,0,0,0
Olfr169,0,1,0,0,0
Atp13a5,1,1,0,0,0
Kalrn,1,1,0,0,0
Ccdc80,1,1,0,0,0
Krtap24-1,0,1,0,0,0
B3galt5,0,1,0,0,0
Prkn,1,1,0,0,0
Fpr3,0,1,0,0,0
Vmn2r102,0,1,0,0,0
Zfp13,0,1,0,0,0
Tpsab1,0,1,0,1,0
Lmf1,1,1,0,0,0
Arhgdig,0,1,0,0,0
Rab44,0,1,0,0,0
Cyp4f15,1,1,0,0,0
Ly6g5b,0,1,0,0,0
Ddx39b,0,1,0,0,0
H2-Q1,0,1,0,0,0
Olfr105-ps,0,1,0,0,0
Foxp4,0,1,0,1,0
Cntnap5c,0,1,0,0,0
Txndc2,1,1,0,1,0
Ralbp1,0,1,0,0,0
Thumpd2,0,1,0,0,0
Ube2d2a,0,1,0,1,0
Psd2,1,1,0,0,0
Pcdhb13,1,1,0,0,0
Pcdhb14,0,1,0,0,0
Pcdhb16,0,1,0,0,0
Dele1,0,1,0,0,0
Dpysl3,0,1,0,0,0
Htr4,1,1,0,1,0
Zfp532,0,1,0,0,0
Katnal2,0,1,0,0,0
Sall3,1,1,0,0,0
Zfp516,0,1,0,0,0
Vwce,0,1,0,0,0
Ccdc86,0,1,0,0,0
Olfr1419,0,1,0,0,0
Pfpl,0,1,0,0,0
Dtx4,0,1,0,0,0
Pcsk5,1,1,0,0,0
1110059E24Rik,0,1,0,1,0
Pip5k1b,0,1,0,0,0
Ide,0,1,0,0,0
Dntt,0,1,0,0,0
Pkd2l1,1,1,0,0,0
Slf2,1,1,0,0,0
Cfap58,0,1,0,0,0
Eno4,0,1,0,0,0
Cacna1b,1,1,0,0,0
Noxa1,0,1,0,0,0
Hmcn2,1,1,0,1,0
Mapkap1,0,1,0,0,0
Gapvd1,0,1,0,0,0
Rc3h2,0,1,0,0,0
Mbd5,1,1,0,1,0
Neb,1,1,0,0,0
Pkp4,0,1,0,1,0
Kcnh7,0,1,0,0,0
Myo3b,1,1,0,0,0
Cdca7,1,1,0,0,0
Lrrc55,0,1,0,0,0
Olfr1031,1,1,0,0,0
Olfr1044,1,1,0,0,0
Pramel6,0,1,0,0,0
Olfr1148,0,1,0,0,0
Olfr1153,0,1,0,0,0
Olfr1157,0,1,0,0,0
Olfr1198,0,1,0,0,0
Olfr1294,0,1,0,0,0
Disp2,0,1,0,0,0
Ppp1r14d,0,1,0,1,0
Ppip5k1,0,1,0,0,0
Gatm,0,1,0,0,0
Secisbp2l,0,1,0,0,0
Cfap61,0,1,0,0,0
Ccm2l,1,1,0,0,0
Bpifb4,1,1,0,0,0
Bpifa1,0,1,0,0,0
Bpifb5,1,1,0,0,0
Sgk2,0,1,0,0,0
Arfgef2,0,1,0,0,0
Adnp,1,1,0,0,0
Prpf6,0,1,0,0,0
Crh,0,1,0,0,0
Egfem1,0,1,0,0,0
Spata5,1,1,0,0,0
Tm4sf4,0,1,0,0,0
Plch1,1,1,0,0,0
Fnip2,0,1,0,0,0
Npr1,1,1,0,0,0
Rptn,1,1,0,1,0
Tchh,1,1,0,0,0
Spopfm2,1,1,0,0,0
Spag17,1,1,0,0,0
Trim45,0,1,0,0,0
Igsf3,0,1,0,0,0
Ampd1,0,1,0,0,0
Kcna10,0,1,0,0,0
Ampd2,0,1,0,0,0
Uox,1,1,0,0,0
Ttll7,0,1,0,0,0
Tln1,1,1,0,1,0
Epb41l4b,1,1,0,0,0
Astn2,1,1,0,0,0
Cdk5rap2,0,1,0,0,0
Ifna16,0,1,0,0,0
Ifne,0,1,0,0,0
Zfp352,0,1,0,0,0
Cyp2j7,0,1,0,0,0
Patj,1,1,0,0,0
Dab1,0,1,0,0,0
Zyg11b,1,1,0,0,0
Zswim5,0,1,0,0,0
Tctex1d4,0,1,0,0,0
Szt2,1,1,0,1,0
Olfr1339,0,1,0,0,0
Olfr1333,1,1,0,0,0
Ppcs,0,1,0,0,0
Grik3,1,1,0,0,0
Csf3r,1,1,0,0,0
Ncdn,0,1,0,0,0
Khdrbs1,0,1,0,0,0
Ldc1,1,1,0,0,0
Nr0b2,1,1,0,0,0
C1qb,1,1,0,0,0
Epha8,1,1,0,0,0
Rap1gap,0,1,0,0,0
Pdpn,0,1,0,0,0
C87977,1,1,0,1,0
Zbtb48,0,1,0,0,0
Tnfrsf14,0,1,0,0,0
Gm9758,0,1,0,0,0
Fam126a,0,1,0,1,0
9130230L23Rik,0,1,0,0,0
Ugt2a3,0,1,0,0,0
Gm3259,0,1,0,0,0
Ptpn13,0,1,0,0,0
Pde6b,0,1,0,0,0
Sgsm1,1,1,0,0,0
Selplg,1,1,0,1,0
Ube3b,0,1,0,0,0
Ccdc60,0,1,0,0,0
Rasal1,0,1,0,0,0
P2rx7,0,1,0,0,0
Upk3bl,0,1,0,0,0
Stag3,1,1,0,1,0
Mad1l1,0,1,0,0,0
Grid2ip,0,1,0,0,0
Zkscan5,0,1,0,0,0
Ppp1r9a,1,1,0,0,0
Thsd7a,0,1,0,0,0
Met,0,1,0,0,0
Hyal5,0,1,0,0,0
Kcp,1,1,0,0,0
Plxna4,1,1,0,0,0
Trim24,0,1,0,0,0
Tmem178b,0,1,0,1,0
Kel,0,1,0,1,0
Olfr457,0,1,0,0,0
Vmn1r22,0,1,0,1,0
Igkv13-85,0,1,0,0,0
Igkv3-5,0,1,0,0,0
Vamp8,0,1,0,0,0
Tacr1,0,1,0,0,0
Sfxn5,0,1,0,0,0
Figla,1,1,0,0,0
Abtb1,0,1,0,0,0
Nup210,1,1,0,0,0
Syn2,0,1,0,0,0
Rasgef1a,0,1,0,0,0
Ccdc77,0,1,0,0,0
Mug1,0,1,0,0,0
Clstn3,1,1,0,0,0
Prmt8,0,1,0,0,0
Gprc5d,0,1,0,0,0
Grin2b,0,1,0,0,0
Ldhb,0,1,0,1,0
Abcc9,1,1,0,0,0
Casc1,0,1,0,1,0
Vmn1r60,0,1,0,0,0
Psg29,0,1,0,0,0
Psg28,1,1,0,0,0
Ceacam20,0,1,0,0,0
Vmn1r174,1,1,0,0,0
Grik5,0,1,0,0,0
Lipe,0,1,0,0,0
Zfp607b,0,1,0,0,0
Timm50,0,1,0,0,0
Sbsn,1,1,0,0,0
Ccne1,0,1,0,0,0
Lim2,0,1,0,0,0
Iglon5,0,1,0,0,0
Cd37,0,1,0,0,0
Mrgprb8,0,1,0,0,0
Zdhhc13,0,1,0,0,0
Fanci,0,1,0,1,0
Myo7a,1,1,0,1,0
Olfr564,0,1,0,0,0
Olfr585,1,1,0,0,0
Olfr601,1,1,0,0,0
Olfr619,0,1,0,0,0
Hbb-bt,0,1,0,0,0
Olfr631,0,1,0,0,0
Nlrp14,1,1,0,0,0
Olfr469,0,1,0,0,0
Olfr479,0,1,0,1,0
Olfr512,1,1,0,0,0
Tmem9b,0,1,0,0,0
Plekha7,1,1,0,0,0
Acsm2,0,1,0,0,0
Abca14,0,1,0,0,0
Abca16,1,1,0,0,0
Tnrc6a,1,1,0,0,0
Slc5a11,0,1,0,0,0
Il21r,1,1,0,0,0
Zfp747,0,1,0,0,0
Zfp688,0,1,0,0,0
Itgax,0,1,0,1,0
Dmbt1,0,1,0,0,0
Cpxm2,0,1,0,0,0
Dock1,1,1,0,0,0
Muc5ac,1,1,0,1,0
Plat,0,1,0,0,0
Tacc1,0,1,0,0,0
Adam26a,0,1,0,0,0
Klhl2,0,1,0,0,0
Comp,0,1,0,0,0
Rasd2,0,1,0,1,0
Clgn,0,1,0,0,0
Cacna1a,0,1,0,0,0
Best2,0,1,0,0,0
Ces1a,0,1,0,0,0
Atp2c2,0,1,0,0,0
Trhr2,0,1,0,0,0
Tubb3,0,1,0,0,0
Nrp1,1,1,0,0,0
Pgr,1,1,0,0,0
Yipf2,0,1,0,0,0
Bmper,0,1,0,1,0
Pate8,0,1,0,0,0
Olfr895,0,1,0,0,0
Olfr944,0,1,0,0,0
Grik4,0,1,0,0,0
Abcg4,1,1,0,0,0
Ddx6,0,1,0,0,0
Htr3b,0,1,0,0,0
Btg4,0,1,0,0,0
Arhgap20,0,1,0,0,0
Plekho2,1,1,0,0,0
Gmppb,0,1,0,0,0
Dag1,0,1,0,0,0
Nme6,0,1,0,0,0
Ccr8,1,1,0,0,0
Cxcr6,0,1,0,0,0
Ccdc22,1,1,0,0,0
Otud5,0,1,0,0,0
Wdr13,0,1,0,0,0
Rhox2c,0,1,0,0,0
Utp14a,0,1,0,0,0
Adgrg4,1,1,0,0,0
Cnga2,1,1,0,0,0
Xlr4b,0,1,0,0,0
Srpk3,0,1,0,1,0
Il1rapl1,1,1,0,0,0
Ophn1,0,1,0,1,0
Gm2411,0,1,0,0,0
Armcx4,0,1,0,0,0
Nxf2,0,1,0,0,0
Frmpd3,1,1,0,0,0
Vsig1,0,1,0,0,0
Rps6ka3,0,1,0,0,0
Mcm3,1,0,0,0,0
Cnnm4,1,0,0,0,0
Inpp4a,1,0,0,0,0
Il18r1,1,0,0,0,0
Uxs1,1,0,0,0,0
Wdr75,1,0,0,1,0
Aox1,1,0,0,0,0
4933402D24Rik,1,0,0,0,0
Cryge,1,0,0,0,0
Map2,1,0,0,0,0
Unc80,1,0,0,0,0
Cps1,1,0,0,0,0
Epha4,1,0,0,1,0
Pax3,1,0,0,0,0
A530032D15Rik,1,0,0,0,0
Htr2b,1,0,0,0,0
Chrnd,1,0,0,0,0
Kcnj13,1,0,0,0,0
Hdlbp,1,0,0,0,0
Clasp1,1,0,0,0,0
Actr3,1,0,0,0,0
Tmem163,1,0,0,0,0
Fmod,1,0,0,0,0
Mybph,1,0,0,0,0
F13b,1,0,0,0,0
B3galt2,1,0,0,0,0
Nmnat2,1,0,0,0,0
Pappa2,1,0,0,1,0
Tnn,1,0,0,1,0
Rc3h1,1,0,0,0,0
Selp,1,0,0,0,0
Fmo9,1,0,0,0,0
Copa,1,0,0,0,0
Spta1,1,0,0,0,0
Kif26b,1,0,0,0,0
Mtrf1l,1,0,0,0,0
Myb,1,0,0,0,0
H60b,1,0,0,0,0
Ccdc162,1,0,0,0,0
Ascc3,1,0,0,0,0
Gprc6a,1,0,0,0,0
Cdh23,1,0,0,0,0
Herc4,1,0,0,0,0
Pcdh15,1,0,0,0,0
Itgb2,1,0,0,0,0
Gm19668,1,0,0,0,0
Krtap10-4,1,0,0,0,0
Lrrc3,1,0,0,0,0
Thop1,1,0,0,0,0
Hmg20b,1,0,0,0,0
Utp20,1,0,0,0,0
Actr6,1,0,0,0,0
E2f7,1,0,0,0,0
Best3,1,0,0,0,0
Slc35e3,1,0,0,0,0
Ddit3,1,0,0,0,0
Pmel,1,0,0,0,0
Gm11992,1,0,0,0,0
Pom121l12,1,0,0,0,0
Etaa1,1,0,0,0,0
Dock2,1,0,0,0,0
Tenm2,1,0,0,0,0
Olfr1384,1,0,0,0,0
Rasgef1c,1,0,0,0,0
Slc36a3,1,0,0,0,0
Olfr313,1,0,0,0,0
Myh4,1,0,0,1,0
Chd3,1,0,0,0,0
Alox15,1,0,0,0,0
Ankfy1,1,0,0,0,0
Olfr376,1,0,0,0,0
Olfr385,1,0,0,0,0
Cluh,1,0,0,0,0
Vps53,1,0,0,0,0
Gosr1,1,0,0,0,0
Slc6a4,1,0,0,0,0
2610507B11Rik,1,0,0,0,0
Snf8,1,0,0,0,0
Calcoco2,1,0,0,0,0
Skap1,1,0,0,0,0
Krt26,1,0,0,0,0
Marchf10,1,0,0,0,0
Kcnh6,1,0,0,0,0
Dcaf7,1,0,0,0,0
Cd79b,1,0,0,0,0
Icam2,1,0,0,0,0
Ern1,1,0,0,0,0
Helz,1,0,0,1,0
Slc26a11,1,0,0,0,0
Rptor,1,0,0,0,0
Cdhr3,1,0,0,0,0
Hectd1,1,0,0,0,0
Akap6,1,0,0,0,0
Nfkbia,1,0,0,0,0
Lrfn5,1,0,0,0,0
Fscb,1,0,0,1,0
Pcnx4,1,0,0,0,0
Sptb,1,0,0,0,0
Srsf5,1,0,0,0,0
Nrde2,1,0,0,0,0
Rps6ka5,1,0,0,1,0
Fbln5,1,0,0,0,0
Asb2,1,0,0,0,0
Serpina11,1,0,0,0,0
Hhipl1,1,0,0,0,0
Pacs2,1,0,0,0,0
Ighv7-1,1,0,0,0,0
Ighv3-1,1,0,0,0,0
Ighv1-22,1,0,0,0,0
Nid1,1,0,0,0,0
Olfr263,1,0,0,0,0
Vmn1r188,1,0,0,0,0
Vmn1r218,1,0,0,0,0
Pxdc1,1,0,0,0,0
Ofcc1,1,0,0,1,0
Hrh2,1,0,0,0,0
Nsd1,1,0,0,0,0
Spata31d1a,1,0,0,0,0
Spata31d1d,1,0,0,0,0
Cts8,1,0,0,0,0
Spata31,1,0,0,0,0
Pcsk1,1,0,0,1,0
Pde8b,1,0,0,0,0
Aggf1,1,0,0,0,0
1700029F12Rik,1,0,0,0,0
Map1b,1,0,0,0,0
Naip6,1,0,0,0,0
Gzma,1,0,0,0,0
BC067074,1,0,0,0,0
Gm2888,1,0,0,0,0
Ptprg,1,0,0,0,0
Olfr720,1,0,0,0,0
Thrb,1,0,0,0,0
Kat6b,1,0,0,0,0
Dlg5,1,0,0,0,0
3425401B19Rik,1,0,0,1,0
Gm3486,1,0,0,0,0
Tmem260,1,0,0,0,0
Tlr11,1,0,0,0,0
Olfr747,1,0,0,0,0
Supt16,1,0,0,0,0
Trav9d-4,1,0,0,0,0
Myh7,1,0,0,0,0
Gzmf,1,0,0,0,0
Cenpj,1,0,0,1,0
Atp8a2,1,0,0,0,0
Xkr6,1,0,0,0,0
Med4,1,0,0,0,0
Gpc6,1,0,0,0,0
Uggt2,1,0,0,0,0
Cdh6,1,0,0,0,0
Trio,1,0,0,1,0
Pkhd1l1,1,0,0,0,0
Aard,1,0,0,0,0
BC024139,1,0,0,0,0
Maf1,1,0,0,0,0
Cpsf1,1,0,0,0,0
Slc25a17,1,0,0,0,0
Cyp2d12,1,0,0,0,0
Efcab6,1,0,0,0,0
Shank3,1,0,0,0,0
Olfr286,1,0,0,0,0
Olfr281,1,0,0,0,0
Fam186b,1,0,0,0,0
Prm2,1,0,0,0,0
Septin5,1,0,0,0,0
Chrd,1,0,0,0,0
Mylk,1,0,0,0,0
Zbtb11,1,0,0,0,0
Arl13b,1,0,0,0,0
Ets2,1,0,0,0,0
Tiam2,1,0,0,1,0
Acat3,1,0,0,0,0
Prdm9,1,0,0,1,0
Has1,1,0,0,1,0
Vmn2r124,1,0,0,0,0
Vmn2r107,1,0,0,0,0
Tedc2,1,0,0,0,0
Tbl3,1,0,0,0,0
Prss28,1,0,0,0,0
Def6,1,0,0,0,0
Pram1,1,0,0,0,0
Brd2,1,0,0,0,0
Prrc2a,1,0,0,0,0
Olfr112,1,0,0,0,0
Olfr135,1,0,0,0,0
Tdrd6,1,0,0,0,0
Plcl2,1,0,0,0,0
Map4k3,1,0,0,0,0
Armc4,1,0,0,0,0
Chst9,1,0,0,0,0
Asxl3,1,0,0,0,0
Slc23a1,1,0,0,0,0
Ankhd1,1,0,0,0,0
Pcdhgb4,1,0,0,0,0
Pcdhga8,1,0,0,0,0
Pcdhga11,1,0,0,0,0
Ppp2r2b,1,0,0,0,0
Slc12a2,1,0,0,0,0
Camk2a,1,0,0,0,0
Apcdd1,1,0,0,0,0
Wdr7,1,0,0,0,0
Malt1,1,0,0,0,0
Zfp407,1,0,0,0,0
Pygm,1,0,0,0,0
Rps6ka4,1,0,0,0,0
Esrra,1,0,0,0,0
Slc22a6,1,0,0,0,0
Olfr235,1,0,0,0,0
Tle4,1,0,0,0,0
Dock8,1,0,0,0,0
9930021J03Rik,1,0,0,0,0
Prkg1,1,0,0,0,0
Slc16a12,1,0,0,0,0
Cyp2c37,1,0,0,0,0
Armh3,1,0,0,0,0
Hspa12a,1,0,0,0,0
Usp6nl,1,0,0,0,0
Itih5,1,0,0,0,0
Armc3,1,0,0,0,0
Pnpla7,1,0,0,0,0
Dbh,1,0,0,0,0
Zer1,1,0,0,0,0
Prdm12,1,0,0,0,0
Lamc3,1,0,0,0,0
Stxbp1,1,0,0,0,0
Nr6a1,1,0,0,0,0
Gtdc1,1,0,0,0,0
Fign,1,0,0,0,0
Ttc30a1,1,0,0,0,0
Fam171b,1,0,0,0,0
Zdhhc5,1,0,0,0,0
Olfr992,1,0,0,0,0
Olfr1018,1,0,0,0,0
Olfr1097,1,0,0,0,0
Olfr1137,1,0,0,0,0
Olfr1176,1,0,0,0,0
Olfr1216,1,0,0,0,0
Olfr1224-ps1,1,0,0,0,0
Psmc3,1,0,0,0,0
Rag1,1,0,0,0,0
Pamr1,1,0,0,0,0
Eif3m,1,0,0,0,0
Kcna4,1,0,0,0,0
Slc5a12,1,0,0,0,0
Olfr1279,1,0,0,0,0
Bub1b,1,0,0,0,0
Duoxa1,1,0,0,0,0
Tgm6,1,0,0,0,0
Hspa12b,1,0,0,0,0
Cd93,1,0,0,0,0
Ninl,1,0,0,1,0
Kif3b,1,0,0,0,0
Bpifb3,1,0,0,0,0
Rprd1b,1,0,0,0,0
Actr5,1,0,0,0,0
Lpin3,1,0,0,1,0
Slc2a10,1,0,0,0,0
Rnf114,1,0,0,0,0
Zfp64,1,0,0,0,0
Pck1,1,0,0,0,0
Zfp831,1,0,0,0,0
Sycp2,1,0,0,0,0
Dido1,1,0,0,0,0
Helz2,1,0,0,0,0
Zfp512b,1,0,0,0,0
Nlgn1,1,0,0,0,0
Ghsr,1,0,0,0,0
Mfn1,1,0,0,0,0
Frem2,1,0,0,0,0
Smad9,1,0,0,0,0
Mab21l1,1,0,0,0,0
Igsf10,1,0,0,0,0
Vmn2r4,1,0,0,0,0
Asic5,1,0,0,0,0
Tmem131l,1,0,0,0,0
Fhdc1,1,0,0,0,0
Sprr2j-ps,1,0,0,0,0
Lce6a,1,0,0,0,0
Tuft1,1,0,0,0,0
Cym,1,0,0,0,0
Ubl4b,1,0,0,0,0
Plppr5,1,0,0,0,0
Alpk1,1,0,0,0,0
Clca3a1,1,0,0,0,0
Tnni3k,1,0,0,0,0
Ptger3,1,0,0,0,0
Gm11808,1,0,0,0,0
Acnat1,1,0,0,1,0
Elp1,1,0,0,1,0
Zfp618,1,0,0,1,0
