gene_symbol,Morphologically normal,HF papilloma,HF SCC,Skin papilloma,Skin SCC
Tbc1d25,1,0,0,0,0
Lancl3,1,0,0,0,0
Gm4985,1,0,0,0,0
Dcaf12l2,1,0,0,0,0
Igsf1,1,0,0,0,0
Prkx,1,0,0,0,0
Mageb16,1,0,0,0,0
Nr0b1,1,0,0,0,0
Pola1,1,0,0,1,0
AU015836,1,0,0,0,0
Heph,1,0,0,0,0
AV320801,1,0,0,0,0
Kir3dl2,1,0,0,0,0
Il1rapl2,1,0,0,0,0
Maged2,1,0,0,0,0
Grpr,1,0,0,0,0
Parp14,1,0,0,0,0
Vps13a,1,0,0,0,0
Zbtb7b,1,0,0,1,0
Rb1cc1,1,0,0,0,0
Ncoa2,1,0,0,0,0
Stau2,1,0,0,0,0
Jph1,1,0,0,0,0
Il17f,1,0,0,0,0
Imp4,1,0,0,0,0
Actr1b,1,0,0,0,0
Lyg1,1,0,0,0,0
Slc40a1,1,0,0,0,0
Slc39a10,1,0,0,0,0
Trak2,1,0,0,0,0
Nbeal1,1,0,0,0,0
Pecr,1,0,0,0,0
Slc19a3,1,0,0,0,0
Alppl2,1,0,0,0,0
Ngef,1,0,0,0,0
Inpp5d,1,0,0,0,0
Asb1,1,0,0,0,0
Ndufa10,1,0,0,0,0
Mab21l4,1,0,0,0,0
Cdh7,1,0,0,0,0
Pigr,1,0,0,0,0
Tmcc2,1,0,0,0,0
Lax1,1,0,0,0,0
Ppfia4,1,0,0,0,0
Ppp1r12b,1,0,0,1,0
Ptpn7,1,0,0,0,0
Lmod1,1,0,0,0,0
Lhx9,1,0,0,0,0
Zbtb41,1,0,0,0,0
Ro60,1,0,0,0,0
Rgs16,1,0,0,1,0
Sec16b,1,0,0,0,0
Dars2,1,0,0,0,0
Gm4847,1,0,0,0,0
Aldh9a1,1,0,0,0,0
Hsd17b7,1,0,0,0,0
Fcrla,1,0,0,0,0
Ackr1,1,0,0,0,0
Cep170,1,0,0,0,0
Wdr26,1,0,0,0,0
Esrrg,1,0,0,0,0
Atf3,1,0,0,0,0
Adat2,1,0,0,0,0
Adgrg6,1,0,0,0,0
Taar6,1,0,0,0,0
Med23,1,0,0,0,0
Afg1l,1,0,0,0,0
Crybg1,1,0,0,0,0
Sim1,1,0,0,0,0
Hsf2,1,0,0,0,0
Micu1,1,0,0,0,0
Col13a1,1,0,0,0,0
Dna2,1,0,0,0,0
Lrrtm3,1,0,0,0,0
Jmjd1c,1,0,0,0,0
Rsph14,1,0,0,0,0
Cabin1,1,0,0,0,0
Lss,1,0,0,0,0
Pofut2,1,0,0,0,0
Ube2g2,1,0,0,0,0
Pfkl,1,0,0,0,0
Cfd,1,0,0,0,0
Hsp90b1,1,0,0,0,0
Ttc41,1,0,0,0,0
Ntn4,1,0,0,0,0
Nr2c1,1,0,0,0,0
Helb,1,0,0,1,0
Tafa2,1,0,0,0,0
Sf3a1,1,0,0,0,0
Osm,1,0,0,0,0
Ascc2,1,0,0,0,0
Myo1g,1,0,0,0,0
Actr2,1,0,0,0,0
Aftph,1,0,0,0,0
Fam161a,1,0,0,0,0
Pus10,1,0,0,0,0
Papolg,1,0,0,0,0
Rps27a,1,0,0,0,0
Olfr1390,1,0,0,0,0
Flt4,1,0,0,0,0
Mapk9,1,0,0,0,0
Prop1,1,0,0,0,0
Olfr54,1,0,0,0,0
Cdkn2aipnl,1,0,0,0,0
Septin8,1,0,0,0,0
Rapgef6,1,0,0,0,0
Lyrm7,1,0,0,0,0
Gemin5,1,0,0,0,0
Zfp692,1,0,0,0,0
Olfr312,1,0,0,0,0
Slc5a10,1,0,0,1,0
Myh2,1,0,0,0,0
Pelp1,1,0,0,0,0
4930544D05Rik,1,0,0,0,0
Camta2,1,0,0,0,0
Nlrp1a,1,0,0,0,0
Ctns,1,0,0,0,0
Abhd15,1,0,0,0,0
Ksr1,1,0,0,0,0
Atad5,1,0,0,0,0
Nle1,1,0,0,0,0
Unc45b,1,0,0,0,0
Heatr6,1,0,0,0,0
Synrg,1,0,0,0,0
Tex14,1,0,0,0,0
Tspoap1,1,0,0,0,0
Msi2,1,0,0,0,0
Cacna1g,1,0,0,0,0
Samd14,1,0,0,0,0
Ttll6,1,0,0,0,0
Cdk5rap3,1,0,0,0,0
Gpr179,1,0,0,0,0
Arhgap23,1,0,0,1,0
Arl5c,1,0,0,0,0
Tns4,1,0,0,0,0
Smarce1,1,0,0,0,0
Krt33a,1,0,0,0,0
Vat1,1,0,0,0,0
Dusp3,1,0,0,0,0
Slc25a39,1,0,0,0,0
Gpatch8,1,0,0,0,0
Gjc1,1,0,0,0,0
Nmt1,1,0,0,0,0
Ftsj3,1,0,0,0,0
Sdk2,1,0,0,0,0
Kif19a,1,0,0,0,0
Caskin2,1,0,0,0,0
Evpl,1,0,0,1,0
Ube2o,1,0,0,0,0
Septin9,1,0,0,0,0
Cbx4,1,0,0,0,0
Lrrc45,1,0,0,0,0
Zfp750,1,0,0,0,0
Rock2,1,0,0,0,0
Asap2,1,0,0,0,0
Cmpk2,1,0,0,0,0
Lamb1,1,0,0,1,0
Dock4,1,0,0,0,0
Nrcam,1,0,0,0,0
Dact1,1,0,0,0,0
Ccdc175,1,0,0,1,0
Slc38a6,1,0,0,0,0
Prkch,1,0,0,0,0
Syt16,1,0,0,0,0
Rgs6,1,0,0,0,0
Fos,1,0,0,0,0
Serpina10,1,0,0,0,0
Bag5,1,0,0,0,0
Ighd,1,0,0,0,0
Ighv2-9-1,1,0,0,0,0
Ighv1-82,1,0,0,0,0
Tasor2,1,0,0,0,0
B3galnt2,1,0,0,0,0
Amph,1,0,0,0,0
Hist1h2bp,1,0,0,0,0
D130043K22Rik,1,0,0,1,0
Pak1ip1,1,0,0,0,0
Gmpr,1,0,0,0,0
Zfp169,1,0,0,0,0
Ntrk2,1,0,0,0,0
Fbp2,1,0,0,0,0
Fastkd3,1,0,0,0,0
Trip13,1,0,0,0,0
Sdha,1,0,0,0,0
2210408I21Rik,1,0,0,0,0
Ap3b1,1,0,0,0,0
Nsa2,1,0,0,0,0
Gm21976,1,0,0,0,0
Naip2,1,0,0,0,0
Pde4d,1,0,0,0,0
E330034G19Rik,1,0,0,0,0
Stab1,1,0,0,1,0
Nisch,1,0,0,0,0
Hacl1,1,0,0,0,0
Ankrd28,1,0,0,0,0
Ncoa4,1,0,0,0,0
Ogdhl,1,0,0,0,0
Vstm4,1,0,0,0,0
Bmpr1a,1,0,0,0,0
Fbxo34,1,0,0,0,0
Olfr735,1,0,0,0,0
Olfr745,1,0,0,0,0
Parp2,1,0,0,0,0
Zfp219,1,0,0,0,0
Trav7-3,1,0,0,0,0
Trav13-2,1,0,0,0,0
Trav6-7-dv9,1,0,0,0,0
Trav14-3,1,0,0,0,0
Traj19,1,0,0,0,0
Oxa1l,1,0,0,1,0
Lrp10,1,0,0,0,0
Thtpa,1,0,0,0,0
Mphosph8,1,0,0,0,0
Amer2,1,0,0,0,0
Pinx1,1,0,0,0,0
Kif13b,1,0,0,0,0
Esco2,1,0,0,0,0
Ephx2,1,0,0,0,0
Nefl,1,0,0,0,0
Zc3h13,1,0,0,0,0
Dgkh,1,0,0,0,0
Tdrd3,1,0,0,0,0
Acod1,1,0,0,0,0
Slitrk5,1,0,0,0,0
Dct,1,0,0,0,0
Pcca,1,0,0,0,0
Cplane1,1,0,0,0,0
Cdh18,1,0,0,0,0
Ubr5,1,0,0,0,0
Zfpm2,1,0,0,1,0
Angpt1,1,0,0,0,0
Dscc1,1,0,0,0,0
Col14a1,1,0,0,1,0
Mtbp,1,0,0,0,0
Wdyhv1,1,0,0,0,0
Fbxo32,1,0,0,0,0
Asap1,1,0,0,0,0
Ptp4a3,1,0,0,0,0
Top1mt,1,0,0,0,0
Il2rb,1,0,0,1,0
Sh3bp1,1,0,0,0,0
Pick1,1,0,0,0,0
Enthd1,1,0,0,0,0
Tcf20,1,0,0,0,0
Tspo,1,0,0,0,0
Fam118a,1,0,0,0,0
Rapgef3,1,0,0,1,0
Hdac7,1,0,0,0,0
Pfkm,1,0,0,0,0
Spats2,1,0,0,0,0
Nckap5l,1,0,0,1,0
Racgap1,1,0,0,0,0
Fam186a,1,0,0,0,0
Ankrd33,1,0,0,0,0
Nr4a1,1,0,0,0,0
Itgb7,1,0,0,0,0
Espl1,1,0,0,0,0
Anks3,1,0,0,0,0
Septin12,1,0,0,0,0
Nubp1,1,0,0,0,0
Zc3h7a,1,0,0,0,0
Tnfrsf17,1,0,0,0,0
Ppil2,1,0,0,0,0
Tango2,1,0,0,0,0
Cyp2ab1,1,0,0,0,0
Kng1,1,0,0,0,0
Adipoq,1,0,0,1,0
Mb21d2,1,0,0,0,0
Slc12a8,1,0,0,0,0
Golgb1,1,0,0,0,0
Cd200r4,1,0,0,0,0
Cblb,1,0,0,0,0
Abi3bp,1,0,0,0,0
Krtap19-1,1,0,0,0,0
Son,1,0,0,0,0
Synj2,1,0,0,0,0
Ezr,1,0,0,0,0
Slc22a3,1,0,0,0,0
Vmn2r109,1,0,0,0,0
Vmn2r111,1,0,0,0,0
Srrm2,1,0,0,0,0
Pdpk1,1,0,0,0,0
Pkd1,1,0,0,0,0
Fahd1,1,0,0,0,0
Telo2,1,0,0,0,0
Unkl,1,0,0,0,0
Chtf18,1,0,0,0,0
Cdkn1a,1,0,0,0,0
Cmtr1,1,0,0,0,0
Ager,1,0,0,0,0
Skiv2l,1,0,0,0,0
Cfb,1,0,0,0,0
Tubb5,1,0,0,0,0
Nrm,1,0,0,0,0
Crisp2,1,0,0,0,0
Gtpbp2,1,0,0,0,0
Xpo5,1,0,0,0,0
Rpl7l1,1,0,0,0,0
Tfeb,1,0,0,0,0
Unc5cl,1,0,0,0,0
Vmn2r118,1,0,0,0,0
Lrg1,1,0,0,0,0
Safb2,1,0,0,0,0
Vmac,1,0,0,0,0
Acsbg3,1,0,0,1,0
Trip10,1,0,0,0,0
Pja2,1,0,0,0,0
Msh6,1,0,0,0,0
Rmc1,1,0,0,0,0
Ccdc178,1,0,0,0,0
Mapre2,1,0,0,0,0
Pcdha12,1,0,0,0,0
Pcdhb2,1,0,0,1,0
Pcdhb18,1,0,0,0,0
Taf7,1,0,0,0,0
Pcdhgb6,1,0,0,0,0
Pcdhgb7,1,0,0,0,0
Arap3,1,0,0,0,0
Pudp,1,0,0,0,0
Chsy3,1,0,0,0,0
Synpo,1,0,0,1,0
Sh3tc2,1,0,0,0,0
8030462N17Rik,1,0,0,0,0
Cpt1a,1,0,0,0,0
Kdm2a,1,0,0,1,0
Sptbn2,1,0,0,0,0
Cd248,1,0,0,0,0
Fam89b,1,0,0,0,0
Prdx5,1,0,0,0,0
Mark2,1,0,0,0,0
2700081O15Rik,1,0,0,0,0
Rab3il1,1,0,0,0,0
Prune2,1,0,0,0,0
Rfx3,1,0,0,1,0
Exoc6,1,0,0,1,0
Cyp2c50,1,0,0,0,0
Rrp12,1,0,0,0,0
Mms19,1,0,0,0,0
Cwf19l1,1,0,0,0,0
Habp2,1,0,0,0,0
Nrap,1,0,0,0,0
Pnliprp1,1,0,0,0,0
Rbm17,1,0,0,0,0
Cacnb2,1,0,0,0,0
Plxdc2,1,0,0,0,0
Gad2,1,0,0,0,0
Adamtsl2,1,0,0,0,0
Gbgt1,1,0,0,0,0
Ralgds,1,0,0,0,0
Gfi1b,1,0,0,0,0
Ddx31,1,0,0,0,0
Ntng2,1,0,0,0,0
Odf2,1,0,0,0,0
Pkn3,1,0,0,0,0
Tbc1d13,1,0,0,0,0
Prrx2,1,0,0,0,0
Pomt1,1,0,0,0,0
Uck1,1,0,0,0,0
Garnl3,1,0,0,0,0
Ifih1,1,0,0,0,0
Klhl41,1,0,0,0,0
Hat1,1,0,0,0,0
Pdk1,1,0,0,0,0
Olfr1008,1,0,0,0,0
Olfr1009,1,0,0,0,0
Olfr1145,1,0,0,0,0
Olfr1269,1,0,0,0,0
Agbl2,1,0,0,0,0
Ccdc73,1,0,0,0,0
Slc12a6,1,0,0,0,0
Ivd,1,0,0,0,0
Zfp106,1,0,0,0,0
Strc,1,0,0,0,0
Ell3,1,0,0,0,0
Trim69,1,0,0,0,0
Gpat2,1,0,0,0,0
Prom2,1,0,0,0,0
Nop56,1,0,0,0,0
Adam33,1,0,0,1,0
Macrod2,1,0,0,0,0
Pax1,1,0,0,0,0
Foxs1,1,0,0,0,0
Tspyl3,1,0,0,0,0
Bpifb1,1,0,0,0,0
Cep250,1,0,0,1,0
Rbm12,1,0,0,0,0
Dlgap4,1,0,0,0,0
Ppp1r16b,1,0,0,0,0
R3hdml,1,0,0,0,0
Wfdc8,1,0,0,0,0
Pltp,1,0,0,0,0
Stx16,1,0,0,0,0
Tcfl5,1,0,0,0,0
Fabp9,1,0,0,0,0
Agtr1b,1,0,0,0,0
Ect2,1,0,0,0,0
Lrrc31,1,0,0,0,0
Exosc9,1,0,0,0,0
Khdc4,1,0,0,0,0
Adam15,1,0,0,0,0
Flad1,1,0,0,0,0
Adar,1,0,0,0,0
Il6ra,1,0,0,0,0
Dennd4b,1,0,0,0,0
Lce1i,1,0,0,0,0
Adamtsl4,1,0,0,0,0
Ecm1,1,0,0,0,0
Mtmr11,1,0,0,0,0
H2ac21,1,0,0,0,0
Cd2,1,0,0,0,0
Ngf,1,0,0,0,0
Sort1,1,0,0,0,0
1700006A11Rik,1,0,0,0,0
Cyp2u1,1,0,0,0,0
Tbck,1,0,0,0,0
Clca4a,1,0,0,0,0
4930503B20Rik,1,0,0,0,0
Lrrc40,1,0,0,0,0
Rpe65,1,0,0,0,0
Wwp1,1,0,0,0,0
Gabrr1,1,0,0,0,0
Zfp292,1,0,0,0,0
Bag1,1,0,0,0,0
Zbtb5,1,0,0,0,0
Xpa,1,0,0,0,0
Ncbp1,1,0,0,0,0
Plppr1,1,0,0,0,0
D630039A03Rik,1,0,0,0,0
Shoc1,1,0,0,0,0
Ambp,1,0,0,0,0
Ccdc171,1,0,0,0,0
Gm26566,1,0,0,0,0
Fggy,1,0,0,0,0
Dock7,1,0,0,0,0
Ror1,1,0,0,0,0
Tceanc2,1,0,0,0,0
Ndc1,1,0,0,0,0
Elavl4,1,0,0,0,0
Tex38,1,0,0,0,0
St3gal3,1,0,0,0,0
Olfr1330,1,0,0,0,0
Bmp8b,1,0,0,0,0
Stk40,1,0,0,0,0
Kpna6,1,0,0,0,0
Spocd1,1,0,0,0,0
Taf12,1,0,0,0,0
Phactr4,1,0,0,0,0
Eya3,1,0,0,0,0
Ahdc1,1,0,0,0,0
Slc9a1,1,0,0,0,0
Crybg2,1,0,0,0,0
Sh3bgrl3,1,0,0,0,0
Maco1,1,0,0,0,0
Srrm1,1,0,0,0,0
Eloa,1,0,0,0,0
Usp48,1,0,0,0,0
Padi4,1,0,0,0,0
Rsc1a1,1,0,0,0,0
Casp9,1,0,0,1,0
Prdm2,1,0,0,0,0
Aadacl4fm2,1,0,0,0,0
Tnfrsf1b,1,0,0,0,0
Mfn2,1,0,0,0,0
Disp3,1,0,0,1,0
Cort,1,0,0,0,0
Kif1b,1,0,0,1,0
Slc2a7,1,0,0,0,0
Phf13,1,0,0,1,0
Prdm16,1,0,0,0,0
Gabrd,1,0,0,0,0
Perm1,1,0,0,0,0
Gm10354,1,0,0,0,0
Magi2,1,0,0,0,0
Galnt11,1,0,0,0,0
Gm1979,1,0,0,0,0
Htr5a,1,0,0,0,0
Hadhb,1,0,0,0,0
Cenpa,1,0,0,0,0
Babam2,1,0,0,0,0
Nelfa,1,0,0,0,0
Crmp1,1,0,0,0,0
Msx1,1,0,0,0,0
Anapc4,1,0,0,0,0
Atp8a1,1,0,0,0,0
Nup54,1,0,0,0,0
Sowahb,1,0,0,0,0
Sec31a,1,0,0,0,0
Nkx6-1,1,0,0,0,0
Ibsp,1,0,0,0,0
Thoc2l,1,0,0,0,0
Fgfrl1,1,0,0,0,0
Ulk1,1,0,0,0,0
Grk3,1,0,0,0,0
Crybb3,1,0,0,0,0
Aym1,1,0,0,0,0
Ssh1,1,0,0,0,0
Cit,1,0,0,0,0
Cux2,1,0,0,0,0
Kdm2b,1,0,0,0,0
Ncor2,1,0,0,0,0
Auts2,1,0,0,0,0
Fzd9,1,0,0,0,0
Hip1,1,0,0,0,0
Zscan25,1,0,0,0,0
Wdr95,1,0,0,0,0
Asb4,1,0,0,0,0
Dync1i1,1,0,0,0,0
Rbm28,1,0,0,0,0
Ephb6,1,0,0,0,0
Zyx,1,0,0,0,0
Vmn1r18,1,0,0,1,0
Igkv12-46,1,0,0,0,0
Foxi3,1,0,0,0,0
Polr1a,1,0,0,1,0
Htra2,1,0,0,0,0
1700003E16Rik,1,0,0,0,0
Slc4a5,1,0,0,0,0
Alms1,1,0,0,0,0
Gkn1,1,0,0,0,0
Rpn1,1,0,0,1,0
Klf15,1,0,0,0,0
Fbln2,1,0,0,0,0
Magi1,1,0,0,0,0
Pdzrn3,1,0,0,0,0
Cntn4,1,0,0,0,0
Itpr1,1,0,0,0,0
Bhlhe40,1,0,0,0,0
Setd5,1,0,0,0,0
Atg7,1,0,0,0,0
Kdm5a,1,0,0,0,0
Slc6a13,1,0,0,0,0
A2m,1,0,0,0,0
Phc1,1,0,0,0,0
C1ra,1,0,0,0,0
Rad51ap1,1,0,0,0,0
Tspan9,1,0,0,0,0
Prh1,1,0,0,0,0
Slco1b2,1,0,0,0,0
Recql,1,0,0,0,0
Sox5,1,0,0,0,0
Bcat1,1,0,0,0,0
Nat14,1,0,0,0,0
Ccdc106,1,0,0,0,0
Epn1,1,0,0,0,0
Zscan5b,1,0,0,0,0
Usp29,1,0,0,1,0
Nlrp4b,1,0,0,1,0
Vmn1r73,1,0,0,0,0
Vmn1r84,1,0,0,0,0
Trim28,1,0,0,0,0
Gipr,1,0,0,0,0
Relb,1,0,0,0,0
Clptm1,1,0,0,0,0
Nectin2,1,0,0,0,0
Ceacam16,1,0,0,1,0
Atp1a3,1,0,0,0,0
Pou2f2,1,0,0,0,0
Cic,1,0,0,0,0
Map3k10,1,0,0,0,0
Capn12,1,0,0,0,0
Ryr1,1,0,0,1,0
Tbcb,1,0,0,0,0
Igflr1,1,0,0,0,0
Gm49396,1,0,0,0,0
Etv2,1,0,0,0,0
Fxyd1,1,0,0,0,0
Kctd15,1,0,0,0,0
Tdrd12,1,0,0,0,0
Uri1,1,0,0,0,0
Gm4884,1,0,0,1,0
Pih1d1,1,0,0,0,0
Ccdc155,1,0,0,1,0
Plekha4,1,0,0,0,0
Sult2b1,1,0,0,0,0
Ldhc,1,0,0,0,0
Slc17a6,1,0,0,1,0
Mphosph10,1,0,0,0,0
Asb7,1,0,0,0,0
Slco3a1,1,0,0,0,0
Rlbp1,1,0,0,0,0
Idh2,1,0,0,0,0
Vmn2r72,1,0,0,0,0
Olfr292,1,0,0,1,0
Tyr,1,0,0,0,0
Ccdc81,1,0,0,0,0
Sytl2,1,0,0,0,0
Tsku,1,0,0,0,0
Map6,1,0,0,0,0
Chrdl2,1,0,0,0,0
Pgm2l1,1,0,0,0,0
Arap1,1,0,0,1,0
Nup98,1,0,0,0,0
Trim68,1,0,0,0,0
Olfr575,1,0,0,0,0
Olfr615,1,0,0,0,0
Trim6,1,0,0,0,0
Olfr506,1,0,0,0,0
Trim66,1,0,0,0,0
Denn2b,1,0,0,0,0
Sbf2,1,0,0,0,0
Galnt18,1,0,0,0,0
Copb1,1,0,0,0,0
Psma1,1,0,0,0,0
Tmem159,1,0,0,0,0
Otoa,1,0,0,0,0
Atxn2l,1,0,0,0,0
Coro1a,1,0,0,0,0
Srcap,1,0,0,0,0
Prss53,1,0,0,0,0
Mcmbp,1,0,0,0,0
Plpp4,1,0,0,0,0
Tacc2,1,0,0,0,0
Cfap46,1,0,0,0,0
Fuom,1,0,0,0,0
Ptdss2,1,0,0,0,0
Lmntd2,1,0,0,0,0
Tspan32,1,0,0,0,0
Tubgcp3,1,0,0,0,0
Slc20a2,1,0,0,0,0
Rab11fip1,1,0,0,0,0
Wrn,1,0,0,0,0
Purg,1,0,0,0,0
Saraf,1,0,0,0,0
Trappc11,1,0,0,0,0
Cdkn2aip,1,0,0,0,0
Tll1,1,0,0,0,0
Marchf1,1,0,0,0,0
Lpl,1,0,0,0,0
Gm7697,1,0,0,0,0
Ncan,1,0,0,0,0
Ap1m1,1,0,0,0,0
Eps15l1,1,0,0,0,0
Prmt9,1,0,0,0,0
1700067K01Rik,1,0,0,0,0
Farsa,1,0,0,0,0
Tnpo2,1,0,0,0,0
Rpgrip1l,1,0,0,0,0
Irx5,1,0,0,0,0
Irx6,1,0,0,0,0
Ces5a,1,0,0,0,0
Nudt21,1,0,0,0,0
Dok4,1,0,0,0,0
Adgrg3,1,0,0,0,0
Exoc3l,1,0,0,0,0
Tango6,1,0,0,0,0
Clec18a,1,0,0,0,0
Bcar1,1,0,0,0,0
Meak7,1,0,0,0,0
Cbfa2t3,1,0,0,0,0
Yap1,1,0,0,0,0
Kank2,1,0,0,0,0
Dock6,1,0,0,0,0
Rgl3,1,0,0,1,0
Ccdc151,1,0,0,0,0
Acp5,1,0,0,0,0
Ncapd3,1,0,0,0,0
Adamts8,1,0,0,0,0
Pate14,1,0,0,0,0
Olfr937,1,0,0,0,0
Olfr979,1,0,0,0,0
Olfr985,1,0,0,0,0
Pou2f3,1,0,0,0,0
Jaml,1,0,0,0,0
Cep164,1,0,0,0,0
Nxpe2,1,0,0,0,0
Ddx10,1,0,0,0,0
Poglut3,1,0,0,0,0
Wdr61,1,0,0,0,0
Peak1,1,0,0,0,0
Thsd4,1,0,0,0,0
Smad3,1,0,0,0,0
Smad6,1,0,0,0,0
Dis3l,1,0,0,0,0
Zfp609,1,0,0,0,0
Dnaaf4,1,0,0,0,0
Mapk6,1,0,0,0,0
Gcm1,1,0,0,0,0
Cilk1,1,0,0,0,0
Zic1,1,0,0,1,0
Sox14,1,0,0,0,0
Aste1,1,0,0,0,0
Wdr82,1,0,0,0,0
Tlr9,1,0,0,0,0
Amigo3,1,0,0,0,0
Gpx1,1,0,0,0,0
Trex1,1,0,0,0,0
Fbxw22,1,0,0,0,0
Camp,1,0,0,0,0
Map4,1,0,0,0,0
Cspg5,1,0,0,0,0
Ngp,1,0,0,0,0
Nbeal2,1,0,0,0,0
Gadl1,1,0,0,0,0
Oxsr1,1,0,0,0,0
Cdcp1,1,0,0,0,0
Akap4,1,0,0,0,0
Chst7,1,0,0,0,0
Cfp,1,0,0,0,0
Zbtb33,1,0,0,0,0
Gria3,1,0,0,0,0
Gpr119,1,0,0,0,0
Rbmx,1,0,0,0,0
Xlr3a,1,0,0,0,0
F8a,1,0,0,0,0
Atp6ap1,1,0,0,0,0
Plxna3,1,0,0,1,0
Cfap47,1,0,0,0,0
Dmd,1,0,0,0,0
Eif2s3x,1,0,0,0,0
P2ry4,1,0,0,0,0
Slc7a3,1,0,0,0,0
Hdac8,1,0,0,0,0
Magee2,1,0,0,0,0
Atp7a,1,0,0,0,0
Hmgn5,1,0,0,0,0
4932411N23Rik,1,0,0,0,0
Nrk,1,0,0,0,0
Capn6,1,0,0,0,0
Iqsec2,1,0,0,0,0
Map7d2,1,0,0,0,0
Cdkl5,1,0,0,0,0
Nhs,1,0,0,1,0
Piga,1,0,0,0,0
Mcmdc2,1,0,0,0,0
Slco5a1,1,0,0,0,0
Gsta3,1,0,0,0,0
Adgrb3,1,0,0,0,0
Prss39,1,0,0,0,0
Ankrd39,1,0,0,0,0
Dnah7c,1,0,0,0,0
Aox2,1,0,0,0,0
Bzw1,1,0,0,0,0
Cflar,1,0,0,0,0
Carf,1,0,0,0,0
Marchf4,1,0,0,0,0
Plcd4,1,0,0,0,0
Nhej1,1,0,0,0,0
Ptprn,1,0,0,0,0
Sgpp2,1,0,0,0,0
Sp110,1,0,0,0,0
Itm2c,1,0,0,0,0
Ecel1,1,0,0,1,0
Atg16l1,1,0,0,0,0
Espnl,1,0,0,1,0
Capn10,1,0,0,0,0
Tfcp2l1,1,0,0,0,0
Gli2,1,0,0,1,0
Zranb3,1,0,0,1,0
Thsd7b,1,0,0,0,0
Zc3h11a,1,0,0,0,0
Mgat4f,1,0,0,1,0
Klhl12,1,0,0,0,0
Tor1aip2,1,0,0,0,0
Rabgap1l,1,0,0,0,0
Gorab,1,0,0,0,0
Pou2f1,1,0,0,0,0
Lmx1a,1,0,0,1,0
Ppox,1,0,0,0,0
Klhdc9,1,0,0,0,0
Kcnj10,1,0,0,0,0
Olfr1408,1,0,0,0,0
Rgs7,1,0,0,0,0
Exo1,1,0,0,0,0
Cdc42bpa,1,0,0,1,0
Slc30a1,1,0,0,0,0
Akap12,1,0,0,0,0
Zbtb2,1,0,0,0,0
Tab2,1,0,0,0,0
Epm2a,1,0,0,0,0
Reps1,1,0,0,0,0
Raet1d,1,0,0,0,0
Slc18b1,1,0,0,0,0
Trmt11,1,0,0,0,0
Fig4,1,0,0,0,0
Bend3,1,0,0,0,0
Rtn4ip1,1,0,0,0,0
Ranbp2,1,0,0,1,0
Oit3,1,0,0,0,0
Macroh2a2,1,0,0,0,0
Ddx21,1,0,0,0,0
Gnaz,1,0,0,0,0
Col18a1,1,0,0,0,0
Adarb1,1,0,0,0,0
Odf3l2,1,0,0,0,0
Hcn2,1,0,0,0,0
Ptbp1,1,0,0,0,0
Med16,1,0,0,0,0
Arhgap45,1,0,0,0,0
Btbd2,1,0,0,0,0
Lingo3,1,0,0,0,0
Sppl2b,1,0,0,0,0
Sgta,1,0,0,0,0
Mrpl54,1,0,0,0,0
Ncln,1,0,0,0,0
Fbxo7,1,0,0,0,0
Csl,1,0,0,0,0
Syt1,1,0,0,0,0
Rab21,1,0,0,0,0
Zfc3h1,1,0,0,0,0
9530003J23Rik,1,0,0,0,0
Gns,1,0,0,0,0
Tsfm,1,0,0,0,0
Mars1,1,0,0,1,0
Nabp2,1,0,0,0,0
Olfr763,1,0,0,0,0
Olfr799,1,0,0,0,0
Olfr801,1,0,0,1,0
Olfr812,1,0,0,0,0
Pes1,1,0,0,0,0
Rhbdd3,1,0,0,0,0
Ddx56,1,0,0,0,0
Tbrg4,1,0,0,0,0
Sun3,1,0,0,1,0
Ugp2,1,0,0,0,0
Rel,1,0,0,0,0
Rtn4,1,0,0,0,0
Fem1al,1,0,0,0,0
Eml6,1,0,0,0,0
Fbxw11,1,0,0,0,0
Rnf145,1,0,0,0,0
Sox30,1,0,0,0,0
Mrnip,1,0,0,0,0
Grm6,1,0,0,0,0
Zfp454,1,0,0,0,0
4933414I15Rik,1,0,0,0,0
Jade2,1,0,0,0,0
Anxa6,1,0,0,0,0
Pik3r6,1,0,0,0,0
Chrnb1,1,0,0,0,0
Dlg4,1,0,0,0,0
Asgr2,1,0,0,0,0
Gltpd2,1,0,0,0,0
C1qbp,1,0,0,0,0
Camkk1,1,0,0,0,0
Olfr380,1,0,0,0,0
Olfr401,1,0,0,0,0
Olfr404-ps1,1,0,0,0,0
Sgsm2,1,0,0,1,0
Crk,1,0,0,0,0
Glod4,1,0,0,0,0
Nxn,1,0,0,0,0
Nos2,1,0,0,0,0
Rad51d,1,0,0,0,0
Hnf1b,1,0,0,0,0
Mks1,1,0,0,0,0
Grb7,1,0,0,0,0
Rapgefl1,1,0,0,0,0
Krt28,1,0,0,1,0
Krt10,1,0,0,0,0
Krt40,1,0,0,0,0
Krt34,1,0,0,1,0
Nt5c3b,1,0,0,0,0
Cnp,1,0,0,0,0
Tubg1,1,0,0,0,0
Cntnap1,1,0,0,0,0
Cntd1,1,0,0,0,0
Dhx8,1,0,0,0,0
Mpp2,1,0,0,0,0
Slc4a1,1,0,0,0,0
Rundc3a,1,0,0,0,0
Adam11,1,0,0,0,0
Gm11639,1,0,0,1,0
Ace,1,0,0,0,0
E030025P04Rik,1,0,0,0,0
Map2k6,1,0,0,0,0
