gene_symbol,group,n_samples,n_mutations,datasets,samples,max_gt_AF
Mbd6,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.035
Mbip,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.057
Mbnl2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.103
Mbp,Morphologically normal,1,1,WES,skin05-b1-t2,0.091
Mbtd1,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; skin05-b5-t2,0.147
Mbtps2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.035
Mc4r,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.243
Mc5r,Skin papilloma,1,1,WES,skin04-c5-t2,0.083
Mcc,Skin papilloma,1,1,WES,skin04-c5-t2,0.02
Mcf2,Morphologically normal,1,1,WES,skin05-b1-t2,0.056
Mcf2l,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.114
Mcm2,Skin papilloma,1,1,WES,skin04-c4-t2,0.024
Mcm3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.063
Mcm3ap,Morphologically normal,1,1,WES,skin04-c6-t2,0.065
Mcm3ap,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.024
Mcm4,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.03
Mcm8,Morphologically normal,1,1,WES,skin05-e5-t2,0.101
Mcmbp,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.096
Mcmdc2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.045
Mcoln3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.217
Mcpt4,Skin papilloma,1,1,WES,skin04-c5-t2,0.053
Mctp2,Morphologically normal,1,1,WES,skin04-c6-t2,0.023
Mdc1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.038
Mdga1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.124
Mdh1b,Morphologically normal,1,1,WES,skin05-c7-t2,0.049
Mdm1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.12
Mdn1,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.187
Mdn1,HF papilloma,2,2,WES,hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.038
Me2,Morphologically normal,1,1,WES,skin05-e5-t2,0.071
Mea1,Skin papilloma,1,1,WES,skin04-c4-t2,0.072
Meak7,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.129
Med10,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.067
Med12,Morphologically normal,1,1,TES,hairfollicle21-b5-w8,0.133
Med12,HF papilloma,2,2,TES,hairfollicle21-e1-w17; hairfollicle21-f1-w8,0.273
Med12l,Morphologically normal,1,1,TES,hairfollicle21-c2-w17,0.154
Med13,Morphologically normal,1,1,WES,skin04-c6-t2,0.075
Med13l,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.124
Med13l,HF papilloma,2,3,WES,hairfollicle03-f6-t2; hairfollicle04-c2-t3,0.154
Med16,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Med22,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Med23,Morphologically normal,1,3,WES,hairfollicle05-c7-t2,0.211
Med4,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.043
Med8,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Mefv,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.04
Megf10,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.052
Megf11,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.095
Megf11,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.03
Megf6,Skin papilloma,1,1,WES,skin04-c4-t2,0.03
Megf8,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Megf8,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
Mei4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Meis1,Morphologically normal,1,2,WES,skin04-c6-t2,0.088
Meis3,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.125
Melk,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.041
Meltf,Skin papilloma,1,1,WES,skin04-c5-t2,0.023
Meox2,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
Mep1a,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.032
Met,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Methig1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Mettl17,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.029
Mettl22,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.063
Mfn1,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.044
Mfn2,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.069
Mfrp,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Mfsd1,Morphologically normal,1,1,WES,skin05-e5-t2,0.02
Mfsd11,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.086
Mfsd14b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.069
Mfsd4a,Morphologically normal,1,1,WES,skin04-c6-t2,0.049
Mfsd7a,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.12
Mga,Morphologically normal,1,1,WES,skin04-c6-t2,0.059
Mgarp,Skin papilloma,1,1,WES,skin04-c2-t2,0.049
Mgat3,Morphologically normal,3,3,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; skin05-b5-t2,0.158
Mgat4e,Morphologically normal,1,1,WES,skin04-c6-t2,0.042
Mgat4f,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Mgat4f,Skin papilloma,1,1,WES,skin04-c4-t2,0.061
Mgat5,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.068
Mgat5b,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Mgrn1,Morphologically normal,1,1,WES,skin04-c6-t2,0.04
Mib1,Morphologically normal,1,1,WES,skin05-b5-t2,0.067
Mical1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.158
Mical3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.111
Micall2,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin05-b5-t2,0.049
Micall2,Skin papilloma,1,1,WES,skin04-c4-t2,0.023
Micu1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.086
Mier2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.02
Mier2,Skin papilloma,1,1,WES,skin04-c5-t2,0.041
Mier3,Skin papilloma,1,1,WES,skin04-c2-t2,0.038
Mill1,Skin papilloma,1,1,WES,skin04-c5-t2,0.032
Minar1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Mindy2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Mink1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.041
Miox,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.041
Mitf,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Mki67,Morphologically normal,4,5,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.103
Mki67,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.045
Mkln1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Mknk1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.124
Mks1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.038
Mlana,Skin papilloma,1,1,WES,skin04-c2-t2,0.053
Mlh3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.025
Mllt3,Morphologically normal,5,5,TES,skin21-c5-w19; skin21-d1-w19; skin21-d3-w19; skin21-d4-w19; skin21-g1-w19,0.046
Mllt3,Skin papilloma,1,1,TES,skin21-f1-w19,0.041
Mllt3,Skin SCC,1,1,TES,skin21-b6-w19,0.049
Mlxipl,Skin papilloma,1,1,WES,skin04-c5-t2,0.036
Mmp10,Skin papilloma,1,1,WES,skin04-c5-t2,0.056
Mmp16,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.045
Mmp17,Morphologically normal,1,1,WES,skin05-c7-t2,0.07
Mmp1a,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.15
Mmp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Mmp21,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.064
Mmp24,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.079
Mmp25,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.13
Mmp25,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.068
Mmp9,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.037
Mmp9,Skin papilloma,1,1,WES,skin04-c4-t2,0.038
Mmrn2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.078
Mmrn2,Skin papilloma,1,1,WES,skin04-c4-t2,0.042
Mms19,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.097
Mn1,Skin papilloma,1,1,TES,skin21-f1-w19,0.02
Mnat1,Skin papilloma,1,1,WES,skin04-c4-t2,0.059
Mocs3,Skin papilloma,1,1,WES,skin04-c5-t2,0.049
Mogat1,Morphologically normal,1,1,WES,skin04-c6-t2,0.083
Mogs,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.119
Mon2,Morphologically normal,1,1,WES,skin05-c7-t2,0.038
Morc1,Morphologically normal,2,2,WES,skin04-c6-t2; skin05-e5-t2,0.071
Morc3,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.046
Morf4l1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.13
Morf4l1,Skin papilloma,1,1,WES,skin04-c5-t2,0.027
Mospd2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.06
Moxd2,Morphologically normal,1,1,WES,skin04-c6-t2,0.068
Mphosph10,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Mphosph8,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.107
Mpl,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.053
Mpp1,Morphologically normal,1,1,WES,skin05-b1-t2,0.081
Mpp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Mpped1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.111
Mrc1,Morphologically normal,1,1,WES,skin04-c6-t2,0.061
Mrgprb5,Morphologically normal,1,1,TES,hairfollicle21-g1-w8,0.182
Mrgprb8,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.064
Mrnip,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Mroh1,Skin papilloma,1,1,WES,skin04-c5-t2,0.046
Mroh2a,Morphologically normal,2,3,WES,hairfollicle03-c5; hairfollicle05-e5-t3,0.2
Mroh2b,HF papilloma,1,2,WES,hairfollicle04-c5-t3,0.087
Mroh5,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.032
Mrpl30,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.039
Mrpl54,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Mrps10,Skin papilloma,1,1,WES,skin04-c5-t2,0.033
Mrtfb,Morphologically normal,1,1,WES,hairfollicle03-a3,0.589
Mrvi1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.035
Ms4a14,Skin papilloma,1,2,WES,skin04-c5-t2,0.039
Ms4a15,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.078
Ms4a15,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.062
Ms4a4b,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.063
Ms4a8a,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Msantd2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.041
Msh2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.032
Msh2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.028
Msh6,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Msi2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.11
Msln,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.081
Mslnl,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.038
Msrb2,Morphologically normal,1,1,WES,skin04-c6-t2,0.03
Mst1r,Morphologically normal,3,3,WES,hairfollicle03-a3; hairfollicle05-e5-t3; skin05-b5-t2,0.27
Mst1r,Skin papilloma,1,1,WES,skin04-c2-t2,0.033
Msx1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Mtbp,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.093
Mtcl1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.061
Mtcl1,Skin papilloma,1,1,WES,skin04-c5-t2,0.036
Mtf2,Morphologically normal,1,1,WES,skin05-b1-t2,0.035
Mtg1,Morphologically normal,1,1,WES,skin04-c6-t2,0.042
Mthfd1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Mthfd2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.2
Mtmr1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.027
Mtmr10,Morphologically normal,1,1,WES,skin04-c6-t2,0.068
Mtmr11,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.065
Mtmr12,Morphologically normal,1,1,WES,skin04-c6-t2,0.05
Mtmr14,Morphologically normal,1,1,WES,skin04-c6-t2,0.039
Mtmr6,Skin papilloma,1,1,WES,skin04-c5-t2,0.041
Mtor,Morphologically normal,3,3,TES; WES,hairfollicle05-e5-t3; hairfollicle21-c5-w14; hairfollicle21-d4-w8,0.231
Mtrf1l,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.068
Mtus2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.043
Muc1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Muc19,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.036
Muc19,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.035
Muc2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.087
Muc2,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.035
Muc20,Morphologically normal,1,1,WES,skin05-b1-t2,0.039
Muc20,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.024
Muc4,Morphologically normal,8,14,WES,hairfollicle05-b5-t3; hairfollicle05-c6; hairfollicle05-c7-t2; hairfollicle05-e5-t3; skin04-c6-t2; skin05-a6; skin05-b1-t2; skin05-c7-t2,0.353
Muc4,HF papilloma,2,3,WES,hairfollicle03-f6-t2; hairfollicle04-c4-t3,0.248
Muc4,Skin papilloma,2,2,WES,skin04-c2-t2; skin05-b7,0.059
Muc5ac,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.04
Muc5ac,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.026
Muc5ac,Skin papilloma,1,1,WES,skin04-c5-t2,0.054
Muc5b,Morphologically normal,3,3,WES,hairfollicle03-a3; skin04-c6-t2; skin05-e5-t2,0.32
Muc5b,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.075
Muc6,Morphologically normal,4,4,WES,hairfollicle03-a3; hairfollicle03-c5; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.785
Muc6,Skin papilloma,1,2,WES,skin04-c5-t2,0.041
Mug1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Mup12,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.194
Mup21,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.032
Mup4,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.096
Mx1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.029
Mx2,Morphologically normal,1,2,WES,skin04-c6-t2,0.055
Mxra7,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Myb,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.041
Mybpc1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Mybpc1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Mybpc2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.033
Mybpc3,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.107
Mybph,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3,0.111
Mycbp,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Mycbp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Mycbp2,Skin papilloma,2,2,WES,skin04-c4-t2; skin04-c5-t2,0.091
Mycs,Morphologically normal,1,1,WES,skin04-c6-t2,0.04
Myef2,Morphologically normal,1,1,WES,skin04-c6-t2,0.047
Myh1,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.072
Myh10,Morphologically normal,3,2,TES; WES,hairfollicle04-c6-t3; skin21-g1-w19; skin21-g3-w19,0.037
Myh11,Morphologically normal,3,4,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3; skin05-b5-t2,0.068
Myh13,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.034
Myh13,Skin papilloma,1,1,WES,skin04-c2-t2,0.03
Myh14,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.567
Myh15,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.189
Myh2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.11
Myh3,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.023
Myh3,Skin papilloma,1,1,WES,skin04-c5-t2,0.037
Myh4,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.064
Myh4,Skin papilloma,1,1,WES,skin04-c5-t2,0.058
Myh6,Morphologically normal,1,1,WES,skin04-c6-t2,0.016
Myh6,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Myh7,Morphologically normal,2,3,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3,0.157
Myh9,Morphologically normal,2,2,TES,hairfollicle21-d1-w14; hairfollicle21-d1-w8,0.935
Myh9,HF SCC,4,10,TES,hairfollicle21-b6-w14; hairfollicle21-c6-w14; hairfollicle21-c7-w14; hairfollicle21-e3-w17,0.993
Mylk,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.051
Mymk,Morphologically normal,1,1,WES,skin04-c6-t2,0.039
Myo15,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Myo15,HF papilloma,1,2,WES,hairfollicle04-c4-t3,0.07
Myo15b,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.035
Myo16,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.066
Myo18a,Skin papilloma,1,1,WES,skin04-c5-t2,0.041
Myo18b,Morphologically normal,2,3,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.158
Myo18b,Skin papilloma,1,1,WES,skin04-c5-t2,0.043
Myo1a,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.069
Myo1a,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.061
Myo1e,Skin papilloma,1,1,WES,skin04-c4-t2,0.067
Myo1f,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3,0.071
Myo1g,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Myo3a,Skin papilloma,1,1,WES,skin04-c5-t2,0.075
Myo3b,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Myo3b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.069
Myo5b,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.08
Myo5b,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.064
Myo5c,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin05-c7-t2,0.049
Myo6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.04
Myo7a,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; skin04-c6-t2,0.103
Myo7a,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.021
Myo7a,Skin papilloma,1,1,WES,skin04-c5-t2,0.025
Myo7b,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Myo9a,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.05
Myoc,Skin papilloma,1,1,WES,skin04-c5-t2,0.065
Myocd,HF SCC,1,1,TES,hairfollicle21-c7-w8,0.3
Myod1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.109
Myof,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.029
Myof,HF SCC,1,2,TES,hairfollicle21-c7-w14,0.487
Myom2,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.04
Myom2,Skin papilloma,1,1,WES,skin04-c5-t2,0.047
Myom3,Skin papilloma,1,1,WES,skin04-c4-t2,0.051
Myorg,Skin papilloma,1,1,WES,skin04-c2-t2,0.045
Mypn,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.026
Mysm1,Skin papilloma,1,1,WES,skin04-c4-t2,0.065
Myt1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.03
Myt1l,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.046
N4bp2,Skin papilloma,1,1,WES,skin04-c5-t2,0.063
Naa25,Morphologically normal,1,1,WES,skin04-c6-t2,0.053
Naa60,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.05
Naaladl1,Skin papilloma,1,1,WES,skin04-c2-t2,0.037
Nabp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.019
Nacad,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Naf1,Skin papilloma,1,1,WES,skin04-c2-t2,0.083
Nagpa,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.042
Naip1,Morphologically normal,1,1,WES,skin05-c7-t2,0.063
Naip1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.044
Naip2,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.111
Naip6,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.053
Nalcn,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.051
Nap1l1,Morphologically normal,1,1,WES,skin05-b5-t2,0.045
Nap1l2,Skin papilloma,1,1,WES,skin04-c5-t2,0.042
Nap1l3,Skin papilloma,1,1,TES,skin21-f1-w19,0.033
Nap1l4,Skin papilloma,1,1,WES,skin04-c5-t2,0.077
Nat14,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.066
Nav2,Skin papilloma,1,1,WES,skin04-c5-t2,0.1
Nav3,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.053
Nav3,HF SCC,1,1,TES,hairfollicle21-c6-w14,0.053
Naxd,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Naxd,Skin papilloma,1,1,WES,skin04-c5-t2,0.042
Nbas,Morphologically normal,1,1,WES,skin05-e5-t2,0.081
Nbea,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.048
Nbeal1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Nbeal2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Ncam2,Morphologically normal,1,1,WES,skin05-b5-t2,0.063
Ncam2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.044
Ncan,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.136
Ncapd2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.136
Ncapd3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Ncaph2,Morphologically normal,1,1,WES,skin04-c6-t2,0.025
Ncbp1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.071
Ncdn,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.025
Nck1,Morphologically normal,1,1,WES,skin05-c7-t2,0.056
Nckap1,Morphologically normal,1,1,WES,skin04-c6-t2,0.058
Nckap1l,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.136
Nckap1l,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.065
Nckap5l,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.087
Nckap5l,Skin papilloma,1,1,WES,skin04-c5-t2,0.053
Ncln,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.03
Ncoa1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.045
Ncoa2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.091
Ncoa4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.126
Ncoa6,Morphologically normal,2,2,TES; WES,hairfollicle03-a3; hairfollicle21-b5-w8,0.357
Ncor2,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.157
Ncstn,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.111
Ndc1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.149
Ndc80,Skin papilloma,1,1,WES,skin04-c4-t2,0.048
Ndfip2,Skin papilloma,1,1,WES,skin04-c2-t2,0.07
Ndn,Skin papilloma,1,2,WES,skin04-c5-t2,0.075
Ndrg1,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.036
Ndst1,Morphologically normal,1,1,WES,skin05-e5-t2,0.07
Ndufa10,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Ndufb9,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.136
Ndufv3,Skin papilloma,1,1,WES,skin04-c5-t2,0.025
Neb,Morphologically normal,3,6,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.08
Neb,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.027
Nebl,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.033
Nebl,Skin papilloma,1,1,WES,skin04-c5-t2,0.047
Nectin2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.093
Nedd4,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.114
Nefh,HF papilloma,1,2,WES,hairfollicle04-c5-t3,0.019
Nefl,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.063
Nek10,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.036
Nek3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Nek4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Nek7,Skin papilloma,1,1,WES,skin04-c5-t2,0.085
Nelfa,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.094
Nell2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Nemf,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.042
Nepn,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.126
Nepn,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.032
Net1,Skin papilloma,1,1,WES,skin04-c5-t2,0.058
Neu2,Skin papilloma,1,1,WES,skin04-c5-t2,0.045
Neu4,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.048
Neurl2,Morphologically normal,1,1,WES,skin05-e5-t2,0.07
Neurl4,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin05-b1-t2,0.041
